日期,信号,代码,现价,涨幅,止损,策略,参组,参数,名称,周期,释放类型,支撑压力价格,支撑压力趋势,支撑压力涨幅,区间K线数量,区间K线振幅
2026-05-13 21:30:00,Long,NVDA,225.45,2.07%,221.25,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",英伟达,1H,,,,,,
2026-05-13 21:30:00,Long,NVDA,225.45,2.07%,221.25,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",英伟达,1H,一直释放,185.25-190.0-200.4-202.75-216.82,高-高-高-高,2.56%-5.47%-1.17%-6.94%,78.0,11.34
2026-05-13 21:30:00,Long,AAPL,297.18,0.78%,291.77,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",苹果,1H,压力释放,274.27-275.77-273.22-287.21-294.76,高-低-高-高,0.55%-0.92%-5.12%-2.63%,20.0,1.56
2026-05-13 21:30:00,Short,COIN,200.75,-3.34%,208.66,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",COIN,1H,,,,,,
2026-05-13 21:30:00,Short,APP,466.87,-4.86%,498.88,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",APP AppLovin,1H,,,,,,
2026-05-13 21:30:00,Long,MRVL,171.63,4.32%,165.32,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",迈威尔科技,1H,,,,,,
2026-05-13 21:30:00,Long,MRVL,171.63,4.32%,165.32,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",迈威尔科技,1H,,,,,,
2026-05-13 21:30:00,Short,MSFT,401.5,-1.54%,408.07,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",微软,1H,一直释放,416.3-411.41-398.01-405.11-405.5,低-低-高-高,1.17%-3.26%-1.78%-0.10%,14.0,2.47
2026-05-13 21:30:00,Short,NFLX,86.6,-1.23%,87.66,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",奈飞,1H,,,,,,
2026-05-13 21:30:00,Long,LLY,998.16,0.82%,982.55,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",礼来,1H,一直亮绿,963.94-929.99-930.0-984.45-996.48,低-高-高-高,3.52%-0.00%-5.85%-1.22%,34.0,5.64
2026-05-13 21:30:00,Long,MU,791.78,3.40%,758.5,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",美光,1H,,,,,,
2026-05-13 21:30:00,Long,VRT,371.15,1.07%,363.13,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",VRT,1H,,,,,,
2026-05-13 21:30:00,Long,COHR,390.82,4.47%,376.94,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",COHR,1H,,,,,,
2026-05-13 21:30:00,Long,CRWV,110.09,2.16%,106.26,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",CRWV,1H,,,,,,
2026-05-13 21:30:00,Long,NBIS,197.76,10.34%,189.79,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",NBIS,1H,,,,,,
2026-05-13 21:30:00,Long,NBIS,197.76,10.34%,189.79,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",NBIS,1H,,,,,,
