日期,代码,名称,现价,涨幅(%),成交量,换手(%),条件,参组,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-04-13,600094,大名城,4.43,-1.77,281677.0,1.0,fit,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true}, ""mfa"": {""mfa_streak"": 10}}",房地产开发,95.32,87.18,3.84,4.06,9.93,6.32,7.0,7.67,6.09,9.03,6.32,3.84,7.45,6.77,6.32,10.61,10.38,10.61,8.58,7.0,6.55,3.39,4.06,6.32,7.0,,,,,,,
2026-04-13,600699,均胜电子,25.86,-1.78,323332.0,2.0,fit,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true}, ""mfa"": {""mfa_streak"": 10}}",汽车零部件,377.77,330.09,-0.19,-1.2,0.46,2.47,0.93,11.02,12.84,14.11,11.68,10.56,8.97,10.09,10.29,14.97,13.92,14.58,11.87,9.59,16.01,12.84,17.44,19.61,16.67,,,,,,,
