日期,代码,名称,现价,涨幅(%),成交量,换手(%),条件,参组,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-04-10,002685,华东重机,7.76,-0.26,537082.0,5.0,fit,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true}, ""mfa"": {""mfa_streak"": 10}}",工程机械,73.76,73.75,3.74,4.51,4.12,8.76,8.89,10.7,9.15,5.41,2.19,2.58,3.87,8.76,7.22,17.91,18.56,22.16,22.55,21.39,16.62,17.78,12.24,12.37,11.08,11.08,,,,,,
2026-04-10,600320,振华重工,5.16,-0.77,395944.0,1.0,fit,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true}, ""mfa"": {""mfa_streak"": 10}}",专用设备,247.61,156.13,-0.58,-0.58,-1.94,-1.36,-1.94,-0.19,-0.39,-2.33,-1.16,-2.52,-4.65,4.84,4.07,5.04,5.62,4.26,3.29,4.07,1.16,4.07,-0.78,-1.36,-2.52,-3.1,,,,,,
2026-04-10,600699,均胜电子,26.33,-1.09,435620.0,3.0,fit,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true}, ""mfa"": {""mfa_streak"": 10}}",汽车零部件,377.77,330.09,-1.79,-1.97,-2.96,-1.33,0.65,-0.87,9.04,10.82,12.08,9.68,8.58,7.03,8.13,8.32,12.91,11.89,12.53,9.87,7.63,13.94,10.82,15.34,17.47,14.58,,,,,,
2026-04-10,600970,中材国际,10.81,-2.17,334910.0,1.0,fit,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true}, ""mfa"": {""mfa_streak"": 10}}",专业工程,262.71,262.4,-5.92,-3.61,-2.22,-2.22,-2.31,-3.05,-3.24,-5.46,-6.29,-6.38,-7.86,-7.68,-12.12,-13.69,-13.51,-11.47,-14.34,-14.43,-15.17,-15.63,-17.58,-18.78,-20.17,-19.61,,,,,,
2026-04-10,601089,福元医药,23.37,0.39,23792.0,0.0,fit,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true}, ""mfa"": {""mfa_streak"": 10}}",化学制药,111.84,111.84,-1.75,-1.71,-0.73,-0.86,-4.19,-4.79,-5.39,-3.94,-5.48,-10.53,-10.7,-11.68,-12.32,-11.9,-10.78,-9.84,-9.84,-9.37,-10.83,-11.47,-13.22,-14.51,-18.06,-17.5,,,,,,
2026-04-10,601609,金田股份,10.16,0.1,169389.0,1.0,fit,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true}, ""mfa"": {""mfa_streak"": 10}}",工业金属,168.89,168.89,0.98,2.07,1.67,3.54,5.61,8.37,7.78,8.27,4.92,2.56,2.07,-0.3,2.26,-0.2,1.67,2.36,2.07,12.3,19.0,24.61,30.91,27.95,31.69,33.37,,,,,,
