日期,代码,名称,现价,涨幅(%),成交量,STC,换手(%),条件,参组,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-05-13,002546,新联电子,8.86,4.11,497448.0,0.25,6.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",电网设备,77.23,74.19,-4.63,-7.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,002777,久远银海,17.56,10.03,191065.0,9.38,5.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",IT服务Ⅱ,68.34,67.72,-4.78,-5.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,002837,英维克,106.38,6.39,693245.0,24.81,8.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",专用设备,909.47,791.79,-3.93,-5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,300259,新天科技,4.99,12.9,638645.0,4.16,5.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",通用设备,55.1,55.09,0.8,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,300286,安科瑞,26.3,2.98,76997.0,2.98,4.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",电网设备,71.65,59.36,-2.81,-5.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,300638,广和通,24.8,5.89,336404.0,1.48,6.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",通信设备,233.36,137.65,-2.94,-2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,300951,博硕科技,36.19,3.49,33772.0,1.87,2.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",消费电子,60.41,53.99,1.02,-0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,301155,海力风电,70.26,13.86,147510.0,2.14,12.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",风电设备,164.37,93.26,-4.68,-4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,600098,广州发展,7.43,2.06,610262.0,4.72,2.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",电力,280.12,280.12,-1.88,-2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,600452,涪陵电力,12.49,3.57,855260.0,0.8,6.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",电力,190.53,190.53,6.49,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,600475,华光环能,19.01,10.01,296920.0,5.8,3.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",电力,173.03,170.66,4.58,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,600758,辽宁能源,4.49,10.05,768215.0,16.31,6.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",煤炭开采,73.11,73.04,3.56,-4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,600863,华能蒙电,4.95,1.85,1492818.0,4.15,2.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",电力,417.62,347.88,-1.62,-2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,601231,环旭电子,44.45,3.95,620221.0,24.76,3.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",消费电子,791.75,791.75,-5.22,-10.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,601965,中国汽研,16.99,2.1,190068.0,1.94,2.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",汽车服务,175.53,174.72,5.59,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,603189,网达软件,13.73,1.33,177362.0,2.45,7.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",软件开发,51.05,51.05,-1.53,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,603191,望变电气,21.54,3.06,288617.0,0.32,9.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",电网设备,72.89,72.89,-3.95,-6.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,603216,梦天家居,31.97,10.01,79874.0,0.91,4.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",家居用品,72.24,72.24,-10.01,-12.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,603977,国泰集团,15.27,5.67,327328.0,3.29,5.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",化学制品,105.61,105.61,-6.02,-6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,605339,南侨食品,16.5,0.86,20518.0,21.74,0.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",休闲食品,69.16,69.16,-0.91,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
