日期,代码,名称,现价,涨幅(%),成交量,STC,换手(%),条件,参组,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-05-13,000543,皖能电力,8.58,1.66,821673.0,15.3,4.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",电力,206.51,206.51,-1.75,-1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,000581,威孚高科,20.26,0.9,118038.0,3.12,1.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",汽车零部件,199.45,163.77,-1.88,-1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,000631,顺发恒能,3.47,2.97,624466.0,4.79,3.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",电力,90.39,90.39,-4.9,-5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,000755,山西高速,5.3,4.74,204592.0,3.88,1.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",铁路公路,77.77,77.77,0.0,-0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,000993,闽东电力,14.61,10.02,414127.0,4.75,9.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",电力,74.51,71.55,-5.82,-9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,002047,*ST宝鹰,5.68,1.61,205168.0,2.68,1.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",装修装饰Ⅱ,76.72,76.72,-0.53,-1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,002145,钛能化学,4.76,0.85,513135.0,19.92,1.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",化学原料,185.77,181.97,-3.78,-4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,002163,海南发展,12.83,5.25,704678.0,6.85,9.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",装修装饰Ⅱ,110.44,105.02,-5.46,-9.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,002169,智光电气,14.14,4.28,458356.0,0.22,6.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",电网设备,115.84,112.28,1.2,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-13,002533,金杯电工,14.32,3.17,244049.0,3.97,4.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",电网设备,103.85,90.23,-4.33,-2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
