日期,代码,名称,现价,涨幅(%),成交量,释放,TSQ,RSQ,SCO,STC,BSA,RPT,PSQ,换手(%),止损,挤压,判断,分数,条件,参组,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-05-12,000935,四川双马,31.03,8.16,150241.0,一直释放,低-高-高-高,1.16%-2.35%-28.15%-1.83%,低,38.69[bull],52,28.95,22.37-22.11-22.63-29.0-29.53,2.0,27.59,35,📈ema📉adx📈rsi,n 27｜s 00｜d 9.90%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",多元金融,190.17,190.17,9.02,7.48,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-12,002179,中航光电,40.85,0.59,1410756.0,压力释放,低-高-低-低,5.65%-6.33%-2.44%-9.25%,低,99.47[bull],39,17.65,42.85-40.43-42.99-41.94-38.06,7.0,39.29,4,📈ema📉adx📈rsi,n 71｜s 00｜d 1.41%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",军工电子Ⅱ,703.62,696.67,2.57,-1.15,-3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-12,002536,飞龙股份,46.49,4.47,519141.0,一直释放,低-低-高-高,16.03%-16.84%-42.88%-21.77%,低,80.03[bull],39,54.96,34.3-28.8-23.95-34.22-41.67,10.0,40.95,47,📈ema📈adx📈rsi,n 15｜s 00｜d 24.56%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",汽车零部件,168.01,159.13,0.45,-3.2,-4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-12,002831,裕同科技,44.01,7.03,187003.0,压力释放,低-低-高-高,2.60%-0.89%-26.23%-28.72%,低,99.92[bull],20,11.05,25.43-24.77-24.55-30.99-39.89,4.0,38.42,5,📈ema📈adx📈rsi,n 50｜s 00｜d 2.50%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",包装印刷,296.31,164.49,-1.27,-5.02,-5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-12,300236,上海新阳,99.72,4.12,172300.0,一直释放,高-高-高-低,55.26%-7.03%-32.79%-0.87%,低,61.39[bull],37,28.09,40.5-62.88-67.3-89.37-88.59,6.0,89.74,26,📈ema📈adx🗒️rsi,n 18｜s 00｜d 14.44%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",电子化学品Ⅱ,239.8,213.15,2.95,-4.03,-1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-12,300267,尔康制药,4.84,7.08,2068874.0,压力释放,高-低-高-高,35.67%-11.39%-7.01%-1.75%,高,80.09[bull],48,35.47,3.56-4.83-4.28-4.58-4.66,15.0,4.3,12,📈ema📈adx🗒️rsi,n 75｜s 00｜d 4.75%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",化学制药,81.89,56.47,-1.86,-4.96,-5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-12,301007,德迈仕,40.5,4.17,101904.0,压力释放,高-低-低-低,70.38%-0.81%-13.91%-7.37%,低,98.95[bull],49,30.74,29.64-50.5-50.09-43.12-39.94,7.0,37.38,11,📈ema📈adx📈rsi,n 95｜s 00｜d 3.75%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",汽车零部件,51.06,50.95,-0.62,5.65,9.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-12,600552,凯盛科技,17.7,4.61,1072081.0,一直释放,高-高-低-高,12.59%-1.37%-10.46%-33.31%,低,82.27[bull],66,47.11,12.31-13.86-14.05-12.58-16.77,11.0,15.87,45,📈ema📈adx📈rsi,n 25｜s 00｜d 18.83%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",光学光电子,114.3,114.3,2.82,3.39,-1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-12,603776,永安行,21.48,4.63,107236.0,一直释放,低-低-低-高,3.95%-12.51%-0.78%-2.52%,低,99.42[bull],38,20.34,24.3-23.34-20.42-20.26-20.77,4.0,19.66,43,📈ema📈adx🗒️rsi,n 53｜s 00｜d 7.39%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",摩托车及其他,50.23,50.23,7.4,5.63,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-12,603803,瑞斯康达,16.97,2.17,644896.0,压力释放,低-高-低-高,2.91%-38.01%-4.27%-36.06%,低,90.33[bull],17,27.2,9.62-9.34-12.89-12.34-16.79,15.0,15.25,6,📈ema📈adx🗒️rsi,n 45｜s 00｜d 3.81%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",通信设备,58.34,58.34,1.47,-1.24,-3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
