日期,代码,名称,现价,涨幅(%),成交量,STC,换手(%),条件,参组,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-05-11,000400,许继电气,27.13,2.73,408530.0,1.79,4.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",电网设备,286.74,284.79,0.44,2.1,-2.21,-2.84,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,000756,新华制药,15.25,5.98,255804.0,22.65,5.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",化学制药,104.08,74.54,-3.21,-3.87,-5.18,-6.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,000768,中航西飞,24.76,1.27,740250.0,1.35,3.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",航空装备Ⅱ,696.12,694.99,3.19,2.02,-2.14,-4.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,000875,电投绿能,6.81,1.04,662375.0,1.56,2.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",电力,261.16,240.65,1.76,4.55,0.29,-2.94,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,000881,中广核技,8.13,2.52,175464.0,19.22,2.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",化学制品,72.61,69.41,-0.62,0.74,-1.97,-3.32,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,001331,胜通能源,54.99,10.0,60366.0,0.41,3.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",燃气Ⅱ,159.07,94.61,-2.98,-2.24,-3.42,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,002041,登海种业,10.26,1.28,164502.0,0.18,2.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",种植业,94.25,94.25,-2.53,-2.05,-3.12,-5.75,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,002056,横店东磁,19.9,1.32,346166.0,5.02,2.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",光伏设备,348.6,348.24,-1.16,0.7,-0.75,-3.62,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,002334,英威腾,9.15,9.98,1398446.0,3.57,19.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",自动化设备,68.45,61.08,-0.77,0.22,-3.39,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,002570,贝因美,5.17,2.58,504256.0,10.89,5.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",饮料乳品,56.27,56.27,-0.77,0.39,-1.16,-2.13,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,002945,华林证券,16.16,1.89,199780.0,3.25,1.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",证券Ⅱ,415.8,415.8,-0.37,-1.42,-4.21,-6.93,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,300066,三川智慧,6.57,3.46,381498.0,2.88,4.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",通用设备,65.63,63.47,-3.5,-2.89,-4.26,-1.52,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,300271,华宇软件,6.73,1.05,140076.0,6.52,2.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",IT服务Ⅱ,54.72,53.73,-2.38,-2.23,-5.79,-7.13,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,300377,赢时胜,18.16,2.02,382983.0,3.92,6.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",软件开发,138.26,127.21,-1.98,-2.09,-6.28,-7.93,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,300463,迈克生物,11.22,4.66,220927.0,3.76,4.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",医疗器械,65.49,53.26,-3.3,-4.1,-6.33,-7.84,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,300678,中科信息,29.63,0.1,71226.0,17.82,2.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",IT服务Ⅱ,83.4,81.97,0.78,-0.03,-3.58,-3.61,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,600416,湘电股份,13.09,0.77,283312.0,16.51,2.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",电机Ⅱ,189.05,189.05,-1.76,-1.38,-5.19,-6.19,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,600621,华鑫股份,14.53,1.54,175079.0,15.29,2.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",证券Ⅱ,150.22,150.22,-0.41,2.48,-1.03,-3.65,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,600649,城投控股,4.4,1.15,393768.0,3.13,2.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",房地产开发,113.95,113.95,0.23,-1.59,-4.32,-6.59,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,603011,合锻智能,22.24,2.49,296398.0,9.57,6.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",专用设备,102.94,102.94,-1.21,-0.99,-3.96,-5.31,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,603499,翔港科技,23.07,10.01,208755.0,1.26,7.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",包装印刷,67.02,67.02,-2.69,-4.25,-4.77,-6.11,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-11,603816,顾家家居,31.56,2.33,76119.0,1.22,1.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}}",家居用品,276.17,273.05,5.07,2.03,4.44,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,
