日期,代码,名称,现价,涨幅(%),成交量,释放,TSQ,RSQ,SCO,STC,BSA,RPT,PSQ,换手(%),止损,挤压,判断,分数,条件,参组,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-05-06,000553,安道麦A,7.5,9.97,541302.0,压力释放,高-低-低-高,2.39%-5.58%-3.71%-3.57%,中,90.36[bull],33,32.06,7.52-7.7-7.27-7.0-7.25,2.0,6.76,8,📈ema📉adx📈rsi,n 71｜s 00｜d 0.73%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",农化制品,150.97,141.07,-2.27,-5.2,-3.73,-5.6,-5.6,-7.87,-8.13,,,,,,,,,,,,,,,,,,,,,,,
2026-05-06,001309,德明利,577.29,10.0,78830.0,一直释放,低-低-高-高,15.51%-1.62%-215.66%-0.65%,低,99.87[bull],64,35.68,116.63-98.54-96.94-306.0-308.0,5.0,530.63,81,📈ema📈adx📈rsi,n 29｜s 00｜d 88.87%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",半导体,866.3,614.37,6.79,3.54,10.73,7.05,17.76,25.01,23.35,,,,,,,,,,,,,,,,,,,,,,,
2026-05-06,002046,国机精工,55.89,7.05,247622.0,一直释放,低-低-高-高,12.28%-12.81%-77.55%-1.00%,低,35.44[bull],43,34.24,40.48-35.51-30.96-54.97-55.52,5.0,49.92,43,📈ema📈adx🗒️rsi,n 42｜s 00｜d 9.10%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",通用设备,231.63,228.44,0.68,2.83,4.69,2.76,6.44,2.31,-2.74,,,,,,,,,,,,,,,,,,,,,,,
2026-05-06,002203,海亮股份,19.79,10.01,928368.0,一直释放,低-低-高-低,1.96%-5.83%-29.33%-8.61%,低,98.29[bull],42,22.52,13.81-13.54-12.75-16.49-15.07,4.0,16.66,18,📈ema📈adx📈rsi,n 08｜s 00｜d 16.86%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",工业金属,339.64,327.84,5.56,11.72,13.79,15.72,16.37,9.7,7.07,,,,,,,,,,,,,,,,,,,,,,,
2026-05-06,002283,天润工业,12.35,9.97,596603.0,一直释放,高-高-低-高,9.71%-2.63%-12.13%-74.54%,低,79.97[bull],44,35.64,6.59-7.23-7.42-6.52-11.38,6.0,10.89,15,📈ema📈adx📈rsi,n 21｜s 00｜d 13.39%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",汽车零部件,103.12,90.82,1.3,-8.1,-10.85,-6.07,1.38,2.35,0.08,,,,,,,,,,,,,,,,,,,,,,,
2026-05-06,002929,润建股份,64.65,8.33,286818.0,一直释放,高-低-低-高,20.72%-8.80%-6.25%-8.97%,中,97.22[bull],35,21.17,48.5-58.55-53.4-50.06-54.55,14.0,58.67,13,📈ema📈adx🗒️rsi,n 11｜s 00｜d 9.76%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",通信服务,137.07,101.6,10.01,21.01,20.11,23.43,35.78,34.42,43.84,,,,,,,,,,,,,,,,,,,,,,,
2026-05-06,300440,运达科技,18.71,2.24,154441.0,压力释放,高-高-低-高,14.07%-41.58%-4.27%-24.32%,低,67.13[bull],43,41.98,9.57-10.92-15.46-14.8-18.4,4.0,17.48,5,📈ema📉adx🗒️rsi,n 58｜s 00｜d 1.93%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",IT服务Ⅱ,68.26,67.99,3.63,3.31,2.46,-3.58,-0.21,-4.65,-2.62,,,,,,,,,,,,,,,,,,,,,,,
2026-05-06,300835,龙磁科技,105.31,6.13,61841.0,一直释放,高-高-低-高,9.97%-5.84%-8.57%-47.06%,低,41.38[bull],43,42.37,63.58-69.92-74.0-67.66-99.5,7.0,92.55,29,📈ema📈adx🗒️rsi,n 23｜s 00｜d 13.39%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",金属新材料,91.58,63.85,8.6,8.7,14.45,16.79,16.4,15.73,8.92,,,,,,,,,,,,,,,,,,,,,,,
2026-05-06,300975,商络电子,22.89,11.88,951605.0,一直释放,低-高-高-高,1.24%-11.12%-12.26%-14.25%,零,93.76[bull],57,28.26,12.93-12.77-14.19-15.93-18.2,19.0,19.93,15,📈ema📈adx🗒️rsi,n 23｜s 00｜d 9.06%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",元件,125.04,89.56,3.1,1.0,3.36,-1.22,6.29,-0.22,-3.01,,,,,,,,,,,,,,,,,,,,,,,
2026-05-06,603158,腾龙股份,14.04,10.03,420935.0,一直释放,高-低-低-高,85.52%-26.98%-4.46%-17.53%,中,97.3[bear],34,24.21,8.77-16.27-11.88-11.35-13.34,9.0,12.04,13,📈ema📈adx🗒️rsi,n 19｜s 00｜d 7.61%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",汽车零部件,57.32,57.32,9.97,13.11,9.4,7.19,6.7,4.77,3.99,,,,,,,,,,,,,,,,,,,,,,,
