日期,代码,名称,现价,涨幅(%),条件,参组,释放,PSQ,TSQ,RSQ,BSA,RPT,成交量,换手(%),止损,挤压,判断,分数,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-04-28,000652,泰达股份,4.33,3.34,fit,20-1.8-20-1.5,一直释放,4.75-4.77-4.67-4.92-4.28,高-低-高-低,0.42%-2.10%-5.35%-13.01%,14,5.68,481655.0,3.0,4.07,27,📈ema📉adx🗒️rsi,n 33｜s 00｜d 3.58%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",综合Ⅱ,57.99,57.95,-0.23,-0.92,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-28,002685,华东重机,8.44,4.71,fit,20-1.8-20-1.5,一直释放,10.5-9.2-8.59-7.97-7.78,低-低-低-低,12.38%-6.63%-7.22%-2.38%,42,24.88,766388.0,8.0,7.58,13,📈ema📈adx🗒️rsi,n 29｜s 00｜d 10.04%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",工程机械,73.76,73.75,-1.42,8.41,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-28,002745,木林森,9.39,5.98,fit,20-1.8-20-1.5,压力释放,10.23-9.96-10.01-11.05-9.31,低-高-高-低,2.64%-0.50%-10.39%-15.75%,21,14.23,1226137.0,12.0,8.73,21,📈ema📉adx🗒️rsi,n 62｜s 00｜d 2.13%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",光学光电子,129.57,92.95,0.64,1.06,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-28,002833,弘亚数控,20.25,4.71,fit,20-1.8-20-1.5,压力释放,17.45-16.87-16.68-18.99-19.79,低-低-高-高,3.32%-1.13%-13.85%-4.21%,41,19.79,171722.0,6.0,18.52,22,📈ema📉adx🗒️rsi,n 64｜s 00｜d 1.66%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",专用设备,76.7,52.17,1.04,0.79,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-28,002970,锐明技术,72.75,5.73,fit,20-1.8-20-1.5,压力释放,50.91-52.2-50.3-84.94-68.66,高-低-高-低,2.53%-3.64%-68.87%-19.17%,12,17.17,212154.0,17.0,64.07,11,📈ema📉adx🗒️rsi,n 53｜s 00｜d 3.66%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",计算机设备,117.43,80.16,-0.82,-4.08,-3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-28,301042,安联锐视,105.57,3.52,fit,20-1.8-20-1.5,压力释放,70.0-97.19-88.5-110.9-97.0,高-低-高-低,38.84%-8.94%-25.31%-12.53%,17,7.9,27829.0,4.0,97.33,20,📈ema📈adx📈rsi,n 83｜s 00｜d 2.91%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",计算机设备,64.56,61.13,0.88,2.57,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-28,600769,祥龙电业,15.85,4.14,fit,20-1.8-20-1.5,一直释放,11.84-15.79-13.98-13.79-15.36,高-低-低-高,33.36%-11.46%-1.36%-11.39%,32,31.17,224883.0,6.0,14.37,43,📈ema📈adx🗒️rsi,n 26｜s 00｜d 14.97%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",环境治理,51.0,51.0,-4.23,0.95,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-28,600985,淮北矿业,15.1,4.72,fit,20-1.8-20-1.5,压力释放,12.19-13.8-13.4-13.89-14.67,高-低-高-高,13.21%-2.90%-3.66%-5.62%,31,13.19,312989.0,1.0,13.82,29,📈ema📉adx📈rsi,n 69｜s 00｜d 1.88%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",煤炭开采,375.44,375.44,-1.72,-1.92,-2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-28,603298,杭叉集团,27.36,1.37,fit,20-1.8-20-1.5,压力释放,29.96-30.4-27.8-31.43-26.5,高-低-高-低,1.47%-8.55%-13.06%-15.69%,14,7.99,80901.0,1.0,25.96,13,📈ema📉adx🗒️rsi,n 83｜s 00｜d 2.06%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",工程机械,325.23,325.23,0.51,-0.69,-1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-28,603538,美诺华,60.12,6.6,fit,20-1.8-20-1.5,一直释放,28.0-31.15-24.0-20.78-22.8,高-低-低-高,11.25%-22.95%-13.42%-9.72%,59,12.82,572294.0,25.0,51.22,35,📈ema📈adx📈rsi,n 12｜s 00｜d 87.16%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",化学制药,86.37,84.71,8.62,3.89,13.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
