日期,代码,名称,现价,涨幅(%),条件,参组,释放,PSQ,TSQ,RSQ,BSA,RPT,成交量,换手(%),止损,挤压,判断,分数,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-04-30,000042,中洲控股,9.63,8.57,fit,20-1.8-20-1.5,压力释放,8.32-8.75-8.82-9.61-9.52,高-高-高-低,5.17%-0.80%-8.96%-0.94%,29,13.47,364697.0,5.0,8.81,4,📈ema📉adx🗒️rsi,n 94｜s 29｜d 0.36%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",房地产开发,62.23,62.16,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-30,000582,北部湾港,11.56,2.3,fit,20-1.8-20-1.5,压力释放,9.43-9.16-11.07-11.75-11.18,低-高-高-低,2.86%-20.85%-6.14%-4.85%,20,10.58,460577.0,2.0,10.94,14,📈ema📉adx🗒️rsi,n 46｜s 00｜d 0.92%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",航运港口,273.86,234.67,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-30,000783,长江证券,7.99,10.06,fit,20-1.8-20-1.5,一直释放,9.28-8.45-9.01-7.42,低-高-低,8.94%-6.63%-17.65%,14,4.65,2961426.0,5.0,7.61,55,📈ema📉adx📈rsi,n 38｜s 00｜d 20.67%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",证券Ⅱ,382.13,382.13,10.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-30,000973,佛塑科技,20.99,-1.41,fit,20-1.8-20-1.5,压力释放,7.99-8.32-15.18-16.11-19.75,高-高-高-高,4.13%-82.45%-6.13%-22.59%,23,17.56,1069806.0,11.0,19.23,9,📈ema📈adx🗒️rsi,n 49｜s 00｜d 2.61%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",塑料,481.57,189.52,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-30,001212,中旗新材,55.77,2.33,fit,20-1.8-20-1.5,压力释放,48.11-54.23-56.3-58.25-53.1,高-高-高-低,12.72%-3.82%-3.46%-8.84%,15,11.93,68279.0,4.0,51.7,13,📈ema📉adx🗒️rsi,n 92｜s 00｜d 1.84%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",装修建材,101.69,87.97,-0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-30,002149,西部材料,63.51,9.99,fit,20-1.8-20-1.5,一直释放,18.87-52.63-57.98-57.31-56.0,高-高-低-低,178.91%-10.17%-1.16%-2.29%,21,25.59,764253.0,16.0,53.42,29,📈ema📈adx🗒️rsi,n 19｜s 00｜d 15.13%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",小金属,241.42,241.38,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-30,002235,安妮股份,11.2,10.02,fit,20-1.8-20-1.5,压力释放,14.34-12.04-11.31-11.65-10.57,低-低-高-低,16.04%-6.06%-3.01%-9.27%,16,16.15,1059836.0,19.0,9.71,10,📈ema📉adx🗒️rsi,n 69｜s 00｜d 2.24%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",造纸,57.67,55.08,6.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-30,002645,华宏科技,25.77,9.99,fit,20-1.8-20-1.5,一直释放,18.0-18.6-17.76-17.79-18.18,高-低-高-高,3.33%-4.52%-0.17%-2.19%,31,23.25,457693.0,8.0,23.25,74,📈ema📈adx📈rsi,n 47｜s 00｜d 39.27%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",环保设备Ⅱ,108.2,96.36,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-30,002730,电光科技,33.66,5.95,fit,20-1.8-20-1.5,压力释放,17.04-16.79-15.29-16.1-30.86,低-低-高-高,1.47%-8.93%-5.30%-91.68%,19,20.5,350563.0,10.0,29.35,7,📈ema📈adx📈rsi,n 34｜s 00｜d 5.40%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",专用设备,88.42,84.5,-3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-30,300843,胜蓝股份,82.34,12.78,fit,20-1.8-20-1.5,一直释放,66.54-63.9-49.48-56.2-63.24,低-低-高-高,3.98%-22.57%-13.58%-12.53%,35,32.05,144597.0,9.0,71.56,26,📈ema📈adx📈rsi,n 31｜s 00｜d 19.70%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",消费电子,86.58,83.09,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
