日期,代码,名称,现价,涨幅(%),条件,参组,释放,PSQ,TSQ,RSQ,BSA,RPT,成交量,换手(%),止损,挤压,判断,分数,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-04-14,000062,深圳华强,28.57,-0.42,fit,20-1.8-20-1.5,压力释放,27.41-34.17-28.3-26.6-28.54,高-低-低-高,24.66%-17.18%-6.01%-7.29%,19,18.28,438228.0,4.0,26.92,6,📈ema📈adx🗒️rsi,n 45｜s 00｜d 3.01%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",其他电子Ⅱ,290.55,290.27,-2.0,0.18,4.17,9.1,3.85,14.25,9.28,20.2,32.2,26.71,24.78,29.23,29.09,,,,,,,,,,,,,,,,,
2026-04-14,000938,紫光股份,27.86,-1.35,fit,20-1.8-20-1.5,压力释放,24.91-32.16-26.15-28.3-27.75,高-低-高-低,29.10%-18.69%-8.22%-1.94%,22,16.35,1397283.0,5.0,26.34,15,📈ema📉adx🗒️rsi,n 59｜s 00｜d 2.28%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",IT服务Ⅱ,719.02,719.02,-1.36,0.83,-0.57,1.97,-0.9,7.39,11.99,12.42,15.54,13.35,16.37,14.82,14.32,,,,,,,,,,,,,,,,,
2026-04-14,002579,中京电子,13.03,2.36,fit,20-1.8-20-1.5,已过亮绿,12.4-12.79-13.45-12.6-12.88,高-高-低-高,3.15%-5.16%-6.32%-2.22%,16,16.35,673859.0,12.0,12.2,19,📈ema📉adx🗒️rsi,n 71｜s 00｜d 1.61%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",元件,71.43,68.03,-2.46,-1.53,1.0,1.69,1.23,3.22,-0.61,-2.61,-0.69,-6.45,-5.14,-9.06,-2.61,,,,,,,,,,,,,,,,,
2026-04-14,002929,润建股份,59.82,4.98,fit,20-1.8-20-1.5,压力释放,58.55-53.4-43.84-50.06-54.55,低-低-高-高,8.80%-17.90%-14.19%-8.97%,22,21.17,365219.0,17.0,54.6,21,📈ema📉adx🗒️rsi,n 51｜s 00｜d 1.50%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",通信服务,137.07,101.6,-0.79,9.14,2.54,-1.1,-6.94,-5.3,-4.51,-5.1,-7.47,-8.09,-9.31,-0.23,8.07,,,,,,,,,,,,,,,,,
2026-04-14,300037,新宙邦,64.45,1.72,fit,20-1.8-20-1.5,压力释放,54.18-68.05-58.68-60.37-62.15,高-低-高-高,25.60%-13.77%-2.88%-2.95%,20,19.24,262406.0,5.0,58.8,19,📈ema📉adx🗒️rsi,n 68｜s 00｜d 1.93%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",电池,446.19,319.55,-2.22,-1.46,-2.61,-2.98,-2.44,-2.7,-3.32,0.54,6.75,3.2,10.05,7.21,10.35,,,,,,,,,,,,,,,,,
2026-04-14,301292,海科新源,106.86,20.0,fit,20-1.8-20-1.5,一直释放,21.65-23.14-88.0-72.99-62.67,高-高-低-低,6.88%-280.29%-17.06%-14.14%,34,20.36,332446.0,39.0,78.7,20,📈ema📈adx📈rsi,n 19｜s 00｜d 31.27%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",电池,214.53,81.91,-12.67,-13.02,-13.34,-14.37,-8.34,-8.17,-21.62,-21.06,-19.62,-24.2,-15.03,-20.62,-14.18,,,,,,,,,,,,,,,,,
2026-04-14,601311,骆驼股份,10.24,1.19,fit,20-1.8-20-1.5,压力释放,11.89-11.67-9.28-9.97-10.03,低-低-高-高,1.85%-20.48%-7.44%-0.60%,21,12.82,466810.0,4.0,9.7,45,📈ema📉adx🗒️rsi,n 73｜s 00｜d 1.30%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",电池,113.68,113.68,-1.66,0.29,1.66,0.98,0.1,6.15,4.39,0.98,-1.27,-3.81,-0.2,-2.83,-2.83,,,,,,,,,,,,,,,,,
2026-04-14,603158,腾龙股份,13.46,5.65,fit,20-1.8-20-1.5,压力释放,12.05-11.88-11.3-11.35-13.34,低-低-高-高,1.41%-4.88%-0.44%-17.53%,21,24.21,664102.0,14.0,12.03,7,📈ema📉adx🗒️rsi,n 31｜s 00｜d 1.27%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",汽车零部件,57.32,57.32,0.97,-2.3,-1.49,0.82,-3.27,1.49,-2.67,2.38,-0.3,-1.41,-3.86,-5.2,4.31,,,,,,,,,,,,,,,,,
2026-04-14,605167,利柏特,19.64,10.03,fit,20-1.8-20-1.5,压力释放,11.2-11.81-11.5-19.52-19.26,高-低-高-低,5.45%-2.62%-69.74%-1.33%,26,22.29,86840.0,2.0,17.11,38,📈ema📉adx🗒️rsi,n 54｜s 00｜d 6.16%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",专业工程,73.92,73.92,-9.98,-9.47,-6.31,-6.72,-5.91,-8.5,-10.13,-12.53,-12.47,-13.59,-11.56,-10.95,-8.25,,,,,,,,,,,,,,,,,
2026-04-14,605305,中际联合,44.95,-1.14,fit,20-1.8-20-1.5,压力释放,43.49-49.15-43.8-49.77-44.68,高-低-高-低,13.01%-10.89%-13.63%-10.23%,20,16.35,78338.0,4.0,42.54,5,📈ema📉adx🗒️rsi,n 54｜s 00｜d 1.22%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",工程机械,89.26,89.26,-5.34,-4.09,-1.62,1.33,4.45,4.56,2.83,2.18,1.11,7.14,7.68,6.34,5.14,,,,,,,,,,,,,,,,,
