日期,代码,名称,现价,涨幅(%),条件,参组,释放,PSQ,TSQ,RSQ,BSA,RPT,成交量,换手(%),止损,挤压,判断,分数,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-04-09,002273,水晶光电,30.11,6.85,fit,20-1.8-20-1.5,一直释放,29.08-25.97-25.63-26.73-28.72,低-低-高-高,10.69%-1.31%-4.29%-7.44%,27,31.26,1496376.0,11.0,26.76,12,📈ema📉adx🗒️rsi,n 22｜s 00｜d 7.07%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",光学光电子,322.07,315.49,-0.76,0.53,-0.33,-3.59,-2.19,-3.55,3.55,7.57,9.83,11.19,6.61,9.1,5.05,10.69,9.6,10.23,,,,,,,,,,,,,,
2026-04-09,002408,齐翔腾达,6.9,4.86,fit,20-1.8-20-1.5,压力释放,5.26-5.06-5.2-6.4-6.79,低-高-高-高,3.80%-2.77%-23.08%-6.09%,22,22.56,1336244.0,5.0,6.22,21,📈ema📈adx🗒️rsi,n 30｜s 00｜d 1.81%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",炼化及贸易,173.13,167.54,1.59,1.74,0.14,-1.45,-1.16,-3.33,-5.07,-6.23,-10.43,-11.16,-10.58,-4.64,-3.19,-3.04,-4.64,-5.36,,,,,,,,,,,,,,
2026-04-09,002685,华东重机,7.78,0.91,fit,20-1.8-20-1.5,压力释放,10.5-9.2-8.59-7.97-7.78,低-低-低-低,12.38%-6.63%-7.22%-2.38%,29,24.88,1009056.0,10.0,7.31,4,📈ema📉adx🗒️rsi,n 64｜s 00｜d 0.50%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",工程机械,73.76,73.75,-0.26,3.47,4.24,3.86,8.48,8.61,10.41,8.87,5.14,1.93,2.31,3.6,8.48,6.94,17.61,18.25,,,,,,,,,,,,,,
2026-04-09,300390,天华新能,62.0,8.73,fit,20-1.8-20-1.5,一直释放,25.0-26.68-64.99-60.19-56.0,高-高-低-低,6.72%-143.59%-7.39%-6.96%,29,30.57,1109110.0,16.0,56.74,10,📈ema📈adx🗒️rsi,n 12｜s 00｜d 10.41%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",电池,531.76,430.32,10.16,29.35,30.73,24.08,38.19,41.6,39.69,38.4,36.87,29.15,46.77,51.98,49.98,78.23,78.23,85.0,,,,,,,,,,,,,,
2026-04-09,300790,宇瞳光学,30.13,6.02,fit,20-1.8-20-1.5,一直释放,36.73-33.34-33.0-32.88-28.17,低-低-低-低,9.24%-1.01%-0.36%-14.32%,24,25.65,697677.0,21.0,27.68,14,📈ema📈adx📈rsi,n 28｜s 00｜d 6.82%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",计算机设备,87.39,75.83,-0.53,-2.62,-3.39,-1.69,0.17,-0.33,0.86,4.35,2.46,-0.76,-1.73,-2.85,-5.91,-6.04,-3.75,-4.05,,,,,,,,,,,,,,
2026-04-09,300843,胜蓝股份,69.61,14.43,fit,20-1.8-20-1.5,一直释放,66.54-63.9-49.48-56.2-63.24,低-低-高-高,3.98%-22.57%-13.58%-12.53%,20,32.05,172256.0,11.0,55.55,11,📈ema📉adx📈rsi,n 48｜s 00｜d 2.71%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",消费电子,86.58,83.09,-3.28,-4.61,-4.48,-7.25,-2.34,-0.63,-1.39,-2.74,3.76,-0.8,-1.93,1.91,3.82,4.88,18.29,19.68,,,,,,,,,,,,,,
2026-04-09,300953,震裕科技,183.55,4.1,fit,20-1.8-20-1.5,一直释放,185.0-158.31-186.48-184.0-180.28,低-高-低-低,14.43%-17.79%-1.33%-2.02%,19,18.87,97711.0,8.0,160.17,35,📈ema📉adx🗒️rsi,n 38｜s 00｜d 6.31%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",电池,304.57,218.69,3.73,-0.56,-0.59,2.88,13.24,13.58,11.95,18.64,23.77,18.96,18.71,18.49,15.49,14.75,20.19,25.3,,,,,,,,,,,,,,
2026-04-09,301200,大族数控,182.89,4.67,fit,20-1.8-20-1.5,压力释放,107.5-121.97-133.0-183.89-170.16,高-高-高-低,13.46%-9.04%-38.26%-7.47%,29,24.31,86482.0,2.0,159.49,5,📈ema📈adx🗒️rsi,n 39｜s 00｜d 1.64%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",专用设备,815.66,710.84,-0.59,0.2,5.22,3.22,7.31,10.88,12.7,9.68,8.44,4.49,2.01,2.94,1.21,1.21,-0.16,1.01,,,,,,,,,,,,,,
2026-04-09,301396,宏景科技,203.3,6.3,fit,20-1.8-20-1.5,一直释放,86.64-73.21-73.99-116.4-186.56,低-高-高-高,15.50%-1.07%-57.32%-60.27%,14,28.66,160229.0,21.0,168.89,21,📈ema📈adx📈rsi,n 12｜s 00｜d 48.30%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",IT服务Ⅱ,246.35,122.09,-2.61,-4.23,9.53,18.63,42.36,39.05,42.15,37.4,59.51,63.96,63.53,54.07,65.27,61.07,55.8,66.81,,,,,,,,,,,,,,
2026-04-09,600641,先导基电,21.06,-0.14,fit,20-1.8-20-1.5,压力释放,14.06-15.25-23.8-21.29-19.66,高-高-低-低,8.46%-56.07%-10.55%-7.66%,30,17.37,887761.0,10.0,19.76,17,📈ema📉adx🗒️rsi,n 69｜s 00｜d 2.13%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",半导体,174.12,174.12,4.84,3.61,6.08,3.61,4.84,15.34,18.0,16.81,28.49,28.21,29.25,25.93,29.34,28.49,31.15,30.96,,,,,,,,,,,,,,
