日期,代码,名称,现价,涨幅(%),条件,参组,释放,PSQ,TSQ,RSQ,BSA,RPT,成交量,换手(%),止损,挤压,判断,分数,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-04-07,000703,恒逸石化,14.16,10.02,fit,20-1.8-20-1.5,压力释放,7.03-7.06-7.74-13.79-14.05,高-高-高-高,0.43%-9.63%-78.17%-1.89%,20,34.45,360434.0,1.0,12.1,22,📈ema📉adx🗒️rsi,n 22｜s 00｜d 4.83%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",炼化及贸易,447.81,445.41,4.73,10.17,12.29,7.98,10.52,8.4,12.78,6.71,8.05,7.13,5.86,5.79,5.72,8.4,11.79,21.4,24.65,28.74,,,,,,,,,,,,
2026-04-07,000729,燕京啤酒,14.11,1.73,fit,20-1.8-20-1.5,压力释放,12.76-12.86-12.82-12.61-13.5,高-低-低-高,0.78%-0.31%-1.64%-7.06%,24,11.66,681318.0,3.0,13.48,19,📈ema📉adx🗒️rsi,n 74｜s 00｜d 1.57%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",非白酒,366.97,326.75,0.14,-0.71,1.06,-1.06,-5.53,-7.94,-8.01,-8.72,-9.21,-9.99,-9.21,-8.22,-10.63,-9.92,-9.0,-6.38,-5.74,-5.03,,,,,,,,,,,,
2026-04-07,002382,蓝帆医疗,8.66,6.91,fit,20-1.8-20-1.5,一直释放,5.78-5.95-5.81-6.25-8.5,高-低-高-高,2.94%-2.35%-7.57%-36.00%,11,14.86,937199.0,9.0,7.76,22,📈ema📈adx📈rsi,n 11｜s 00｜d 24.82%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",医疗器械,77.85,77.28,-8.55,-10.05,-10.28,-12.36,-12.59,-13.16,-12.82,-14.2,-15.47,-14.9,-11.78,-13.39,-8.43,-13.51,-13.16,-15.82,-14.2,-15.36,,,,,,,,,,,,
2026-04-07,002491,通鼎互联,13.82,10.03,fit,20-1.8-20-1.5,压力释放,6.03-6.89-5.92-7.65-13.19,高-低-高-高,14.26%-14.08%-29.22%-72.42%,23,41.22,1835786.0,16.0,11.34,8,📈ema📉adx🗒️rsi,n 23｜s 00｜d 0.78%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",通信设备,138.01,132.0,9.99,16.79,5.57,7.24,9.19,2.75,13.02,9.48,20.41,21.2,24.6,21.78,13.24,21.71,19.83,19.9,14.33,23.52,,,,,,,,,,,,
2026-04-07,002650,ST加加,7.23,4.93,fit,20-1.8-20-1.5,压力释放,7.2-6.85-7.36-7.76-6.93,低-高-高-低,4.86%-7.45%-5.43%-10.70%,55,15.69,166638.0,2.0,6.71,11,📈ema📈adx🗒️rsi,n 90｜s 00｜d 1.80%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",调味发酵品Ⅱ,71.85,71.85,1.38,6.5,11.89,13.42,7.75,3.6,1.52,0.41,0.83,0.83,-0.69,-2.77,1.52,2.21,6.22,6.36,8.71,10.37,,,,,,,,,,,,
2026-04-07,003031,中瓷电子,91.65,3.48,fit,20-1.8-20-1.5,压力释放,64.1-80.72-84.0-88.5-88.07,高-高-高-低,25.93%-4.06%-5.36%-0.49%,16,22.52,267634.0,8.0,84.49,14,📈ema📉adx🗒️rsi,n 37｜s 00｜d 1.03%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",通信设备,351.37,264.98,1.9,5.26,4.72,13.58,13.91,12.7,11.57,22.73,29.85,33.66,36.82,36.15,39.43,38.46,39.12,35.22,34.77,39.99,,,,,,,,,,,,
2026-04-07,600664,哈药股份,3.87,9.94,fit,20-1.8-20-1.5,一直释放,3.77-3.99-3.78-3.62-3.67,高-低-低-高,5.84%-5.26%-4.23%-1.38%,20,14.69,2426799.0,10.0,3.36,18,📈ema📉adx🗒️rsi,n 58｜s 00｜d 1.52%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",化学制药,85.88,85.88,-3.36,-3.1,-2.84,-5.17,4.39,14.73,13.7,7.75,10.59,5.94,1.55,0.26,-4.39,-5.17,-4.65,-4.91,-7.49,-6.46,,,,,,,,,,,,
2026-04-07,603296,华勤技术,96.22,5.85,fit,20-1.8-20-1.5,压力释放,111.03-110.99-100.88-99.23-93.25,低-低-低-低,0.04%-9.11%-1.64%-6.03%,26,16.93,232942.0,4.0,86.77,15,📈ema📉adx🗒️rsi,n 86｜s 00｜d 1.74%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",消费电子,860.12,483.67,1.32,2.94,2.68,3.61,2.16,2.76,1.4,1.23,7.05,4.4,9.21,7.94,11.76,12.35,7.98,6.49,7.68,14.11,,,,,,,,,,,,
2026-04-07,603348,文灿股份,21.47,9.99,fit,20-1.8-20-1.5,压力释放,22.3-23.19-24.04-21.95-20.65,高-高-低-低,3.99%-3.67%-8.69%-5.92%,16,11.14,180207.0,6.0,19.03,6,📈ema📉adx🗒️rsi,n 78｜s 16｜d 0.42%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",汽车零部件,60.95,60.95,-3.17,-4.66,-4.52,-4.33,-4.47,-5.64,-5.4,-5.78,-5.45,-6.43,-7.96,-9.13,-9.87,-9.78,-11.36,-12.11,-13.27,-14.07,,,,,,,,,,,,
2026-04-07,605056,咸亨国际,26.11,0.04,fit,20-1.8-20-1.5,压力释放,15.29-15.68-17.65-19.98-25.8,高-高-高-高,2.55%-12.56%-13.20%-29.13%,25,22.45,155114.0,4.0,24.49,25,📈ema📉adx🗒️rsi,n 49｜s 00｜d 4.96%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",通用设备,96.21,94.8,2.07,12.29,10.92,5.17,7.43,7.58,8.2,9.42,11.3,6.47,4.37,-0.65,-2.83,1.95,-2.03,-2.03,-4.1,-1.76,,,,,,,,,,,,
