日期,信号,代码,现价,涨幅,止损,策略,参组,参数,释放类型,支撑压力价格,支撑压力趋势,支撑压力涨幅,区间K线数量,区间K线振幅,名称,周期
2026-06-01 00:00:00,Short,GLIBK,22.06,-1.39%,24.24,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",一直释放,35.5-32.67-29.85-36.04-35.13,低-低-高-低,7.96%-8.65%-20.74%-2.52%,49.0,7.91,LIBERTY CAPITAL CORP-CL C,1D
2026-06-01 00:00:00,Long,EXLS,30.59,5.37%,27.71,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,EXLSERVICE HOLDINGS INC,1D
2026-06-01 00:00:00,Long,ACIW,45.03,3.11%,41.91,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,ACI WORLDWIDE INC,1D
2026-06-01 00:00:00,Long,NTSK,12.86,5.93%,11.51,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",压力释放,nan-24.98-23.56-12.82,低-低-低,nan%-5.68%-45.59%,56.0,67.25,NETSKOPE INC-CL A,1D
2026-06-01 00:00:00,Long,ISOU,12.23,4.98%,10.47,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,ISOENERGY LTD,1D
2026-06-01 00:00:00,Short,RNST,39.68,-2.55%,41.35,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,RENASANT CORP,1D
2026-06-01 00:00:00,Long,ALTO,5.71,4.77%,5.03,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,ALTO INGREDIENTS INC,1D
2026-06-01 00:00:00,Long,KTCC,3.97,14.74%,3.23,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",压力释放,3.64-2.8-3.25-2.91-3.45,低-高-低-高,23.08%-16.07%-10.46%-18.56%,14.0,13.11,KEY TRONIC CORP,1D
2026-06-01 00:00:00,Long,LAR,10.45,0.48%,9.42,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,LITHIUM ARGENTINA AG,1D
2026-06-01 00:00:00,Short,USGO,9.7,-4.90%,10.87,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",一直亮红,7.56-8.82-8.64-10.3-10.13,高-低-高-低,16.70%-2.04%-19.21%-1.65%,49.0,37.71,US GOLDMINING INC,1D
2026-06-01 00:00:00,Short,USGO,9.7,-4.90%,10.87,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",一直亮红,7.56-8.82-8.64-10.3-10.13,高-低-高-低,16.70%-2.04%-19.21%-1.65%,49.0,37.71,US GOLDMINING INC,1D
2026-06-01 00:00:00,Short,NN,19.93,-3.35%,22.92,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,NEXTNAV INC,1D
2026-06-01 00:00:00,Long,INOD,115.32,9.85%,90.74,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",一直释放,41.94-55.69-55.55-93.85-66.93,高-低-高-低,32.78%-0.25%-68.95%-28.68%,97.0,95.53,INNODATA INC,1D
2026-06-01 00:00:00,Long,TGHL,1.35,287.93%,1.12,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,GROWHUB LTD/THE-CLASS A,1D
2026-06-01 00:00:00,Long,TGHL,1.35,287.93%,1.12,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",压力释放,nan-0.52-0.96-0.5-0.41,低-高-低-低,nan%-85.27%-47.80%-17.84%,22.0,36.21,GROWHUB LTD/THE-CLASS A,1D
2026-06-01 00:00:00,Long,TGHL,1.35,287.93%,1.12,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",压力释放,nan-0.96-0.5-0.41,低-低-低,nan%-47.80%-17.84%,22.0,36.21,GROWHUB LTD/THE-CLASS A,1D
2026-06-01 00:00:00,Long,BGDE,7.36,1.80%,6.13,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,BIG DIGITAL ENERGY INC,1D
2026-06-01 00:00:00,Long,CNK,31.03,10.82%,27.0,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",压力释放,29.2-30.61-25.27-29.06-30.98,高-低-高-高,4.82%-17.46%-15.03%-6.58%,36.0,20.56,CINEMARK HOLDINGS INC,1D
2026-06-01 00:00:00,Long,CNK,31.03,10.82%,27.0,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,CINEMARK HOLDINGS INC,1D
2026-06-01 00:00:00,Short,MSA,163.13,-1.61%,169.36,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,MSA SAFETY INC,1D
2026-06-01 00:00:00,Short,PG,140.28,-2.28%,144.9,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,PROCTER & GAMBLE CO/THE,1D
2026-06-01 00:00:00,Short,PG,140.28,-2.28%,144.9,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,PROCTER & GAMBLE CO/THE,1D
2026-06-01 00:00:00,Short,CFG,60.78,-2.38%,62.98,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,CITIZENS FINANCIAL GROUP,1D
2026-06-01 00:00:00,Long,PBI,16.92,5.09%,15.56,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,PITNEY BOWES INC,1D
2026-06-01 00:00:00,Long,AXON,476.88,6.28%,426.15,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",压力释放,753.16-764.02-649.89-588.38-438.97,高-低-低-低,1.44%-14.94%-9.46%-25.39%,16.0,19.94,AXON ENTERPRISE INC,1D
2026-06-01 00:00:00,Long,CRM,209.6,9.68%,189.09,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",压力释放,256.49-266.03-268.44-204.35-193.56,高-高-低-低,3.72%-0.90%-23.87%-5.28%,28.0,17.79,SALESFORCE INC,1D
2026-06-01 00:00:00,Short,SGHT,4.54,-6.58%,5.28,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,SIGHT SCIENCES INC,1D
2026-06-01 00:00:00,Short,WFRD,102.71,-0.90%,109.33,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,WEATHERFORD INTERNATIONAL PL,1D
2026-06-01 00:00:00,Long,OPTU,1.16,76.29%,0.88,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,OPTIMUM COMMUNICATIONS INC-A,1D
2026-06-01 00:00:00,Long,OPTU,1.16,76.29%,0.88,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,OPTIMUM COMMUNICATIONS INC-A,1D
2026-06-01 00:00:00,Short,ELA,23.99,-5.77%,27.17,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,ENVELA CORP,1D
2026-06-01 00:00:00,Short,UVE,36.24,-2.11%,38.21,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,UNIVERSAL INSURANCE HOLDINGS,1D
2026-06-01 00:00:00,Long,LAC,5.51,5.76%,4.7,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,LITHIUM AMERICAS CORP,1D
2026-06-01 00:00:00,Short,BMY,54.95,-3.90%,58.87,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,BRISTOL-MYERS SQUIBB CO,1D
2026-06-01 00:00:00,Long,CLBT,15.87,7.74%,14.01,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",压力释放,19.98-19.39-15.47-14.78-14.01,低-低-低-低,2.95%-20.24%-4.43%-5.24%,19.0,21.31,CELLEBRITE DI LTD,1D
2026-06-01 00:00:00,Long,CLBT,15.87,7.74%,14.01,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",压力释放,20.53-19.64-19.98-19.39-15.47,低-高-低-低,4.34%-1.73%-2.95%-20.24%,59.0,40.34,CELLEBRITE DI LTD,1D
2026-06-01 00:00:00,Long,SMC,29.83,11.93%,26.92,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,SUMMIT MIDSTREAM CORP,1D
2026-06-01 00:00:00,Short,LOW,207.7,-3.11%,220.23,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",一直释放,208.46-228.35-216.78-237.33-223.08,高-低-高-低,9.54%-5.07%-9.48%-6.00%,49.0,14.7,LOWE'S COS INC,1D
2026-06-01 00:00:00,Long,CLBR,10.4,2.16%,10.15,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,COLOMBIER ACQ III-CL A,1D
2026-06-01 00:00:00,Long,MGNI,15.38,7.33%,13.6,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",压力释放,17.21-17.41-14.48-14.11-14.32,高-低-低-高,1.16%-16.83%-2.56%-1.49%,15.0,15.95,MAGNITE INC,1D
2026-06-01 00:00:00,Long,MGNI,15.38,7.33%,13.6,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",压力释放,25.27-26.65-20.36-17.41-14.48,高-低-低-低,5.46%-23.60%-14.49%-16.83%,60.0,27.46,MAGNITE INC,1D
2026-06-01 00:00:00,Long,EGG,10.45,37.59%,6.41,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,ENIGMATIG LTD - CLASS A,1D
2026-06-01 00:00:00,Short,STEP,48.35,-1.95%,53.56,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,STEPSTONE GROUP INC-CLASS A,1D
2026-06-01 00:00:00,Short,SABS,3.44,-4.44%,4.01,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,SAB BIOTHERAPEUTICS INC,1D
2026-06-01 00:00:00,Long,FDS,270.85,10.34%,236.1,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",一直亮绿,278.06-303.05-297.63-228.91-246.13,高-低-低-高,8.99%-1.79%-23.09%-7.52%,28.0,24.91,FACTSET RESEARCH SYSTEMS INC,1D
2026-06-01 00:00:00,Long,FDS,270.85,10.34%,236.1,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",一直亮绿,445.8-292.68-303.05-228.91-246.13,低-高-低-高,34.35%-3.54%-24.46%-7.52%,28.0,24.91,FACTSET RESEARCH SYSTEMS INC,1D
2026-06-01 00:00:00,Long,PATH,13.1,11.77%,11.14,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",压力释放,13.49-18.74-19.84-17.94-12.76,高-高-低-低,38.92%-5.87%-9.58%-28.87%,50.0,38.7,UIPATH INC - CLASS A,1D
2026-06-01 00:00:00,Short,WEC,108.6,-2.21%,112.94,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,WEC ENERGY GROUP INC,1D
2026-06-01 00:00:00,Short,WEC,108.6,-2.21%,112.94,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",一直释放,99.15-102.9-106.71-101.22-110.4,高-高-低-高,3.78%-3.71%-5.15%-9.07%,47.0,7.43,WEC ENERGY GROUP INC,1D
2026-06-01 00:00:00,Long,GLBE,33.75,10.15%,29.13,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,GLOBAL-E ONLINE LTD,1D
2026-06-01 00:00:00,Long,GLBE,33.75,10.15%,29.13,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,GLOBAL-E ONLINE LTD,1D
2026-06-01 00:00:00,Short,ENSG,165.0,-1.58%,171.11,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",支撑释放,172.62-171.94-167.38-192.47-167.53,低-低-高-低,0.39%-2.66%-14.99%-12.96%,14.0,8.61,ENSIGN GROUP INC/THE,1D
2026-06-01 00:00:00,Long,GEN,27.76,7.64%,25.08,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",一直释放,31.6-27.12-26.87-27.83-20.62,低-低-高-低,14.18%-0.91%-3.56%-25.91%,28.0,13.03,GEN DIGITAL INC,1D
2026-06-01 00:00:00,Short,ANGO,10.91,-4.97%,11.8,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,ANGIODYNAMICS INC,1D
2026-06-01 00:00:00,Long,SPGI,428.56,1.08%,409.93,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,S&P GLOBAL INC,1D
2026-06-01 00:00:00,Short,UPXI,1.13,-5.04%,1.28,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,UPEXI INC,1D
2026-06-01 00:00:00,Long,RCKY,39.23,1.92%,36.15,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,ROCKY BRANDS INC,1D
2026-06-01 00:00:00,Long,DC,5.98,3.82%,5.22,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,DAKOTA GOLD CORP,1D
2026-06-01 00:00:00,Short,PPL,34.52,-2.46%,35.84,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,PPL CORP,1D
2026-06-01 00:00:00,Short,PPL,34.52,-2.46%,35.84,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",一直释放,32.1-32.45-34.66-32.92-36.53,高-高-低-高,1.09%-6.84%-5.02%-10.96%,49.0,9.8,PPL CORP,1D
2026-06-01 00:00:00,Long,WRLD,167.71,1.59%,157.23,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",一直亮绿,162.07-151.37-149.55-155.94-165.53,低-低-高-高,6.60%-1.20%-4.27%-6.15%,21.0,20.4,WORLD ACCEPTANCE CORP,1D
2026-06-01 00:00:00,Long,WRLD,167.71,1.59%,157.23,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",一直亮绿,177.25-185.48-162.07-149.55-165.53,高-低-低-高,4.64%-12.62%-7.73%-10.69%,21.0,20.4,WORLD ACCEPTANCE CORP,1D
2026-06-01 00:00:00,Long,MORN,195.82,7.58%,175.76,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",压力释放,264.12-218.85-220.57-192.16-192.79,低-高-低-高,17.14%-0.79%-12.88%-0.33%,28.0,19.9,MORNINGSTAR INC,1D
2026-06-01 00:00:00,Long,MORN,195.82,7.58%,175.76,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,MORNINGSTAR INC,1D
2026-06-01 00:00:00,Long,MORN,195.82,7.58%,175.76,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",压力释放,312.14-313.94-220.57-192.16-192.79,高-低-低-高,0.57%-29.74%-12.88%-0.33%,28.0,19.9,MORNINGSTAR INC,1D
2026-06-01 00:00:00,Short,QRVO,99.97,-3.47%,107.0,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,QORVO INC,1D
2026-06-01 00:00:00,Short,ASTC,35.4,-28.92%,49.68,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,ASTROTECH CORP,1D
2026-06-01 00:00:00,Long,PSFE,8.07,4.40%,7.19,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,PAYSAFE LTD,1D
