日期,信号,代码,现价,涨幅,止损,策略,参组,参数,名称,周期,交易所,释放类型,支撑压力价格,支撑压力趋势,支撑压力涨幅,区间K线数量,区间K线振幅
2026-08-10 08:00:00,Long,AVAAI-USDT,0.01,77.77%,0.0,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",AVAAI,1W,Binance,,,,,,
2026-08-10 08:00:00,Long,AVAAI-USDT,0.01,77.77%,0.0,mfa,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""mfa"": {""mfa_all"": 12}}",AVAAI,1W,Binance,,,,,,
2026-08-10 08:00:00,Short,US-USDT,0.02,-64.12%,0.06,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",US,1W,Binance,,,,,,
2026-08-10 08:00:00,Short,US-USDT,0.02,-64.12%,0.06,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",US,1W,Binance,,,,,,
2026-08-10 08:00:00,Long,AVAX-USDT,6.58,2.49%,4.81,suf,参数一,"{""suf"": {""timeframe"": ""w""}}",AVAX,1W,Binance,,,,,,
2026-08-10 08:00:00,Long,AVAX-USDT,6.58,2.49%,4.81,suf,参数二,"{""suf"": {""timeframe"": ""w""}}",AVAX,1W,Binance,,,,,,
2026-08-10 08:00:00,Short,BMT-USDT,0.02,-53.06%,0.05,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",BMT,1W,Binance,,,,,,
2026-08-10 08:00:00,Short,EPIC-USDT,0.36,-33.53%,0.9,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",EPIC,1W,Binance,,,,,,
2026-08-10 08:00:00,Short,MOVR-USDT,0.8,-30.23%,1.67,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",MOVR,1W,Binance,,,,,,
2026-08-10 08:00:00,Short,YFI-USDT,1927.0,-5.63%,2423.77,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",YFI,1W,Binance,一直释放,5013.0-4519.0-4252.0-4051.0-2299.0,低-低-低-低,9.85%-5.91%-4.73%-43.25%,27.0,36.89
2026-08-10 08:00:00,Short,SAFE-USDT,0.09,-6.74%,0.13,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",SAFE,1W,Binance,一直亮红,nan-0.09,低,nan%,27.0,115.51
2026-08-10 08:00:00,Short,SONIC-USDT,0.02,-9.98%,0.03,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",SONIC,1W,Binance,,,,,,
