日期,代码,名称,现价,涨幅(%),成交量,换手(%),吸筹天数,吸筹强度,均线偏离,均线斜率,条件,参组,参数,行业,总市值(亿),流通市值(亿)
2026-08-14,002645,华宏科技,21.48,9.98,503024.0,7.4,30,100.0%,+6.48%,+57.04%,,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false, ""utb_window"": 1}, ""mfa"": {""recent"": 100, ""active"": 25}, ""trend"": {""ema"": 200, ""distance"": 0.12, ""trend_period"": 150, ""pullback_days"": 10}}",环保设备Ⅱ,108.2,96.36
2026-08-14,300548,长芯博创,194.67,8.1,182306.0,6.2,40,35.31%,+9.87%,+92.61%,,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false, ""utb_window"": 1}, ""mfa"": {""recent"": 100, ""active"": 25}, ""trend"": {""ema"": 200, ""distance"": 0.12, ""trend_period"": 150, ""pullback_days"": 10}}",通信设备,439.4,405.8
2026-08-14,300570,太辰光,161.5,7.87,221831.0,11.54,31,20.67%,+11.51%,+46.72%,,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false, ""utb_window"": 1}, ""mfa"": {""recent"": 100, ""active"": 25}, ""trend"": {""ema"": 200, ""distance"": 0.12, ""trend_period"": 150, ""pullback_days"": 10}}",通信设备,268.62,227.31
2026-08-14,301322,绿通科技,40.5,6.02,44769.0,4.65,32,44.88%,+7.81%,+32.68%,,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false, ""utb_window"": 1}, ""mfa"": {""recent"": 100, ""active"": 25}, ""trend"": {""ema"": 200, ""distance"": 0.12, ""trend_period"": 150, ""pullback_days"": 10}}",摩托车及其他,41.45,27.88
2026-08-14,301328,维峰电子,61.45,4.15,26592.0,2.31,46,24.49%,+10.89%,+27.89%,,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false, ""utb_window"": 1}, ""mfa"": {""recent"": 100, ""active"": 25}, ""trend"": {""ema"": 200, ""distance"": 0.12, ""trend_period"": 150, ""pullback_days"": 10}}",其他电子Ⅱ,51.43,51.43
2026-08-14,301419,阿莱德,37.62,20.0,122043.0,12.31,31,59.43%,+3.06%,+18.90%,,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false, ""utb_window"": 1}, ""mfa"": {""recent"": 100, ""active"": 25}, ""trend"": {""ema"": 200, ""distance"": 0.12, ""trend_period"": 150, ""pullback_days"": 10}}",通信设备,49.94,33.02
2026-08-14,301486,致尚科技,175.5,4.44,61265.0,8.4,47,100.0%,+6.32%,+109.76%,,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false, ""utb_window"": 1}, ""mfa"": {""recent"": 100, ""active"": 25}, ""trend"": {""ema"": 200, ""distance"": 0.12, ""trend_period"": 150, ""pullback_days"": 10}}",消费电子,197.49,111.19
2026-08-14,600769,祥龙电业,16.51,9.99,197360.0,5.26,25,24.86%,+11.61%,+28.30%,,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false, ""utb_window"": 1}, ""mfa"": {""recent"": 100, ""active"": 25}, ""trend"": {""ema"": 200, ""distance"": 0.12, ""trend_period"": 150, ""pullback_days"": 10}}",环境治理,51.0,51.0
