日期,信号,代码,现价,涨幅,止损,策略,参组,参数,名称,周期,释放类型,支撑压力价格,支撑压力趋势,支撑压力涨幅,区间K线数量,区间K线振幅
2026-08-10 00:00:00,Long,DFSC,2.59,105.56%,0.33,suf,参数一,"{""suf"": {""timeframe"": ""w""}}",DEFSEC TECHNOLOGIES INC,1WK,,,,,,
2026-08-10 00:00:00,Long,DFSC,2.59,105.56%,0.33,suf,参数二,"{""suf"": {""timeframe"": ""w""}}",DEFSEC TECHNOLOGIES INC,1WK,,,,,,
2026-08-10 00:00:00,Short,TLPH,1.21,-15.38%,1.69,suf,参数一,"{""suf"": {""timeframe"": ""w""}}",TALPHERA INC,1WK,,,,,,
2026-08-10 00:00:00,Short,TLPH,1.21,-15.38%,1.69,suf,参数二,"{""suf"": {""timeframe"": ""w""}}",TALPHERA INC,1WK,,,,,,
2026-08-10 00:00:00,Long,NVDA,225.94,0.88%,199.97,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",NVIDIA CORP,1WK,,,,,,
2026-08-10 00:00:00,Long,HLX,10.43,8.59%,8.86,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",HELIX ENERGY SOLUTIONS GROUP,1WK,,,,,,
2026-08-10 00:00:00,Long,MP,59.9,17.20%,44.07,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",MP MATERIALS CORP,1WK,,,,,,
2026-08-10 00:00:00,Long,AGIG,0.92,10.82%,0.44,suf,参数一,"{""suf"": {""timeframe"": ""w""}}",ABUNDIA GLOBAL IMPACT GROUP,1WK,,,,,,
2026-08-10 00:00:00,Long,AGIG,0.92,10.82%,0.44,suf,参数二,"{""suf"": {""timeframe"": ""w""}}",ABUNDIA GLOBAL IMPACT GROUP,1WK,,,,,,
2026-08-10 00:00:00,Long,UAVS,1.1,19.57%,0.73,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",AGEAGLE AERIAL SYSTEMS INC,1WK,,,,,,
2026-08-10 00:00:00,Short,KN,38.63,-1.15%,42.96,suf,参数一,"{""suf"": {""timeframe"": ""w""}}",KNOWLES CORP,1WK,,,,,,
2026-08-10 00:00:00,Short,KN,38.63,-1.15%,42.96,suf,参数二,"{""suf"": {""timeframe"": ""w""}}",KNOWLES CORP,1WK,,,,,,
2026-08-10 00:00:00,Long,FOX,61.04,7.04%,50.41,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",FOX CORP - CLASS B,1WK,,,,,,
2026-08-10 00:00:00,Short,IRHO,10.01,-0.05%,10.05,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",IRON HORSE ACQUISITIONS CORP,1WK,,,,,,
2026-08-10 00:00:00,Short,BURL,352.02,-4.59%,399.83,suf,参数一,"{""suf"": {""timeframe"": ""w""}}",BURLINGTON STORES INC,1WK,,,,,,
