日期,代码,名称,现价,涨幅(%),成交量,条件,参组,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-06-05,002955,鸿合科技,27.25,18.22,369847.0,fit,suf,"{""suf"": {""timeframe"": ""w"", ""rsi_length"": 14, ""weekly_rsi_threshold"": 35, ""monthly_rsi_threshold"": 45}}",光学光电子,61.17,50.57,18.64,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,002958,青农商行,2.92,1.74,2135757.0,fit,suf,"{""suf"": {""timeframe"": ""w"", ""rsi_length"": 14, ""weekly_rsi_threshold"": 35, ""monthly_rsi_threshold"": 45}}",银行Ⅱ,170.56,166.99,1.37,-3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,300527,ST应急,7.67,2.54,375371.0,fit,suf,"{""suf"": {""timeframe"": ""w"", ""rsi_length"": 14, ""weekly_rsi_threshold"": 35, ""monthly_rsi_threshold"": 45}}",地面兵装Ⅱ,82.05,82.05,-4.95,-6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,300682,朗新科技,12.64,1.82,1125131.0,fit,suf,"{""suf"": {""timeframe"": ""w"", ""rsi_length"": 14, ""weekly_rsi_threshold"": 35, ""monthly_rsi_threshold"": 45}}",IT服务Ⅱ,176.83,169.26,-11.44,-11.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,300859,西域旅游,29.8,4.2,189247.0,fit,suf,"{""suf"": {""timeframe"": ""w"", ""rsi_length"": 14, ""weekly_rsi_threshold"": 35, ""monthly_rsi_threshold"": 45}}",旅游及景区,52.48,52.48,1.64,-5.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,300918,南山智尚,13.41,8.47,577560.0,fit,suf,"{""suf"": {""timeframe"": ""w"", ""rsi_length"": 14, ""weekly_rsi_threshold"": 35, ""monthly_rsi_threshold"": 45}}",纺织制造,70.5,70.5,-8.86,-9.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,300925,法本信息,18.04,14.47,1160942.0,fit,suf,"{""suf"": {""timeframe"": ""w"", ""rsi_length"": 14, ""weekly_rsi_threshold"": 35, ""monthly_rsi_threshold"": 45}}",软件开发,75.97,61.94,-0.22,-2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,301236,软通动力,41.75,26.51,3257004.0,fit,suf,"{""suf"": {""timeframe"": ""w"", ""rsi_length"": 14, ""weekly_rsi_threshold"": 35, ""monthly_rsi_threshold"": 45}}",IT服务Ⅱ,393.89,298.96,-4.9,-7.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,600252,中恒集团,2.26,1.8,1795571.0,fit,suf,"{""suf"": {""timeframe"": ""w"", ""rsi_length"": 14, ""weekly_rsi_threshold"": 35, ""monthly_rsi_threshold"": 45}}",中药Ⅱ,79.92,79.92,-4.42,-13.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,600269,赣粤高速,4.33,-0.46,740557.0,fit,suf,"{""suf"": {""timeframe"": ""w"", ""rsi_length"": 14, ""weekly_rsi_threshold"": 35, ""monthly_rsi_threshold"": 45}}",铁路公路,111.87,111.87,-3.0,-6.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,600588,用友网络,10.71,3.28,3642611.0,fit,suf,"{""suf"": {""timeframe"": ""w"", ""rsi_length"": 14, ""weekly_rsi_threshold"": 35, ""monthly_rsi_threshold"": 45}}",软件开发,402.86,402.86,-6.63,-8.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,600682,南京新百,5.86,1.74,1293506.0,fit,suf,"{""suf"": {""timeframe"": ""w"", ""rsi_length"": 14, ""weekly_rsi_threshold"": 35, ""monthly_rsi_threshold"": 45}}",综合Ⅱ,94.02,81.37,-0.51,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,600797,浙大网新,7.67,8.64,2657465.0,fit,suf,"{""suf"": {""timeframe"": ""w"", ""rsi_length"": 14, ""weekly_rsi_threshold"": 35, ""monthly_rsi_threshold"": 45}}",IT服务Ⅱ,91.66,91.66,-5.61,-7.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,600981,苏豪汇鸿,2.58,4.45,2690408.0,fit,suf,"{""suf"": {""timeframe"": ""w"", ""rsi_length"": 14, ""weekly_rsi_threshold"": 35, ""monthly_rsi_threshold"": 45}}",贸易Ⅱ,70.64,70.64,6.59,-1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,601008,连云港,4.7,7.06,648117.0,fit,suf,"{""suf"": {""timeframe"": ""w"", ""rsi_length"": 14, ""weekly_rsi_threshold"": 35, ""monthly_rsi_threshold"": 45}}",航运港口,61.78,61.78,-4.89,-7.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,601860,紫金银行,2.56,1.95,2077610.0,fit,suf,"{""suf"": {""timeframe"": ""w"", ""rsi_length"": 14, ""weekly_rsi_threshold"": 35, ""monthly_rsi_threshold"": 45}}",银行Ⅱ,101.04,98.02,4.67,-0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,603043,广州酒家,14.52,3.49,245935.0,fit,suf,"{""suf"": {""timeframe"": ""w"", ""rsi_length"": 14, ""weekly_rsi_threshold"": 35, ""monthly_rsi_threshold"": 45}}",休闲食品,89.92,89.16,-2.41,-8.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,603236,移远通信,57.33,7.42,788162.0,fit,suf,"{""suf"": {""timeframe"": ""w"", ""rsi_length"": 14, ""weekly_rsi_threshold"": 35, ""monthly_rsi_threshold"": 45}}",通信设备,209.68,190.62,-3.19,-7.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,603368,柳药集团,15.69,1.93,174282.0,fit,suf,"{""suf"": {""timeframe"": ""w"", ""rsi_length"": 14, ""weekly_rsi_threshold"": 35, ""monthly_rsi_threshold"": 45}}",医药商业,66.61,66.61,1.65,-1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,603611,诺力股份,18.41,3.2,120322.0,fit,suf,"{""suf"": {""timeframe"": ""w"", ""rsi_length"": 14, ""weekly_rsi_threshold"": 35, ""monthly_rsi_threshold"": 45}}",工程机械,53.5,53.5,-4.29,-6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,603877,太平鸟,12.78,3.85,229604.0,fit,suf,"{""suf"": {""timeframe"": ""w"", ""rsi_length"": 14, ""weekly_rsi_threshold"": 35, ""monthly_rsi_threshold"": 45}}",服装家纺,65.29,65.05,5.71,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
