日期,代码,名称,现价,涨幅(%),成交量,条件,参组,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-06-05,000059,华锦股份,4.63,4.51,1859576.0,fit,suf,"{""suf"": {""timeframe"": ""w"", ""rsi_length"": 14, ""weekly_rsi_threshold"": 35, ""monthly_rsi_threshold"": 45}}",炼化及贸易,88.29,88.29,-7.56,-13.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,000521,长虹美菱,5.74,3.05,768770.0,fit,suf,"{""suf"": {""timeframe"": ""w"", ""rsi_length"": 14, ""weekly_rsi_threshold"": 35, ""monthly_rsi_threshold"": 45}}",白色家电,62.83,53.41,2.26,-3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,000550,江铃汽车,17.09,2.03,284613.0,fit,suf,"{""suf"": {""timeframe"": ""w"", ""rsi_length"": 14, ""weekly_rsi_threshold"": 35, ""monthly_rsi_threshold"": 45}}",商用车,150.63,90.47,1.87,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,000561,烽火电子,8.24,1.73,531765.0,fit,suf,"{""suf"": {""timeframe"": ""w"", ""rsi_length"": 14, ""weekly_rsi_threshold"": 35, ""monthly_rsi_threshold"": 45}}",航空装备Ⅱ,82.77,68.63,-3.52,-6.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,000821,ST京机,9.56,9.26,761331.0,fit,suf,"{""suf"": {""timeframe"": ""w"", ""rsi_length"": 14, ""weekly_rsi_threshold"": 35, ""monthly_rsi_threshold"": 45}}",光伏设备,76.12,73.89,-5.54,-9.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,000829,天音控股,9.16,8.66,1650225.0,fit,suf,"{""suf"": {""timeframe"": ""w"", ""rsi_length"": 14, ""weekly_rsi_threshold"": 35, ""monthly_rsi_threshold"": 45}}",专业连锁Ⅱ,106.41,106.3,-3.06,-10.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,001323,慕思股份,21.13,8.7,73953.0,fit,suf,"{""suf"": {""timeframe"": ""w"", ""rsi_length"": 14, ""weekly_rsi_threshold"": 35, ""monthly_rsi_threshold"": 45}}",家居用品,105.38,75.38,-11.17,-16.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,002096,易普力,12.17,18.85,1170547.0,fit,suf,"{""suf"": {""timeframe"": ""w"", ""rsi_length"": 14, ""weekly_rsi_threshold"": 35, ""monthly_rsi_threshold"": 45}}",基础建设,158.9,158.9,-24.4,-23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,002221,东华能源,6.68,5.36,1028437.0,fit,suf,"{""suf"": {""timeframe"": ""w"", ""rsi_length"": 14, ""weekly_rsi_threshold"": 35, ""monthly_rsi_threshold"": 45}}",炼化及贸易,140.12,129.87,-8.38,-11.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,002225,濮耐股份,3.91,4.27,1896185.0,fit,suf,"{""suf"": {""timeframe"": ""w"", ""rsi_length"": 14, ""weekly_rsi_threshold"": 35, ""monthly_rsi_threshold"": 45}}",装修建材,60.86,51.14,6.14,7.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,002307,北新路桥,3.97,1.79,795355.0,fit,suf,"{""suf"": {""timeframe"": ""w"", ""rsi_length"": 14, ""weekly_rsi_threshold"": 35, ""monthly_rsi_threshold"": 45}}",基础建设,75.35,57.96,-8.82,-8.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,002501,利源股份,1.7,18.06,2846004.0,fit,suf,"{""suf"": {""timeframe"": ""w"", ""rsi_length"": 14, ""weekly_rsi_threshold"": 35, ""monthly_rsi_threshold"": 45}}",工业金属,65.68,65.61,-12.35,-18.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,002657,中科金财,18.92,7.5,1025932.0,fit,suf,"{""suf"": {""timeframe"": ""w"", ""rsi_length"": 14, ""weekly_rsi_threshold"": 35, ""monthly_rsi_threshold"": 45}}",IT服务Ⅱ,76.34,75.46,13.9,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
