日期,信号,代码,现价,涨幅,止损,策略,参组,参数,释放类型,支撑压力价格,支撑压力趋势,支撑压力涨幅,区间K线数量,区间K线振幅,名称,周期,交易所
2026-06-22 08:00:00,Short,AVAX-USDT,6.38,4.44%,8.26,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",支撑释放,8.61-17.25-14.65-8.43-7.53,高-低-低-低,100.46%-15.07%-42.44%-10.66%,20.0,39.94,AVAX,1W,Binance
2026-06-22 08:00:00,Short,LTC-USDT,41.53,-6.55%,52.89,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",支撑释放,55.0-56.18-49.23-51.6-45.0,高-低-高-低,2.15%-12.37%-4.81%-12.79%,20.0,36.4,LTC,1W,Binance
2026-06-22 08:00:00,Short,VVV-USDT,13.35,-10.37%,19.43,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,VVV,1W,Binance
