日期,信号,代码,现价,涨幅,止损,策略,参组,参数,名称,周期,交易所,释放类型,支撑压力价格,支撑压力趋势,支撑压力涨幅,区间K线数量,区间K线振幅
2026-09-14 08:00:00,Long,ONE-USDT,0.0,480.83%,-0.0,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",ONE,1W,Binance,,,,,,
2026-09-14 08:00:00,Long,ONE-USDT,0.0,480.83%,-0.0,suf,参数一,"{""suf"": {""timeframe"": ""w""}}",ONE,1W,Binance,,,,,,
2026-09-14 08:00:00,Long,ONE-USDT,0.0,480.83%,-0.0,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",ONE,1W,Binance,,,,,,
2026-09-14 08:00:00,Long,ONE-USDT,0.0,480.83%,-0.0,suf,参数二,"{""suf"": {""timeframe"": ""w""}}",ONE,1W,Binance,,,,,,
2026-09-14 08:00:00,Long,G-USDT,0.01,76.96%,0.0,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",G,1W,Binance,,,,,,
2026-09-14 08:00:00,Long,G-USDT,0.01,76.96%,0.0,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",G,1W,Binance,,,,,,
2026-09-14 08:00:00,Long,ENA-USDT,0.21,52.30%,0.09,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",ENA,1W,Binance,一直亮绿,nan-1.33-0.87-0.14,低-低-低,nan%-34.29%-83.96%,19.0,100.75
2026-09-14 08:00:00,Long,AVAX-USDT,10.29,41.31%,5.73,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",AVAX,1W,Binance,,,,,,
2026-09-14 08:00:00,Long,AVAX-USDT,10.29,41.31%,5.73,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",AVAX,1W,Binance,,,,,,
2026-09-14 08:00:00,Long,NEAR-USDT,3.59,56.23%,1.78,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",NEAR,1W,Binance,压力释放,2.85-9.04-8.26-3.34-3.08,高-低-低-低,217.68%-8.66%-59.56%-7.58%,15.0,100.85
