日期,信号,代码,现价,涨幅,止损,策略,参组,参数,名称,周期,释放类型,支撑压力价格,支撑压力趋势,支撑压力涨幅,区间K线数量,区间K线振幅
2026-08-31 00:00:00,Short,00002,76.95,-1.43%,80.95,suf,参数一,"{""suf"": {""timeframe"": ""w""}}",CLP HOLDINGS,1WK,,,,,,
2026-08-31 00:00:00,Short,00002,76.95,-1.43%,80.95,suf,参数二,"{""suf"": {""timeframe"": ""w""}}",CLP HOLDINGS,1WK,,,,,,
2026-08-31 00:00:00,Short,00012,26.02,-8.48%,30.59,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",HENDERSON LAND,1WK,,,,,,
2026-08-31 00:00:00,Long,00018,0.22,2.35%,0.19,suf,参数一,"{""suf"": {""timeframe"": ""w""}}",ORIENTAL M G,1WK,,,,,,
2026-08-31 00:00:00,Long,00018,0.22,2.35%,0.19,suf,参数二,"{""suf"": {""timeframe"": ""w""}}",ORIENTAL M G,1WK,,,,,,
2026-08-31 00:00:00,Short,00025,4.8,-4.57%,5.18,suf,参数一,"{""suf"": {""timeframe"": ""w""}}",CHEVALIER INT'L,1WK,,,,,,
2026-08-31 00:00:00,Short,00025,4.8,-4.57%,5.18,suf,参数二,"{""suf"": {""timeframe"": ""w""}}",CHEVALIER INT'L,1WK,,,,,,
2026-08-31 00:00:00,Long,00042,0.24,5.73%,0.19,suf,参数一,"{""suf"": {""timeframe"": ""w""}}",NE ELECTRIC,1WK,,,,,,
2026-08-31 00:00:00,Long,00042,0.24,5.73%,0.19,suf,参数二,"{""suf"": {""timeframe"": ""w""}}",NE ELECTRIC,1WK,,,,,,
2026-08-31 00:00:00,Long,00050,5.07,0.70%,4.78,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",HK FERRY (HOLD),1WK,,,,,,
2026-08-31 00:00:00,Long,00063,0.04,29.41%,0.03,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",CHI ASIA VALLEY,1WK,,,,,,
2026-08-31 00:00:00,Long,00063,0.04,29.41%,0.03,mfa,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""mfa"": {""mfa_all"": 25}}",CHI ASIA VALLEY,1WK,,,,,,
2026-08-31 00:00:00,Long,00070,0.07,29.09%,0.05,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",RICH GOLDMAN,1WK,压力释放,0.06-0.07-0.07-0.09,高-低-高,17.46%-6.76%-23.19%,16.0,46.51
2026-08-31 00:00:00,Long,00070,0.07,29.09%,0.05,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",RICH GOLDMAN,1WK,,,,,,
2026-08-31 00:00:00,Long,00070,0.07,29.09%,0.05,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",RICH GOLDMAN,1WK,压力释放,0.08-0.06-0.07-0.09,低-高-高,24.10%-17.46%-14.86%,16.0,46.51
2026-08-31 00:00:00,Long,00070,0.07,29.09%,0.05,mfa,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""mfa"": {""mfa_all"": 20}}",RICH GOLDMAN,1WK,,,,,,
2026-08-31 00:00:00,Short,00110,0.7,-5.41%,0.9,suf,参数一,"{""suf"": {""timeframe"": ""w""}}",CHINA FORTUNE,1WK,,,,,,
2026-08-31 00:00:00,Short,00110,0.7,-5.41%,0.9,suf,参数二,"{""suf"": {""timeframe"": ""w""}}",CHINA FORTUNE,1WK,,,,,,
