日期,信号,代码,现价,涨幅,止损,策略,参组,参数,名称,周期,释放类型,支撑压力价格,支撑压力趋势,支撑压力涨幅,区间K线数量,区间K线振幅
2026-08-07 00:00:00,Long,PRSO,0.75,4.17%,0.65,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",PERASO INC,1D,,,,,,
2026-08-07 00:00:00,Long,PRSO,0.75,4.17%,0.65,mfa,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""mfa"": {""mfa_all"": 37}}",PERASO INC,1D,,,,,,
2026-08-07 00:00:00,Long,OMDA,23.67,21.14%,19.16,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",OMADA HEALTH INC,1D,,,,,,
2026-08-07 00:00:00,Long,OMDA,23.67,21.14%,19.16,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",OMADA HEALTH INC,1D,,,,,,
2026-08-07 00:00:00,Short,HCAT,1.73,-25.11%,2.04,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",HEALTH CATALYST INC,1D,,,,,,
2026-08-07 00:00:00,Short,HCAT,1.73,-25.11%,2.04,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",HEALTH CATALYST INC,1D,,,,,,
2026-08-07 00:00:00,Long,IPEX,10.56,0.38%,10.51,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",INFLECTION POINT ACQUISITION,1D,,,,,,
2026-08-07 00:00:00,Long,IPEX,10.56,0.38%,10.51,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",INFLECTION POINT ACQUISITION,1D,,,,,,
2026-08-07 00:00:00,Long,HNGE,89.33,11.55%,75.48,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",HINGE HEALTH INC-A,1D,,,,,,
2026-08-07 00:00:00,Long,HNGE,89.33,11.55%,75.48,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",HINGE HEALTH INC-A,1D,,,,,,
2026-08-07 00:00:00,Short,MTEN,0.88,-11.90%,1.27,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",MINGTENG INT CORP-A,1D,,,,,,
2026-08-07 00:00:00,Long,GYRE,6.67,4.22%,5.97,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",GYRE THERAPEUTICS INC,1D,,,,,,
2026-08-07 00:00:00,Long,UFPI,94.04,2.37%,88.32,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",UFP INDUSTRIES INC,1D,一直亮绿,nan-117.06-97.95-93.24,低-低-低,nan%-16.33%-4.81%,30.0,14.49
2026-08-07 00:00:00,Long,INDI,4.04,17.78%,3.43,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",INDIE SEMICONDUCTOR INC-A,1D,,,,,,
2026-08-07 00:00:00,Long,INDI,4.04,17.78%,3.43,mfa,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""mfa"": {""mfa_all"": 10}}",INDIE SEMICONDUCTOR INC-A,1D,,,,,,
2026-08-07 00:00:00,Long,INDI,4.04,17.78%,3.43,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",INDIE SEMICONDUCTOR INC-A,1D,,,,,,
2026-08-07 00:00:00,Long,INDI,4.04,17.78%,3.43,mfa,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""mfa"": {""mfa_all"": 10}}",INDIE SEMICONDUCTOR INC-A,1D,,,,,,
2026-08-07 00:00:00,Long,USPH,80.05,4.70%,73.12,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",U.S. PHYSICAL THERAPY INC,1D,一直释放,nan-87.69-89.74-78.9,低-高-低,nan%-2.34%-12.08%,80.0,36.59
2026-08-07 00:00:00,Long,AMN,36.0,16.88%,29.34,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",AMN HEALTHCARE SERVICES INC,1D,,,,,,
2026-08-07 00:00:00,Long,AMN,36.0,16.88%,29.34,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",AMN HEALTHCARE SERVICES INC,1D,,,,,,
