日期,代码,名称,现价,涨幅(%),条件,参组,释放,PSQ,TSQ,RSQ,BSA,RPT,成交量,换手(%),止损,挤压,判断,分数,参数,行业,总市值(亿),流通市值(亿)
2026-05-12,000935,四川双马,31.03,8.16,fit,20-1.8-20-1.5,一直释放,22.11-22.63-26.02-29.0-29.53,高-高-高-高,2.35%-14.98%-11.45%-1.83%,52,28.95,150241.0,2.0,27.59,35,📈ema📉adx📈rsi,n 27｜s 00｜d 9.90%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",多元金融,190.17,190.17
2026-05-12,002179,中航光电,40.85,0.59,fit,20-1.8-20-1.5,压力释放,41.91-36.54-41.94-38.06-37.49,低-高-低-低,12.81%-14.78%-9.25%-1.50%,18,9.62,1410756.0,7.0,39.29,4,📈ema📉adx📈rsi,n 71｜s 00｜d 1.41%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",军工电子Ⅱ,703.62,696.67
2026-05-12,002536,飞龙股份,46.49,4.47,fit,20-1.8-20-1.5,一直释放,34.3-28.8-23.95-34.22-41.67,低-低-高-高,16.03%-16.84%-42.88%-21.77%,39,54.96,519141.0,10.0,40.95,47,📈ema📈adx📈rsi,n 15｜s 00｜d 24.56%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",汽车零部件,168.01,159.13
2026-05-12,002831,裕同科技,44.01,7.03,fit,20-1.8-20-1.5,压力释放,30.99-29.35-32.98-39.38-39.89,低-高-高-高,5.29%-12.37%-19.41%-1.30%,20,11.05,187003.0,4.0,38.42,5,📈ema📈adx📈rsi,n 50｜s 00｜d 2.50%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",包装印刷,296.31,164.49
2026-05-12,300236,上海新阳,99.72,4.12,fit,20-1.8-20-1.5,一直释放,67.3-65.2-60.88-89.37-88.59,低-低-高-低,3.12%-6.63%-46.80%-0.87%,37,28.09,172300.0,6.0,89.74,26,📈ema📈adx🗒️rsi,n 18｜s 00｜d 14.44%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",电子化学品Ⅱ,239.8,213.15
2026-05-12,301007,德迈仕,40.5,4.17,fit,20-1.8-20-1.5,压力释放,50.5-50.09-41.38-43.12-39.94,低-低-高-低,0.81%-17.39%-4.20%-7.37%,49,30.74,101904.0,7.0,37.38,11,📈ema📈adx📈rsi,n 95｜s 00｜d 3.75%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",汽车零部件,51.06,50.95
2026-05-12,600172,黄河旋风,10.76,10.02,fit,20-1.8-20-1.5,压力释放,7.62-7.08-6.75-11.59-9.27,低-低-高-低,7.09%-4.66%-71.70%-20.02%,16,17.19,3584330.0,28.0,9.34,11,📈ema📉adx📈rsi,n 72｜s 00｜d 3.73%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",通用设备,113.93,100.82
2026-05-12,600552,凯盛科技,17.7,4.61,fit,20-1.8-20-1.5,一直释放,12.31-13.86-14.05-12.58-16.77,高-高-低-高,12.59%-1.37%-10.46%-33.31%,66,47.11,1072081.0,11.0,15.87,45,📈ema📈adx📈rsi,n 25｜s 00｜d 18.83%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",光学光电子,114.3,114.3
2026-05-12,603211,晋拓股份,30.89,10.01,fit,20-1.8-20-1.5,压力释放,20.44-18.73-24.48-25.22-28.16,低-高-高-高,8.37%-30.70%-3.02%-11.66%,16,23.73,94936.0,3.0,26.51,23,📈ema📈adx📈rsi,n 45｜s 00｜d 8.45%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",汽车零部件,65.23,65.23
2026-05-12,603776,永安行,21.48,4.63,fit,20-1.8-20-1.5,一直释放,23.34-20.42-20.26-20.77-21.24,低-低-高-高,12.51%-0.78%-2.52%-2.26%,11,10.45,107236.0,4.0,19.66,43,📈ema📈adx🗒️rsi,n 53｜s 00｜d 7.39%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",摩托车及其他,50.23,50.23
