日期,信号,代码,现价,涨幅,止损,策略,参组,参数,名称,周期,交易所,释放类型,支撑压力价格,支撑压力趋势,支撑压力涨幅,区间K线数量,区间K线振幅
2026-07-20 08:00:00,Short,DEXE-USDT,5.86,-83.10%,51.57,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",DEXE,1W,Binance,,,,,,
2026-07-20 08:00:00,Short,TSLA-USDT,311.22,-19.05%,427.18,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",TSLA,1W,Binance,,,,,,
2026-07-20 08:00:00,Short,TSLA-USDT,311.22,-19.05%,427.18,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",TSLA,1W,Binance,,,,,,
2026-07-20 08:00:00,Short,TAO-USDT,189.1,-4.79%,253.64,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",TAO,1W,Binance,,,,,,
2026-07-20 08:00:00,Long,EUL-USDT,1.45,54.22%,0.44,suf,参数一,"{""suf"": {""timeframe"": ""w"", ""rsi_length"": 14, ""weekly_rsi_threshold"": 35, ""monthly_rsi_threshold"": 45}}",EUL,1W,Binance,,,,,,
2026-07-20 08:00:00,Long,EUL-USDT,1.45,54.22%,0.44,suf,参数二,"{""suf"": {""timeframe"": ""w"", ""rsi_length"": 14, ""weekly_rsi_threshold"": 35, ""monthly_rsi_threshold"": 45}}",EUL,1W,Binance,,,,,,
2026-07-20 08:00:00,Short,ATOM-USDT,1.37,-6.85%,1.79,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",ATOM,1W,Binance,支撑释放,6.15-3.61-3.38-3.54-1.46,低-低-高-低,41.30%-6.37%-4.85%-58.82%,41.0,195.07
2026-07-20 08:00:00,Short,ATOM-USDT,1.37,-6.85%,1.79,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",ATOM,1W,Binance,支撑释放,8.43-6.15-3.61-3.38-1.46,低-低-低-低,27.01%-41.30%-6.37%-56.82%,41.0,195.07
