日期,信号,代码,现价,涨幅,止损,策略,参组,参数,名称,周期,交易所,释放类型,支撑压力价格,支撑压力趋势,支撑压力涨幅,区间K线数量,区间K线振幅
2026-08-26 08:00:00,Short,CL-USDT,80.18,-0.99%,83.79,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",CL,1D,Binance,,,,,,
2026-08-26 08:00:00,Long,ADA-USDT,0.21,1.48%,0.19,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",ADA,1D,Binance,一直亮绿,0.29-0.19-0.2-0.18-0.21,低-高-低-高,34.20%-5.27%-9.55%-17.09%,20.0,23.73
2026-08-26 08:00:00,Long,BMT-USDT,0.03,14.17%,0.02,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",BMT,1D,Binance,,,,,,
2026-08-26 08:00:00,Long,RE-USDT,0.57,3.43%,0.48,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",RE,1D,Binance,,,,,,
2026-08-26 08:00:00,Long,BAS-USDT,0.02,4.71%,0.02,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",BAS,1D,Binance,,,,,,
2026-08-26 08:00:00,Long,BAS-USDT,0.02,4.71%,0.02,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",BAS,1D,Binance,,,,,,
2026-08-26 08:00:00,Short,RIVER-USDT,2.09,1.46%,2.37,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",RIVER,1D,Binance,支撑释放,1.62-10.26-7.07-4.32-2.37,高-低-低-低,534.59%-31.08%-38.87%-45.08%,23.0,47.11
2026-08-26 08:00:00,Long,GOAT-USDT,0.02,1.49%,0.01,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",GOAT,1D,Binance,一直亮绿,nan-0.05-0.02-0.03-0.02,低-低-高-低,nan%-55.32%-20.66%-35.37%,51.0,35.14
2026-08-26 08:00:00,Long,CHZ-USDT,0.01,1.43%,0.01,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",CHZ,1D,Binance,一直亮绿,0.04-0.04-0.05-0.05-0.01,高-高-低-低,9.20%-15.87%-3.46%-71.93%,18.0,21.15
2026-08-26 08:00:00,Long,MOVR-USDT,0.72,2.22%,0.61,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",MOVR,1D,Binance,,,,,,
2026-08-26 08:00:00,Long,MOVR-USDT,0.72,2.22%,0.61,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",MOVR,1D,Binance,,,,,,
2026-08-26 08:00:00,Long,ATH-USDT,0.0,2.24%,0.0,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",ATH,1D,Binance,一直亮绿,nan-0.01-0.01-0.01-0.0,低-低-低-低,nan%-33.30%-12.35%-33.62%,37.0,37.58
2026-08-26 08:00:00,Short,CLO-USDT,0.08,-2.04%,0.1,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",CLO,1D,Binance,支撑释放,0.15-0.05-0.06-0.06-0.1,低-高-低-高,65.18%-21.34%-14.43%-81.94%,35.0,52.14
2026-08-26 08:00:00,Long,IOTA-USDT,0.04,2.40%,0.04,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",IOTA,1D,Binance,一直亮绿,0.07-0.06-0.07-0.07-0.04,低-高-高-低,12.36%-3.26%-7.81%-39.83%,47.0,39.72
2026-08-26 08:00:00,Long,REZ-USDT,0.0,5.02%,0.0,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",REZ,1D,Binance,压力释放,0.01-0.0-0.0-0.0-0.0,低-低-低-高,51.03%-5.39%-6.51%-0.16%,16.0,20.07
2026-08-26 08:00:00,Long,OGN-USDT,0.02,1.89%,0.02,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",OGN,1D,Binance,一直亮绿,0.03-0.03-0.03-0.02-0.02,低-低-低-低,16.12%-7.95%-8.91%-20.87%,20.0,16.15
2026-08-26 08:00:00,Long,DOGS-USDT,0.0,1.48%,0.0,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",DOGS,1D,Binance,一直亮绿,0.0-0.0-0.0-0.0-0.0,低-高-低-低,54.05%-6.13%-22.21%-0.85%,16.0,17.93
2026-08-26 08:00:00,Long,ICX-USDT,0.02,1.12%,0.01,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",ICX,1D,Binance,,,,,,
2026-08-26 08:00:00,Long,ICX-USDT,0.02,1.12%,0.01,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",ICX,1D,Binance,,,,,,
2026-08-26 08:00:00,Long,CKB-USDT,0.0,1.78%,0.0,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",CKB,1D,Binance,一直亮绿,nan-0.0-0.0-0.0-0.0,低-低-高-低,nan%-47.11%-8.34%-46.40%,32.0,20.82
2026-08-26 08:00:00,Long,STEEM-USDT,0.04,1.64%,0.04,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",STEEM,1D,Binance,一直亮绿,0.07-0.07-0.06-0.07-0.04,低-低-高-低,1.54%-14.94%-12.45%-35.32%,45.0,29.43
2026-08-26 08:00:00,Long,STEEM-USDT,0.04,1.64%,0.04,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",STEEM,1D,Binance,一直亮绿,0.07-0.07-0.06-0.07-0.04,低-低-高-低,1.54%-14.94%-12.45%-35.32%,45.0,29.43
