日期,信号,代码,现价,涨幅,止损,策略,参组,参数,名称,周期,释放类型,支撑压力价格,支撑压力趋势,支撑压力涨幅,区间K线数量,区间K线振幅
2026-05-29 00:00:00,Short,00086,4.07,-2.40%,4.24,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",SUN HUNG KAI CO,1D,,,,,,
2026-05-29 00:00:00,Short,00136,1.36,-4.23%,1.5,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",CHINA RUYI,1D,,,,,,
2026-05-29 00:00:00,Long,00173,2.3,5.50%,2.08,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",K. WAH INT'L,1D,,,,,,
2026-05-29 00:00:00,Short,00187,3.45,-5.48%,3.91,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",JINGCHENG MAC,1D,支撑释放,4.55-4.5-4.01-3.95-3.94,低-低-低-低,1.10%-10.89%-1.50%-0.25%,76.0,90.36
2026-05-29 00:00:00,Short,00341,3.86,0.00%,4.02,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",CAFE DE CORAL H,1D,支撑释放,6.43-6.72-6.26-4.53-3.91,高-低-低-低,4.42%-6.85%-27.59%-13.69%,27.0,5.37
2026-05-29 00:00:00,Short,00371,2.72,-1.09%,2.86,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",BJ ENT WATER,1D,,,,,,
2026-05-29 00:00:00,Short,00398,3.24,-0.31%,3.28,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",ORIENTAL WATCH,1D,支撑释放,3.02-3.31-3.36-3.25-3.26,高-高-低-高,9.61%-1.48%-3.27%-0.31%,17.0,1.53
2026-05-29 00:00:00,Short,00550,1.19,-7.75%,1.51,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",ALLEGRO CULTURE,1D,,,,,,
2026-05-29 00:00:00,Short,00565,2.85,-11.76%,3.54,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",ART GROUP HOLD,1D,,,,,,
2026-05-29 00:00:00,Short,00656,3.89,0.00%,4.09,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",FOSUN INTL,1D,支撑释放,5.31-4.7-3.42-3.97,低-低-高,11.49%-27.23%-16.08%,22.0,8.06
