日期,信号,代码,现价,涨幅,止损,策略,参组,参数,名称,周期,交易所,释放类型,支撑压力价格,支撑压力趋势,支撑压力涨幅,区间K线数量,区间K线振幅
2026-05-29 08:00:00,Long,HEI-USDT,0.1,80.48%,0.04,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",HEI,1D,Binance,,,,,,
2026-05-29 08:00:00,Long,HEI-USDT,0.1,80.48%,0.04,mfa,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""mfa"": {""mfa_all"": 14}}",HEI,1D,Binance,,,,,,
2026-05-29 08:00:00,Long,HEI-USDT,0.1,80.48%,0.04,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",HEI,1D,Binance,,,,,,
2026-05-29 08:00:00,Long,HEI-USDT,0.1,80.48%,0.04,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",HEI,1D,Binance,,,,,,
2026-05-29 08:00:00,Long,HEI-USDT,0.1,80.48%,0.04,mfa,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""mfa"": {""mfa_all"": 14}}",HEI,1D,Binance,,,,,,
2026-05-29 08:00:00,Long,HEI-USDT,0.1,80.48%,0.04,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",HEI,1D,Binance,,,,,,
2026-05-29 08:00:00,Long,EPIC-USDT,0.22,11.41%,0.16,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",EPIC,1D,Binance,,,,,,
2026-05-29 08:00:00,Long,EPIC-USDT,0.22,11.41%,0.16,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",EPIC,1D,Binance,,,,,,
2026-05-29 08:00:00,Short,NEAR-USDT,2.38,-1.65%,2.85,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",NEAR,1D,Binance,,,,,,
2026-05-29 08:00:00,Short,BSB-USDT,0.38,-7.63%,0.78,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",BSB,1D,Binance,,,,,,
2026-05-29 08:00:00,Long,COOKIE-USDT,0.01,3.14%,0.01,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",COOKIE,1D,Binance,,,,,,
2026-05-29 08:00:00,Long,COOKIE-USDT,0.01,3.14%,0.01,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",COOKIE,1D,Binance,,,,,,
2026-05-29 08:00:00,Short,ONDO-USDT,0.35,-3.88%,0.41,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",ONDO,1D,Binance,,,,,,
2026-05-29 08:00:00,Long,XMR-USDT,396.92,12.18%,329.97,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",XMR,1D,Binance,,,,,,
2026-05-29 08:00:00,Long,SYN-USDT,0.04,6.67%,0.04,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",SYN,1D,Binance,,,,,,
2026-05-29 08:00:00,Long,SYN-USDT,0.04,6.67%,0.04,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",SYN,1D,Binance,,,,,,
