日期,信号,代码,现价,涨幅,止损,策略,参组,参数,名称,周期,释放类型,支撑压力价格,支撑压力趋势,支撑压力涨幅,区间K线数量,区间K线振幅
2026-06-29 00:00:00,Short,SNDK,1925.0,-7.93%,2279.62,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",SanDisk,1D,,,,,,
2026-06-29 00:00:00,Long,PYPL,44.62,0.73%,43.02,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",PayPal,1D,,,,,,
2026-06-29 00:00:00,Long,PYPL,44.62,0.73%,43.02,mfa,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""mfa"": {""mfa_all"": 27}}",PayPal,1D,,,,,,
2026-06-29 00:00:00,Short,TMUS,174.04,-4.73%,187.22,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",T-Mobile US,1D,,,,,,
2026-06-29 00:00:00,Long,FCEL,29.68,23.67%,21.5,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",FuelCell Energy,1D,,,,,,
2026-06-29 00:00:00,Short,VSH,51.33,-8.91%,61.7,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",Vishay Intertechnology,1D,,,,,,
2026-06-29 00:00:00,Short,VSH,51.33,-8.91%,61.7,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",Vishay Intertechnology,1D,,,,,,
2026-06-29 00:00:00,Short,CBRS,192.56,6.04%,224.01,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",Cerebras Systems,1D,支撑释放,nan-196.73,低,nan%,15.0,28.87
2026-06-29 00:00:00,Long,IRDM,52.79,21.30%,47.55,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",Iridium Communications,1D,,,,,,
2026-06-29 00:00:00,Long,IRDM,52.79,21.30%,47.55,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",Iridium Communications,1D,,,,,,
2026-06-29 00:00:00,Short,VZ,43.71,-6.08%,47.06,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",Verizon,1D,支撑释放,38.11-48.19-44.27-45.81-44.3,高-低-高-低,26.45%-8.13%-3.48%-3.30%,16.0,8.83
2026-06-29 00:00:00,Short,ARM,317.21,-5.10%,371.75,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",Arm Holdings plc,1D,,,,,,
2026-06-29 00:00:00,Long,UNP,272.23,1.45%,262.1,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",Union Pacific Corporation,1D,,,,,,
2026-06-29 00:00:00,Long,V,342.81,1.96%,331.2,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",Visa,1D,压力释放,357.14-336.2-325.1-341.27-335.17,低-低-高-低,5.86%-3.30%-4.98%-1.79%,27.0,8.47
