日期,信号,代码,现价,涨幅,止损,策略,参组,参数,名称,周期,释放类型,支撑压力价格,支撑压力趋势,支撑压力涨幅,区间K线数量,区间K线振幅
2026-07-09 00:00:00,Short,STUB,11.52,-9.29%,13.47,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",STUBHUB HOLDINGS INC-CLASS A,1D,,,,,,
2026-07-09 00:00:00,Short,STUB,11.52,-9.29%,13.47,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",STUBHUB HOLDINGS INC-CLASS A,1D,,,,,,
2026-07-09 00:00:00,Long,BPOP,169.39,1.88%,163.22,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",POPULAR INC,1D,一直释放,nan-115.86-129.7-147.71-152.18,低-高-高-高,nan%-11.94%-13.89%-3.03%,49.0,7.43
2026-07-09 00:00:00,Short,SMR,9.03,3.08%,10.08,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",NUSCALE POWER CORP,1D,支撑释放,nan-16.96-13.98-8.85-9.12,低-低-低-高,nan%-17.57%-36.70%-3.05%,18.0,29.93
2026-07-09 00:00:00,Short,CRML,8.47,0.24%,9.44,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",CRITICAL METALS CORP,1D,支撑释放,6.75-8.62-6.54-9.71-9.0,高-低-高-低,27.70%-24.13%-48.49%-7.32%,20.0,18.28
2026-07-09 00:00:00,Long,TWLO,218.6,1.44%,197.03,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",TWILIO INC - A,1D,,,,,,
2026-07-09 00:00:00,Short,COST,912.97,-4.21%,957.06,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",COSTCO WHOLESALE CORP,1D,一直释放,nan-841.69-959.07-936.51,低-高-低,nan%-13.95%-2.35%,26.0,6.5
2026-07-09 00:00:00,Short,IDA,148.0,-0.80%,152.79,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",IDACORP INC,1D,,,,,,
2026-07-09 00:00:00,Short,SITE,106.6,-1.39%,112.79,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",SITEONE LANDSCAPE SUPPLY INC,1D,,,,,,
2026-07-09 00:00:00,Short,WMT,112.21,-0.79%,115.64,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",WALMART INC,1D,一直亮红,nan-98.29-109.38-117.8-112.73,低-高-高-低,nan%-11.28%-7.70%-4.30%,25.0,9.06
