日期,信号,代码,现价,涨幅,止损,策略,参组,参数,名称,周期,释放类型,支撑压力价格,支撑压力趋势,支撑压力涨幅,区间K线数量,区间K线振幅
2026-06-17 03:30:00,Short,MRVL,278.23,-3.96%,299.39,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",Marvell Technology,1H,,,,,,
2026-06-17 03:30:00,Short,SNDK,1992.13,-1.82%,2090.98,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",SanDisk,1H,,,,,,
2026-06-17 03:30:00,Short,INTC,117.08,-2.21%,123.03,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",Intel,1H,,,,,,
2026-06-17 03:30:00,Short,TXN,305.56,-1.19%,313.67,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",Texas Instruments,1H,,,,,,
2026-06-17 03:30:00,Short,CMG,32.62,-0.58%,33.13,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",Chipotle,1H,,,,,,
2026-06-17 03:30:00,Long,MA,501.33,0.52%,495.09,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",Mastercard,1H,一直亮绿,512.9-504.26-500.11-494.0-498.8,低-低-低-高,1.68%-0.82%-1.22%-0.97%,34.0,2.97
2026-06-17 03:30:00,Long,MA,501.33,0.52%,495.09,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",Mastercard,1H,一直亮绿,506.31-512.9-504.26-500.11-498.8,高-低-低-低,1.30%-1.68%-0.82%-0.26%,34.0,2.97
2026-06-17 03:30:00,Short,ADI,415.9,-1.53%,428.96,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",Analog Devices,1H,,,,,,
2026-06-17 03:30:00,Short,QCOM,213.82,-2.14%,223.4,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",Qualcomm,1H,,,,,,
2026-06-17 03:30:00,Long,ABT,90.62,0.40%,89.56,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",Abbott,1H,一直亮绿,89.34-88.84-92.73-92.02-90.37,低-高-低-低,0.57%-4.38%-0.77%-1.80%,22.0,3.79
2026-06-17 03:30:00,Long,SQQQ,38.36,1.25%,37.04,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",ProShares UltraPro Short QQQ,1H,,,,,,
2026-06-17 03:30:00,Long,SQQQ,38.36,1.25%,37.04,mfa,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""mfa"": {""mfa_all"": 20}}",ProShares UltraPro Short QQQ,1H,,,,,,
2026-06-17 03:30:00,Short,SOXX,591.56,-1.79%,613.53,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",iShares Semiconductor ETF,1H,,,,,,
2026-06-17 03:30:00,Short,VRT,299.54,-1.77%,310.32,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",Vertiv,1H,,,,,,
2026-06-17 03:30:00,Short,MU,1020.45,-1.91%,1068.82,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",Micron Technology,1H,,,,,,
2026-06-17 03:30:00,Short,AMAT,567.67,-1.56%,589.18,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",Applied Materials,1H,,,,,,
2026-06-17 03:30:00,Short,COHR,383.16,-1.04%,398.98,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",Coherent,1H,,,,,,
2026-06-17 03:30:00,Short,ON,118.23,-2.10%,123.58,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",ON Semiconductor,1H,,,,,,
2026-06-17 03:30:00,Short,ASML,1803.92,-1.12%,1852.96,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",ASML Holding NV,1H,,,,,,
2026-06-17 03:30:00,Short,QQQ,729.78,-0.46%,738.3,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",Invesco QQQ,1H,,,,,,
