日期,代码,名称,现价,涨幅(%),成交量,换手(%),吸筹天数,吸筹强度,均线偏离,均线斜率,条件,参组,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-04-02,002299,圣农发展,18.33,1.55,146342.0,1.2,39,69.21%,+11.71%,+12.29%,fit,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false, ""utb_window"": 1}, ""mfa"": {""recent"": 100, ""active"": 25}, ""trend"": {""ema"": 250, ""distance"": 0.12, ""trend_period"": 150, ""pullback_days"": 10}}",养殖业,221.65,217.34,-2.95,-1.53,-0.65,-0.22,-0.71,2.29,3.11,2.24,2.07,1.8,1.91,4.31,4.09,2.56,1.64,-0.98,-0.38,1.53,1.47,3.87,1.47,-0.11,-1.04,-0.65,-1.85,3.0,-0.98,-3.22,-4.26,-4.2
2026-04-02,300507,苏奥传感,8.78,4.77,412001.0,5.32,43,100.0%,+2.10%,+20.28%,fit,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false, ""utb_window"": 1}, ""mfa"": {""recent"": 100, ""active"": 25}, ""trend"": {""ema"": 250, ""distance"": 0.12, ""trend_period"": 150, ""pullback_days"": 10}}",汽车零部件,65.33,63.24,-6.49,-7.74,-3.08,-4.9,-3.87,-4.21,-1.48,-2.28,-1.25,0.91,0.23,0.23,-1.71,-8.54,-8.66,-8.88,-9.11,-6.26,-7.06,-7.18,-6.26,0.46,6.61,3.99,5.47,5.47,6.38,3.64,3.53,1.48
2026-04-02,300547,川环科技,35.29,10.91,298724.0,16.76,67,77.77%,+3.89%,+22.67%,fit,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false, ""utb_window"": 1}, ""mfa"": {""recent"": 100, ""active"": 25}, ""trend"": {""ema"": 250, ""distance"": 0.12, ""trend_period"": 150, ""pullback_days"": 10}}",汽车零部件,64.2,52.75,4.48,1.67,6.72,17.34,12.16,9.97,10.65,10.57,10.0,8.67,12.44,9.41,7.59,2.47,5.98,3.4,6.83,4.7,10.29,15.22,19.04,16.04,17.6,15.56,17.97,15.9,14.96,15.61,24.68,24.37
2026-04-02,600195,中牧股份,8.12,7.12,545174.0,5.34,27,12.74%,+6.31%,+5.84%,fit,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false, ""utb_window"": 1}, ""mfa"": {""recent"": 100, ""active"": 25}, ""trend"": {""ema"": 250, ""distance"": 0.12, ""trend_period"": 150, ""pullback_days"": 10}}",动物保健Ⅱ,76.18,76.18,-3.33,6.4,2.22,3.69,-0.12,-3.2,-1.35,-0.25,-1.97,-3.69,-2.22,-2.71,-4.43,-5.17,-6.65,-6.65,-7.14,-6.53,-7.39,-8.99,-9.61,-9.24,-7.88,-9.61,-10.47,-11.33,-11.33,-12.68,-11.7,-12.68
2026-04-02,600211,西藏药业,42.97,0.75,51004.0,1.58,61,26.52%,+3.55%,+15.44%,fit,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false, ""utb_window"": 1}, ""mfa"": {""recent"": 100, ""active"": 25}, ""trend"": {""ema"": 250, ""distance"": 0.12, ""trend_period"": 150, ""pullback_days"": 10}}",生物制品,131.57,131.57,-2.26,-2.44,-1.82,-1.84,-1.65,-4.21,-3.28,-1.51,-1.68,-2.51,-3.68,-4.17,-3.75,-4.61,-5.0,-6.0,-6.8,-4.14,-5.84,-3.42,-2.72,-2.4,-1.28,0.14,-0.26,-1.75,-1.7,-4.12,-3.54,-4.51
2026-04-02,605365,立达信,20.16,6.61,120108.0,2.39,28,68.44%,+9.07%,+23.72%,fit,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false, ""utb_window"": 1}, ""mfa"": {""recent"": 100, ""active"": 25}, ""trend"": {""ema"": 250, ""distance"": 0.12, ""trend_period"": 150, ""pullback_days"": 10}}",照明设备Ⅱ,92.12,92.12,0.64,4.37,8.13,5.7,3.62,7.99,6.75,17.41,24.06,26.64,24.7,37.15,50.89,58.73,51.24,48.51,47.32,45.88,46.18,41.62,42.06,43.85,43.9,49.31,41.62,27.48,14.73,6.4,-1.39,-4.56
