日期,代码,名称,现价,涨幅(%),成交量,换手(%),吸筹天数,吸筹强度,均线偏离,均线斜率,条件,参组,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-03-20,001283,豪鹏科技,67.21,10.0,108644.0,13.62,50,42.23%,+2.87%,+22.29%,fit,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false, ""utb_window"": 1}, ""mfa"": {""recent"": 100, ""active"": 25}, ""trend"": {""ema"": 250, ""distance"": 0.12, ""trend_period"": 150, ""pullback_days"": 10}}",电池,73.85,58.92,1.74,6.01,2.98,9.36,9.94,5.49,2.68,2.1,0.33,-2.96,-4.05,-1.58,-3.73,3.45,3.3,5.07,3.05,5.43,7.68,6.5,6.98,7.28,8.81,8.0,7.07,8.14,9.48,11.41,12.93,11.49
2026-03-20,600604,市北高新,5.7,10.04,765006.0,5.44,46,11.62%,+5.38%,+13.28%,fit,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false, ""utb_window"": 1}, ""mfa"": {""recent"": 100, ""active"": 25}, ""trend"": {""ema"": 250, ""distance"": 0.12, ""trend_period"": 150, ""pullback_days"": 10}}",房地产开发,103.03,77.41,-8.77,-4.04,-3.51,-3.51,-3.51,-5.96,-9.3,-8.77,-12.46,-15.79,-15.96,-13.86,-15.44,-14.39,-14.74,-13.33,-15.09,-14.56,-14.39,-15.09,-15.44,-12.98,-10.88,-11.93,-14.04,-16.67,-14.91,-15.26,-13.86,-14.21
