日期,代码,名称,现价,涨幅(%),条件,参组,释放,PSQ,TSQ,RSQ,BSA,RPT,成交量,换手(%),止损,挤压,判断,分数,参数,行业,总市值(亿),流通市值(亿)
2026-05-06,000039,中集集团,13.38,7.99,fit,20-1.8-20-1.5,压力释放,9.37-9.8-10.42-14.37-12.25,高-高-高-低,4.59%-6.33%-37.91%-14.75%,14,13.43,1161024.0,,11.58,9,📈ema📉adx🗒️rsi,n 38｜s 00｜d 1.64%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",通用设备,605.04,258.22
2026-05-06,000553,安道麦A,7.5,9.97,fit,20-1.8-20-1.5,压力释放,7.52-7.27-7.0-6.33-7.25,低-低-低-高,3.32%-3.71%-9.57%-14.53%,33,32.06,540650.0,,6.76,8,📈ema📉adx📈rsi,n 71｜s 00｜d 0.73%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",农化制品,150.97,141.07
2026-05-06,001309,德明利,577.29,10.0,fit,20-1.8-20-1.5,一直释放,96.94-225.09-306.0-233.5-308.0,高-高-低-高,132.20%-35.95%-23.69%-31.91%,64,35.68,78522.0,,530.63,81,📈ema📈adx📈rsi,n 29｜s 00｜d 88.87%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",半导体,866.3,614.37
2026-05-06,002046,国机精工,55.82,6.91,fit,20-1.8-20-1.5,一直释放,40.48-35.51-30.96-54.97-55.52,低-低-高-高,12.28%-12.81%-77.55%-1.00%,43,34.24,243934.0,,49.92,43,📈ema📈adx🗒️rsi,n 42｜s 00｜d 9.10%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",通用设备,231.63,228.44
2026-05-06,002203,海亮股份,19.79,10.01,fit,20-1.8-20-1.5,一直释放,13.19-13.54-12.75-16.49-15.07,高-低-高-低,2.65%-5.83%-29.33%-8.61%,42,22.52,925196.0,,16.66,18,📈ema📈adx📈rsi,n 08｜s 00｜d 16.86%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",工业金属,339.64,327.84
2026-05-06,002283,天润工业,12.35,9.97,fit,20-1.8-20-1.5,一直释放,6.59-7.23-7.42-6.52-11.38,高-高-低-高,9.71%-2.63%-12.13%-74.54%,44,35.64,594759.0,,10.89,15,📈ema📈adx📈rsi,n 21｜s 00｜d 13.39%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",汽车零部件,103.12,90.82
2026-05-06,002759,天际股份,41.22,8.22,fit,20-1.8-20-1.5,压力释放,48.08-55.98-44.88-38.82-39.5,高-低-低-高,16.43%-19.83%-13.50%-1.75%,13,24.88,1028395.0,,36.21,24,📈ema📉adx🗒️rsi,n 66｜s 00｜d 1.72%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",电池,180.95,180.79
2026-05-06,300440,运达科技,18.72,2.3,fit,20-1.8-20-1.5,压力释放,14.33-14.8-12.55-15.48-18.4,高-低-高-高,3.28%-15.20%-23.35%-18.86%,43,41.98,151573.0,,17.48,5,📈ema📉adx🗒️rsi,n 58｜s 00｜d 1.93%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",IT服务Ⅱ,68.26,67.99
2026-05-06,300835,龙磁科技,105.3,6.12,fit,20-1.8-20-1.5,一直释放,69.66-74.0-67.66-68.96-99.5,高-低-高-高,6.23%-8.57%-1.92%-44.29%,43,42.37,61102.0,,92.55,29,📈ema📈adx🗒️rsi,n 23｜s 00｜d 13.39%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",金属新材料,91.58,63.85
2026-05-06,300975,商络电子,22.91,11.98,fit,20-1.8-20-1.5,一直释放,13.88-15.93-13.04-18.2-21.88,高-低-高-高,14.77%-18.14%-39.57%-20.22%,14,17.7,935906.0,,19.93,15,📈ema📈adx🗒️rsi,n 23｜s 00｜d 9.06%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",元件,125.04,89.56
