日期,信号,代码,现价,涨幅,止损,策略,参组,参数,名称,周期,交易所,释放类型,支撑压力价格,支撑压力趋势,支撑压力涨幅,区间K线数量,区间K线振幅
2026-08-24 08:00:00,Long,SOL-USDT,98.7,3.42%,80.75,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",SOL,1W,Binance,,,,,,
2026-08-24 08:00:00,Long,SOL-USDT,98.7,3.42%,80.75,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",SOL,1W,Binance,压力释放,210.43-193.89-295.6-253.49-98.36,低-高-低-低,7.86%-52.46%-14.25%-61.20%,15.0,63.85
2026-08-24 08:00:00,Long,SOL-USDT,98.7,3.42%,80.75,mfa,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""mfa"": {""mfa_all"": 13}}",SOL,1W,Binance,,,,,,
2026-08-24 08:00:00,Long,ZEC-USDT,836.42,-2.02%,672.33,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",ZEC,1W,Binance,压力释放,45.38-79.43-56.8-775.0-688.6,高-低-高-低,75.03%-28.49%-1264.44%-11.15%,14.0,175.44
2026-08-24 08:00:00,Long,PROM-USDT,4.11,42.74%,1.81,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",PROM,1W,Binance,,,,,,
2026-08-24 08:00:00,Long,PROM-USDT,4.11,42.74%,1.81,mfa,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""mfa"": {""mfa_all"": 32}}",PROM,1W,Binance,,,,,,
2026-08-24 08:00:00,Long,ONG-USDT,0.1,35.52%,0.05,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",ONG,1W,Binance,,,,,,
2026-08-24 08:00:00,Long,ONG-USDT,0.1,35.52%,0.05,mfa,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""mfa"": {""mfa_all"": 14}}",ONG,1W,Binance,,,,,,
2026-08-24 08:00:00,Long,STX-USDT,0.26,10.35%,0.17,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",STX,1W,Binance,,,,,,
2026-08-24 08:00:00,Long,STX-USDT,0.26,10.35%,0.17,mfa,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""mfa"": {""mfa_all"": 13}}",STX,1W,Binance,,,,,,
2026-08-24 08:00:00,Long,POL-USDT,0.12,12.05%,0.09,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",POL,1W,Binance,,,,,,
2026-08-24 08:00:00,Long,POL-USDT,0.12,12.05%,0.09,mfa,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""mfa"": {""mfa_all"": 47}}",POL,1W,Binance,,,,,,
2026-08-24 08:00:00,Long,XMR-USDT,445.38,5.55%,360.96,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",XMR,1W,Binance,,,,,,
2026-08-24 08:00:00,Long,CRV-USDT,0.33,-0.39%,0.27,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",CRV,1W,Binance,压力释放,0.72-0.88-1.34-1.16-0.29,高-高-低-低,21.66%-51.70%-13.00%-74.84%,15.0,72.7
