日期,信号,代码,现价,涨幅,止损,策略,参组,参数,名称,周期,交易所,释放类型,支撑压力价格,支撑压力趋势,支撑压力涨幅,区间K线数量,区间K线振幅
2026-08-25 08:00:00,Short,XAU-USDT,4645.62,-0.80%,4776.86,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",XAU,1D,Binance,,,,,,
2026-08-25 08:00:00,Short,XAU-USDT,4645.62,-0.80%,4776.86,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",XAU,1D,Binance,,,,,,
2026-08-25 08:00:00,Long,PROM-USDT,4.12,13.68%,3.0,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",PROM,1D,Binance,压力释放,2.22-1.19-1.28-2.58-3.46,低-高-高-高,46.45%-7.89%-100.70%-34.28%,13.0,92.6
2026-08-25 08:00:00,Short,VELVET-USDT,0.15,-4.72%,0.37,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",VELVET,1D,Binance,支撑释放,0.06-0.09-0.09-0.33-0.26,高-高-高-低,43.36%-2.14%-270.41%-22.02%,32.0,381.77
2026-08-25 08:00:00,Short,TAO-USDT,236.5,-1.76%,260.03,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",TAO,1D,Binance,,,,,,
2026-08-25 08:00:00,Short,TAO-USDT,236.5,-1.76%,260.03,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",TAO,1D,Binance,,,,,,
2026-08-25 08:00:00,Short,PAXG-USDT,4632.78,-0.83%,4762.37,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",PAXG,1D,Binance,,,,,,
2026-08-25 08:00:00,Short,PAXG-USDT,4632.78,-0.83%,4762.37,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",PAXG,1D,Binance,,,,,,
2026-08-25 08:00:00,Short,LTC-USDT,51.14,-0.95%,55.01,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",LTC,1D,Binance,,,,,,
2026-08-25 08:00:00,Short,LTC-USDT,51.14,-0.95%,55.01,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",LTC,1D,Binance,,,,,,
2026-08-25 08:00:00,Short,TRX-USDT,0.34,-0.74%,0.35,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",TRX,1D,Binance,,,,,,
2026-08-25 08:00:00,Short,TRX-USDT,0.34,-0.74%,0.35,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",TRX,1D,Binance,,,,,,
2026-08-25 08:00:00,Short,JTO-USDT,0.56,-2.54%,0.67,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",JTO,1D,Binance,,,,,,
2026-08-25 08:00:00,Long,RE-USDT,0.58,7.76%,0.47,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",RE,1D,Binance,,,,,,
2026-08-25 08:00:00,Short,BOME-USDT,0.0,-4.82%,0.0,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",BOME,1D,Binance,,,,,,
2026-08-25 08:00:00,Short,BOME-USDT,0.0,-4.82%,0.0,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",BOME,1D,Binance,,,,,,
2026-08-25 08:00:00,Short,ZAMA-USDT,0.06,-5.19%,0.07,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",ZAMA,1D,Binance,,,,,,
2026-08-25 08:00:00,Short,ZAMA-USDT,0.06,-5.19%,0.07,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",ZAMA,1D,Binance,,,,,,
2026-08-25 08:00:00,Short,PEOPLE-USDT,0.01,-14.49%,0.01,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",PEOPLE,1D,Binance,,,,,,
