日期,信号,代码,现价,涨幅,止损,策略,参组,参数,名称,周期,释放类型,支撑压力价格,支撑压力趋势,支撑压力涨幅,区间K线数量,区间K线振幅
2026-08-24 00:00:00,Short,GRMN,291.25,-1.22%,315.08,suf,参数一,"{""suf"": {""timeframe"": ""w""}}",GARMIN LTD,1WK,,,,,,
2026-08-24 00:00:00,Short,GRMN,291.25,-1.22%,315.08,suf,参数二,"{""suf"": {""timeframe"": ""w""}}",GARMIN LTD,1WK,,,,,,
2026-08-24 00:00:00,Short,ACIC,9.34,1.74%,10.17,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",AMERICAN COASTAL INSURANCE C,1WK,支撑释放,9.14-7.99-9.38-10.31-9.8,低-高-高-低,12.59%-17.40%-9.94%-4.95%,16.0,21.73
2026-08-24 00:00:00,Long,LANV,1.09,3.81%,0.79,suf,参数一,"{""suf"": {""timeframe"": ""w""}}",LANVIN GROUP HOLDINGS LTD,1WK,,,,,,
2026-08-24 00:00:00,Long,LANV,1.09,3.81%,0.79,suf,参数二,"{""suf"": {""timeframe"": ""w""}}",LANVIN GROUP HOLDINGS LTD,1WK,,,,,,
2026-08-24 00:00:00,Short,ALAB,277.53,-2.61%,338.5,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",ASTERA LABS INC,1WK,,,,,,
2026-08-24 00:00:00,Short,LSCC,114.15,-3.01%,131.27,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",LATTICE SEMICONDUCTOR CORP,1WK,,,,,,
2026-08-24 00:00:00,Short,RACE,424.44,-2.77%,452.97,suf,参数一,"{""suf"": {""timeframe"": ""w""}}",FERRARI NV,1WK,,,,,,
2026-08-24 00:00:00,Short,RACE,424.44,-2.77%,452.97,suf,参数二,"{""suf"": {""timeframe"": ""w""}}",FERRARI NV,1WK,,,,,,
2026-08-24 00:00:00,Long,KNSL,395.51,3.12%,361.16,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",KINSALE CAPITAL GROUP INC,1WK,,,,,,
2026-08-24 00:00:00,Long,KNSL,395.51,3.12%,361.16,mfa,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""mfa"": {""mfa_all"": 49}}",KINSALE CAPITAL GROUP INC,1WK,,,,,,
2026-08-24 00:00:00,Short,LVLU,13.28,-5.28%,17.73,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",LULU'S FASHION LOUNGE HOLDIN,1WK,,,,,,
2026-08-24 00:00:00,Long,CRON,3.41,3.02%,3.04,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",CRONOS GROUP INC,1WK,压力释放,nan-2.64-3.14-3.43-3.26,低-高-高-低,nan%-18.94%-9.24%-4.96%,18.0,29.37
2026-08-24 00:00:00,Short,FHTX,6.87,-2.83%,8.24,suf,参数一,"{""suf"": {""timeframe"": ""w""}}",FOGHORN THERAPEUTICS INC,1WK,,,,,,
2026-08-24 00:00:00,Short,FHTX,6.87,-2.83%,8.24,suf,参数二,"{""suf"": {""timeframe"": ""w""}}",FOGHORN THERAPEUTICS INC,1WK,,,,,,
