日期,信号,代码,现价,涨幅,止损,策略,参组,参数,名称,周期,释放类型,支撑压力价格,支撑压力趋势,支撑压力涨幅,区间K线数量,区间K线振幅
2026-08-24 00:00:00,Short,00008,5.3,-2.31%,5.63,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",PCCW,1WK,,,,,,
2026-08-24 00:00:00,Long,00018,0.22,2.91%,0.2,suf,参数一,"{""suf"": {""timeframe"": ""w""}}",ORIENTAL M G,1WK,,,,,,
2026-08-24 00:00:00,Long,00018,0.22,2.91%,0.2,suf,参数二,"{""suf"": {""timeframe"": ""w""}}",ORIENTAL M G,1WK,,,,,,
2026-08-24 00:00:00,Long,00042,0.24,3.43%,0.18,suf,参数一,"{""suf"": {""timeframe"": ""w""}}",NE ELECTRIC,1WK,,,,,,
2026-08-24 00:00:00,Long,00042,0.24,3.43%,0.18,suf,参数二,"{""suf"": {""timeframe"": ""w""}}",NE ELECTRIC,1WK,,,,,,
2026-08-24 00:00:00,Long,00076,0.17,32.58%,0.12,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",ELATE HOLDINGS,1WK,,,,,,
2026-08-24 00:00:00,Long,00076,0.17,32.58%,0.12,mfa,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""mfa"": {""mfa_all"": 13}}",ELATE HOLDINGS,1WK,,,,,,
2026-08-24 00:00:00,Long,00076,0.17,32.58%,0.12,suf,参数一,"{""suf"": {""timeframe"": ""w""}}",ELATE HOLDINGS,1WK,,,,,,
2026-08-24 00:00:00,Long,00076,0.17,32.58%,0.12,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",ELATE HOLDINGS,1WK,,,,,,
2026-08-24 00:00:00,Long,00076,0.17,32.58%,0.12,mfa,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""mfa"": {""mfa_all"": 13}}",ELATE HOLDINGS,1WK,,,,,,
2026-08-24 00:00:00,Long,00076,0.17,32.58%,0.12,suf,参数二,"{""suf"": {""timeframe"": ""w""}}",ELATE HOLDINGS,1WK,,,,,,
2026-08-24 00:00:00,Long,00081,2.84,9.67%,2.23,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",CH OVS G OCEANS,1WK,,,,,,
2026-08-24 00:00:00,Long,00092,0.21,9.42%,0.19,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",CHAMPION TECH,1WK,,,,,,
2026-08-24 00:00:00,Short,00114,0.67,-6.94%,0.77,suf,参数一,"{""suf"": {""timeframe"": ""w""}}",HERALD HOLD,1WK,,,,,,
2026-08-24 00:00:00,Short,00114,0.67,-6.94%,0.77,suf,参数二,"{""suf"": {""timeframe"": ""w""}}",HERALD HOLD,1WK,,,,,,
