日期,代码,名称,现价,涨幅(%),条件,参组,释放,PSQ,TSQ,RSQ,BSA,RPT,成交量,换手(%),止损,挤压,判断,分数,参数,行业,总市值(亿),流通市值(亿)
2026-05-08,002183,怡 亚 通,6.83,5.08,fit,20-1.8-20-1.5,压力释放,4.89-6.2-5.49-6.41-6.48,高-低-高-高,26.79%-11.45%-16.76%-1.09%,12,17.39,4403376.0,17.0,6.2,10,📈ema📉adx📈rsi,n 46｜s 00｜d 2.54%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",贸易Ⅱ,145.43,145.43
2026-05-08,002222,福晶科技,108.24,10.0,fit,20-1.8-20-1.5,一直释放,55.42-49.38-65.38-76.0-75.28,低-高-高-低,10.90%-32.40%-16.24%-0.95%,49,29.1,575045.0,12.0,87.65,21,📈ema📈adx📈rsi,n 09｜s 00｜d 30.76%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",光学光电子,307.54,306.17
2026-05-08,002317,众生药业,22.54,10.0,fit,20-1.8-20-1.5,压力释放,18.45-24.92-27.97-23.6-19.46,高-高-低-低,35.07%-12.24%-15.62%-17.54%,22,9.94,408460.0,5.0,21.71,10,📈ema📉adx📈rsi,n 89｜s 00｜d 1.13%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",中药Ⅱ,157.49,141.13
2026-05-08,002350,北京科锐,16.7,4.7,fit,20-1.8-20-1.5,压力释放,7.57-9.75-9.7-9.99-16.21,高-低-高-高,28.80%-0.51%-2.99%-62.26%,36,23.93,572823.0,11.0,15.32,14,📈ema📉adx📈rsi,n 56｜s 00｜d 1.50%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",电网设备,80.21,78.47
2026-05-08,002489,浙江永强,3.75,5.93,fit,20-1.8-20-1.5,压力释放,4.03-4.19-4.14-3.72,高-低-低,3.97%-1.19%-10.14%,36,17.72,1076691.0,6.0,3.35,13,📈ema📈adx🗒️rsi,n 89｜s 00｜d 0.97%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",家居用品,73.53,64.85
2026-05-08,002611,东方精工,18.88,3.79,fit,20-1.8-20-1.5,压力释放,22.33-20.5-20.31-18.25-18.48,低-低-低-高,8.20%-0.93%-10.14%-1.26%,24,13.37,858192.0,9.0,17.33,18,📈ema📉adx🗒️rsi,n 91｜s 00｜d 2.27%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",专用设备,215.46,177.34
2026-05-08,002642,荣联科技,9.08,10.06,fit,20-1.8-20-1.5,压力释放,12.0-9.15-9.65-9.19-8.78,低-高-低-低,23.75%-5.46%-4.77%-4.46%,46,21.27,534605.0,8.0,7.97,13,📈ema📉adx📈rsi,n 90｜s 00｜d 1.49%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",IT服务Ⅱ,51.27,51.27
2026-05-08,002925,盈趣科技,21.24,0.81,fit,20-1.8-20-1.5,压力释放,20.68-21.29-22.54-24.3-20.37,高-高-高-低,2.95%-5.87%-7.81%-16.17%,17,9.87,116257.0,2.0,19.96,13,📈ema📉adx🗒️rsi,n 88｜s 00｜d 1.27%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",消费电子,148.16,140.36
2026-05-08,002930,宏川智慧,16.04,10.01,fit,20-1.8-20-1.5,压力释放,12.37-12.61-12.41-11.53-14.9,高-低-低-高,1.94%-1.59%-7.09%-29.23%,37,22.23,202940.0,5.0,14.37,35,📈ema📉adx📈rsi,n 47｜s 00｜d 3.84%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",物流,65.7,62.14
2026-05-08,003031,中瓷电子,140.07,5.55,fit,20-1.8-20-1.5,一直释放,64.1-80.72-84.0-88.5-88.07,高-高-高-低,25.93%-4.06%-5.36%-0.49%,36,22.52,143884.0,4.0,122.92,20,📈ema📈adx📈rsi,n 06｜s 00｜d 35.94%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",通信设备,351.37,264.98
2026-05-08,300257,开山股份,34.7,1.52,fit,20-1.8-20-1.5,压力释放,17.57-14.92-19.5-37.29-32.07,低-高-高-低,15.08%-30.70%-91.23%-14.00%,14,16.66,182843.0,2.0,31.75,17,📈ema📉adx📈rsi,n 74｜s 00｜d 2.80%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",通用设备,287.36,276.1
2026-05-08,300421,力星股份,27.25,6.65,fit,20-1.8-20-1.5,一直释放,17.4-25.71-33.7-39.01-25.8,高-高-高-低,47.76%-31.08%-15.76%-33.86%,13,14.67,347040.0,15.0,24.14,44,📈ema📉adx🗒️rsi,n 73｜s 00｜d 18.02%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",通用设备,68.3,53.51
2026-05-08,300570,太辰光,162.1,8.03,fit,20-1.8-20-1.5,一直释放,147.66-113.4-133.58-123.83-158.1,低-高-低-高,23.20%-17.80%-7.30%-27.68%,51,49.11,417918.0,22.0,134.58,34,📈ema📉adx🗒️rsi,n 43｜s 00｜d 14.83%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",通信设备,268.62,227.31
2026-05-08,300671,富满微,53.8,11.76,fit,20-1.8-20-1.5,一直释放,45.89-42.2-37.24-60.88-49.8,低-低-高-低,8.04%-11.75%-63.48%-18.20%,15,16.14,318091.0,14.0,44.46,16,📈ema📈adx📈rsi,n 27｜s 00｜d 12.54%,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",半导体,84.68,84.43
