日期,代码,名称,现价,涨幅(%),成交量,释放,TSQ,RSQ,STC,BSA,RPT,PSQ,换手(%),止损,挤压,判断,分数,条件,参组,参数,行业,总市值(亿),流通市值(亿)
2026-05-21,000725,京东方Ａ,4.69,10.09,6167830.0,压力释放,高-高-低,0.23%-8.74%-2.96%,43.8[bull],19,6.37,4.34-4.35-4.73-4.59,,4.56,5,📈ema📉adx📈rsi,n 68｜s 00｜d 1.02%,,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 250}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",光学光电子,1463.25,1435.5
2026-05-21,002962,五方光电,20.09,10.02,57550.0,一直释放,低-低-高-低,2.37%-3.73%-2.97%-0.06%,100.0[bull],47,20.76,16.48-16.09-15.49-15.95-15.94,,19.18,6,📈ema📈adx🗒️rsi,n 23｜s 00｜d 2.53%,,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 250}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",光学光电子,39.93,28.64
2026-05-21,300835,龙磁科技,122.01,3.61,54197.0,一直释放,高-高-低-高,9.97%-5.84%-8.57%-47.06%,99.25[bull],54,42.37,63.58-69.92-74.0-67.66-99.5,,110.39,40,📈ema📈adx🗒️rsi,n 22｜s 00｜d 29.67%,,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 250}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",金属新材料,91.58,63.85
2026-05-21,300953,震裕科技,253.0,4.38,86055.0,一直释放,高-低-高-低,119.28%-10.45%-64.07%-2.81%,99.83[bull],75,33.1,59.56-130.6-116.95-191.88-186.48,,229.74,62,📈ema📈adx📈rsi,n 36｜s 00｜d 36.76%,,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 250}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",电池,304.57,218.69
2026-05-21,301096,百诚医药,63.74,2.2,41306.0,一直释放,高-低-高-低,43.32%-6.37%-17.73%-18.06%,100.0[bull],82,47.05,48.85-70.01-65.55-77.17-63.23,,59.91,24,📈ema📈adx🗒️rsi,n 53｜s 00｜d 14.29%,,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 250}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",医疗服务,56.86,43.1
2026-05-21,600604,市北高新,5.78,7.04,1341060.0,压力释放,低-高-低-低,12.81%-1.60%-9.28%-1.21%,88.24[bull],39,21.02,7.18-6.26-6.36-5.77-5.7,,5.46,14,📈ema📉adx📈rsi,n 92｜s 00｜d 0.79%,,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 250}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",房地产开发,103.03,77.41
2026-05-21,600885,宏发股份,33.98,2.97,238009.0,一直释放,高-高-低-高,3.74%-26.22%-4.42%-0.12%,100.0[bull],50,35.84,26.77-27.77-35.05-33.5-33.54,,31.68,43,📈ema📈adx🗒️rsi,n 15｜s 00｜d 13.39%,,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 250}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",电网设备,436.42,436.42
2026-05-21,600888,新疆众和,9.43,2.17,742463.0,压力释放,高-高-高-低,3.89%-11.80%-0.10%-8.97%,34.43[bull],18,14.07,8.73-9.07-10.14-10.15-9.24,,8.86,9,📈ema📉adx🗒️rsi,n 71｜s 00｜d 1.18%,,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 250}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",工业金属,127.66,127.66
2026-05-21,603040,新坐标,92.1,7.59,59992.0,压力释放,高-低-高-低,33.50%-11.49%-50.55%-30.02%,12.09[bull],22,17.81,70.03-93.49-82.75-124.58-87.18,,81.34,19,📈ema📉adx🗒️rsi,n 83｜s 00｜d 1.11%,,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 250}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",汽车零部件,109.51,108.93
2026-05-21,603976,正川股份,22.15,4.53,47816.0,一直释放,低-高-低-低,0.05%-40.77%-11.15%-7.36%,99.35[bull],62,22.57,18.48-18.47-26.0-23.1-21.4,,20.58,12,📈ema📈adx🗒️rsi,n 41｜s 00｜d 3.71%,,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 250}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",医疗器械,29.55,29.55
