日期,代码,名称,现价,涨幅(%),成交量,换手(%),条件,参组,参数,行业,总市值(亿),流通市值(亿)
2026-05-21,300829,金丹科技,18.8,-3.64,77561.0,,,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true}, ""mfa"": {""mfa_streak"": 10}}",化学制品,47.82,33.29
