日期,代码,名称,现价,涨幅(%),成交量,释放,TSQ,RSQ,STC,BSA,RPT,PSQ,换手(%),止损,挤压,判断,分数,条件,参组,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-05-18,002364,中恒电气,49.16,2.74,504248.0,一直释放,低-高-高-高,15.70%-97.03%-7.50%-2.69%,100.0[bull],44,46.38,20.38-17.18-33.85-36.39-37.37,9.0,44.72,38,📈ema📈adx🗒️rsi,n 19｜s 00｜d 41.61%,,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 250}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",其他电源设备Ⅱ,158.76,157.22,7.55,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18,002407,多氟多,37.79,3.62,2897657.0,一直释放,高-高-低-低,11.07%-217.15%-10.62%-13.40%,99.99[bull],54,31.42,11.92-13.24-41.99-37.53-32.5,27.0,35.17,20,📈ema📈adx🗒️rsi,n 24｜s 00｜d 19.40%,,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 250}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",化学制品,339.04,307.74,-1.61,7.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18,002973,侨银股份,14.12,1.44,100285.0,压力释放,高-低-高-低,4.58%-5.98%-0.76%-13.81%,31.92[bull],18,12.3,16.15-16.89-15.88-16.0-13.79,3.0,13.26,20,📈ema📉adx🗒️rsi,n 85｜s 00｜d 0.93%,,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 250}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",环境治理,53.74,40.97,-1.35,-3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18,002980,华盛昌,105.9,10.0,129471.0,一直释放,高-低-高-低,21.14%-3.24%-0.38%-10.13%,99.98[bull],73,11.03,22.66-27.45-26.56-26.66-23.96,13.0,86.53,31,📈ema📈adx📈rsi,n 07｜s 00｜d 78.52%,,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 250}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",电网设备,75.38,40.35,-2.12,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18,300151,昌红科技,20.85,6.76,372758.0,一直释放,低-低-高-高,2.48%-3.00%-26.80%-4.71%,76.96[bull],53,35.32,15.74-15.35-14.89-18.88-19.77,10.0,18.54,36,📈ema📈adx📈rsi,n 18｜s 00｜d 15.42%,,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 250}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",专用设备,83.12,57.53,-2.06,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18,300404,博济医药,10.7,0.38,100584.0,一直释放,高-低-高-低,9.67%-17.72%-19.41%-17.26%,72.14[bull],28,8.97,11.99-13.15-10.82-12.92-10.69,4.0,10.13,5,📈ema📈adx🗒️rsi,n 80｜s 00｜d 1.04%,,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 250}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",医疗服务,37.39,27.66,0.56,-0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18,300657,弘信电子,43.4,19.99,212095.0,一直释放,低-高-低-高,36.99%-27.30%-17.52%-9.30%,99.24[bull],45,24.79,47.61-30.0-38.19-31.5-34.43,5.0,40.98,20,📈ema📈adx🗒️rsi,n 22｜s 00｜d 20.02%,,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 250}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",元件,140.97,136.99,20.0,18.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18,301313,凡拓数创,46.02,20.0,146720.0,一直释放,低-高-高-高,13.21%-7.09%-14.98%-12.73%,98.99[bull],69,32.62,30.88-26.8-28.7-33.0-37.2,19.0,38.03,35,📈ema📈adx📈rsi,n 28｜s 00｜d 19.65%,,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 250}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",数字媒体,30.16,22.0,10.69,7.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18,301322,绿通科技,44.81,7.98,47853.0,一直释放,高-高-低-低,26.12%-8.08%-3.16%-2.55%,100.0[bull],45,31.26,27.88-35.16-38.0-36.8-35.86,5.0,39.03,59,📈ema📈adx📈rsi,n 28｜s 00｜d 27.93%,,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 250}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",摩托车及其他,41.45,27.88,0.65,20.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18,603060,国检集团,7.13,10.03,175961.0,一直释放,低-低-高,5.03%-5.58%-5.32%,72.13[bear],58,21.26,7.55-7.17-6.77-7.13,2.0,6.5,14,📈ema📈adx🗒️rsi,n 20｜s 00｜d 5.79%,,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 250}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",专业服务,49.28,49.28,0.0,-2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
