日期,信号,代码,现价,涨幅,止损,策略,参组,参数,名称,周期,交易所,释放类型,支撑压力价格,支撑压力趋势,支撑压力涨幅,区间K线数量,区间K线振幅
2026-08-24 08:00:00,Short,SNDK-USDT,1531.01,-5.91%,1747.42,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",SNDK,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,UNI-USDT,4.43,-2.17%,4.85,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",UNI,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,UNI-USDT,4.43,-2.17%,4.85,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",UNI,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,ADA-USDT,0.22,-3.26%,0.24,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",ADA,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,ADA-USDT,0.22,-3.26%,0.24,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",ADA,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,TAO-USDT,233.74,-1.69%,256.15,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",TAO,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,TAO-USDT,233.74,-1.69%,256.15,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",TAO,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,SNXX-USDT,13.75,-11.52%,17.77,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",SNXX,1D,Binance,,,,,,
2026-08-24 08:00:00,Long,PROM-USDT,3.65,26.96%,2.2,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",PROM,1D,Binance,压力释放,1.69-1.24-2.89-1.28-2.58,低-高-低-高,26.47%-132.85%-55.57%-100.70%,35.0,92.75
2026-08-24 08:00:00,Long,SOXS-USDT,49.83,5.98%,41.78,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",SOXS,1D,Binance,,,,,,
2026-08-24 08:00:00,Long,SOXS-USDT,49.83,5.98%,41.78,mfa,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""mfa"": {""mfa_all"": 21}}",SOXS,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,LDO-USDT,0.39,-3.07%,0.43,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",LDO,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,LDO-USDT,0.39,-3.07%,0.43,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",LDO,1D,Binance,,,,,,
2026-08-24 08:00:00,Long,PORTAL-USDT,0.02,16.54%,0.01,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",PORTAL,1D,Binance,,,,,,
2026-08-24 08:00:00,Long,OG-USDT,2.88,-3.19%,2.65,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",OG,1D,Binance,压力释放,3.64-3.98-2.91-2.77-2.84,高-低-低-高,9.51%-27.08%-4.51%-2.20%,15.0,16.95
2026-08-24 08:00:00,Short,OG-USDT,2.88,-3.19%,3.14,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",OG,1D,Binance,,,,,,
2026-08-24 08:00:00,Long,OG-USDT,2.88,-3.19%,2.65,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",OG,1D,Binance,压力释放,5.24-3.15-3.64-3.98-2.77,低-高-高-低,39.87%-15.52%-9.51%-30.36%,44.0,16.4
2026-08-24 08:00:00,Short,OG-USDT,2.88,-3.19%,3.14,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",OG,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,NBIS-USDT,210.0,-5.95%,243.17,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",NBIS,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,SAND-USDT,0.04,-6.72%,0.05,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",SAND,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,GRVT-USDT,0.22,-5.89%,0.27,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",GRVT,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,1000FLOKI-USDT,0.03,-2.75%,0.03,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",1000FLOKI,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,1000FLOKI-USDT,0.03,-2.75%,0.03,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",1000FLOKI,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,JUP-USDT,0.21,-4.01%,0.23,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",JUP,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,JUP-USDT,0.21,-4.01%,0.23,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",JUP,1D,Binance,,,,,,
2026-08-24 08:00:00,Long,SCRT-USDT,0.02,7.71%,0.01,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",SCRT,1D,Binance,,,,,,
2026-08-24 08:00:00,Long,SCRT-USDT,0.02,7.71%,0.01,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",SCRT,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,LITE-USDT,830.74,-4.73%,940.46,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",LITE,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,AMD-USDT,464.44,-1.73%,495.13,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",AMD,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,COMP-USDT,20.01,-3.43%,21.74,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",COMP,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,COMP-USDT,20.01,-3.43%,21.74,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",COMP,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,USUAL-USDT,0.01,-10.77%,0.01,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",USUAL,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,USUAL-USDT,0.01,-10.77%,0.01,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",USUAL,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,PNUT-USDT,0.05,-3.52%,0.06,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",PNUT,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,PNUT-USDT,0.05,-3.52%,0.06,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",PNUT,1D,Binance,,,,,,
2026-08-24 08:00:00,Long,SQQQ-USDT,39.97,2.96%,37.18,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",SQQQ,1D,Binance,,,,,,
2026-08-24 08:00:00,Long,SQQQ-USDT,39.97,2.96%,37.18,mfa,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""mfa"": {""mfa_all"": 21}}",SQQQ,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,JST-USDT,0.1,-2.96%,0.11,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",JST,1D,Binance,,,,,,
2026-08-24 08:00:00,Long,BTR-USDT,0.04,23.60%,0.02,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",BTR,1D,Binance,一直释放,nan-0.24-0.2-0.05-0.03,低-低-低-低,nan%-14.75%-77.07%-38.86%,64.0,78.45
2026-08-24 08:00:00,Short,CRWV-USDT,85.67,-2.47%,94.52,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",CRWV,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,OPENAI-USDT,1177.24,-2.23%,1261.21,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",OPENAI,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,BE-USDT,194.09,-2.67%,218.45,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",BE,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,CELO-USDT,0.07,-3.83%,0.08,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",CELO,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,CELO-USDT,0.07,-3.83%,0.08,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",CELO,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,GIGADEV-USDT,60.58,-5.62%,68.86,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",GIGADEV,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,AMAT-USDT,478.51,-2.77%,521.45,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",AMAT,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,MASK-USDT,0.42,-3.46%,0.46,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",MASK,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,MASK-USDT,0.42,-3.46%,0.46,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",MASK,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,WET-USDT,0.07,-2.25%,0.07,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",WET,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,SFP-USDT,0.27,-1.55%,0.3,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",SFP,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,SFP-USDT,0.27,-1.55%,0.3,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",SFP,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,XVS-USDT,3.1,-2.27%,3.31,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",XVS,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,XVS-USDT,3.1,-2.27%,3.31,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",XVS,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,ELSA-USDT,0.04,-3.03%,0.05,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",ELSA,1D,Binance,一直亮红,nan-0.06-0.06-0.04-0.04,低-低-低-高,nan%-4.26%-34.72%-16.75%,26.0,37.36
2026-08-24 08:00:00,Short,CRDO-USDT,222.45,-4.91%,253.83,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",CRDO,1D,Binance,,,,,,
2026-08-24 08:00:00,Short,TER-USDT,363.39,-4.08%,402.61,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",TER,1D,Binance,,,,,,
