日期,信号,代码,现价,涨幅,止损,策略,参组,参数,名称,周期,交易所,释放类型,支撑压力价格,支撑压力趋势,支撑压力涨幅,区间K线数量,区间K线振幅
2026-08-16 08:00:00,Short,HEMI-USDT,0.01,-16.50%,0.01,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",HEMI,1D,Binance,,,,,,
2026-08-16 08:00:00,Short,HEMI-USDT,0.01,-16.50%,0.01,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",HEMI,1D,Binance,,,,,,
2026-08-16 08:00:00,Short,ACE-USDT,0.14,-10.49%,0.21,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",ACE,1D,Binance,,,,,,
2026-08-16 08:00:00,Long,AIO-USDT,0.07,17.57%,0.04,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",AIO,1D,Binance,,,,,,
2026-08-16 08:00:00,Long,AIO-USDT,0.07,17.57%,0.04,mfa,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""mfa"": {""mfa_all"": 17}}",AIO,1D,Binance,,,,,,
2026-08-16 08:00:00,Short,LINK-USDT,9.38,-0.93%,9.84,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",LINK,1D,Binance,,,,,,
2026-08-16 08:00:00,Short,LINK-USDT,9.38,-0.93%,9.84,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",LINK,1D,Binance,,,,,,
2026-08-16 08:00:00,Long,WLD-USDT,0.37,4.64%,0.32,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",WLD,1D,Binance,,,,,,
2026-08-16 08:00:00,Long,WLD-USDT,0.37,4.64%,0.32,mfa,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""mfa"": {""mfa_all"": 29}}",WLD,1D,Binance,,,,,,
2026-08-16 08:00:00,Long,PORTAL-USDT,0.01,21.34%,0.01,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",PORTAL,1D,Binance,,,,,,
2026-08-16 08:00:00,Short,SPORTFUN-USDT,0.02,-24.53%,0.03,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",SPORTFUN,1D,Binance,,,,,,
2026-08-16 08:00:00,Short,1000PEPE-USDT,0.0,0.02%,0.0,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",1000PEPE,1D,Binance,支撑释放,0.0-0.0-0.0-0.0-0.0,高-低-低-高,1.43%-20.73%-11.16%-19.24%,22.0,16.86
2026-08-16 08:00:00,Long,WLFI-USDT,0.06,4.80%,0.05,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",WLFI,1D,Binance,,,,,,
2026-08-16 08:00:00,Long,WLFI-USDT,0.06,4.80%,0.05,mfa,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""mfa"": {""mfa_all"": 26}}",WLFI,1D,Binance,,,,,,
2026-08-16 08:00:00,Long,Q-USDT,0.03,16.13%,0.02,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",Q,1D,Binance,,,,,,
2026-08-16 08:00:00,Short,BR-USDT,0.18,-15.23%,0.25,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",BR,1D,Binance,,,,,,
2026-08-16 08:00:00,Long,ZEREBRO-USDT,0.04,11.59%,0.03,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",ZEREBRO,1D,Binance,,,,,,
2026-08-16 08:00:00,Short,APT-USDT,0.54,-0.30%,0.56,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",APT,1D,Binance,支撑释放,nan-1.41-0.79-0.81-0.55,低-低-高-低,nan%-44.20%-2.14%-31.25%,47.0,17.64
2026-08-16 08:00:00,Long,BIGTIME-USDT,0.01,8.24%,0.0,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",BIGTIME,1D,Binance,,,,,,
2026-08-16 08:00:00,Long,BIGTIME-USDT,0.01,8.24%,0.0,mfa,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""mfa"": {""mfa_all"": 55}}",BIGTIME,1D,Binance,,,,,,
2026-08-16 08:00:00,Long,DUSK-USDT,0.07,14.10%,0.06,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",DUSK,1D,Binance,,,,,,
