日期,代码,名称,现价,涨幅(%),成交量,释放,TSQ,RSQ,STC,BSA,RPT,PSQ,换手(%),止损,挤压,判断,分数,条件,参组,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-06-03,000700,模塑科技,16.58,10.02,1480884.0,一直释放,高-低-高-高,60.44%-12.48%-38.26%-1.89%,74.14[bull],73,53.85,8.19-13.14-11.5-15.9-16.2,16.0,14.1,19,📈ema📈adx🗒️rsi,n 15｜s 00｜d 20.77%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 250}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",汽车零部件,110.9,110.9,7.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-03,002645,华宏科技,32.82,8.86,782234.0,一直释放,高-高-高,14.89%-2.14%-77.48%,96.2[bear],142,33.24,8.93-10.26-10.48-18.6,14.0,28.34,95,📈ema📈adx🗒️rsi,n 40｜s 00｜d 77.76%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 250}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",环保设备Ⅱ,108.2,96.36,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-03,600255,鑫科材料,4.39,10.03,564509.0,压力释放,高-低-低-高,46.51%-12.50%-3.63%-3.29%,99.95[bull],80,44.41,3.44-5.04-4.41-4.25-4.39,3.0,4.19,18,📈ema📉adx🗒️rsi,n 82｜s 00｜d 1.03%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 250}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",金属新材料,60.69,60.69,10.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-03,600459,贵研铂业,24.2,3.2,970339.0,压力释放,高-高-低-低,2.35%-47.21%-5.07%-15.55%,22.87[bull],27,20.28,18.71-19.15-28.19-26.76-22.6,13.0,22.16,7,📈ema📉adx🗒️rsi,n 34｜s 00｜d 1.77%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 250}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",小金属,147.33,147.31,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-03,600596,新安股份,14.4,10.01,1185418.0,压力释放,高-高-高-高,32.85%-6.39%-11.15%-8.33%,51.42[bull],66,35.0,8.25-10.96-11.66-12.96-14.04,9.0,12.5,19,📈ema📉adx🗒️rsi,n 70｜s 00｜d 1.49%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 250}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",农化制品,148.32,148.32,-0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-03,600936,北投科技,6.51,9.97,1975277.0,一直释放,低-高-低-低,2.06%-33.16%-9.68%-3.72%,99.34[bull],41,13.7,3.88-3.8-5.06-4.57-4.4,12.0,5.58,19,📈ema📈adx🗒️rsi,n 08｜s 00｜d 27.32%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 250}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",电视广播Ⅱ,64.17,64.17,-5.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-03,601001,晋控煤业,21.88,5.96,705795.0,一直释放,高-高-高-高,26.84%-12.77%-12.86%-4.29%,35.92[bull],22,20.62,11.85-15.03-16.95-19.13-19.95,4.0,18.51,6,📈ema📉adx📈rsi,n 20｜s 00｜d 0.61%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 250}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",煤炭开采,279.84,279.84,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-03,601208,东材科技,56.49,10.01,1419459.0,一直释放,高-低-高-高,19.83%-10.52%-36.63%-21.67%,96.61[bull],63,33.18,20.47-24.53-21.95-29.99-36.49,14.0,48.21,34,📈ema📈adx🗒️rsi,n 19｜s 00｜d 46.26%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 250}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",塑料,303.56,303.56,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-03,601298,青岛港,9.46,1.07,146932.0,压力释放,高-低-高-低,1.94%-3.03%-15.14%-7.63%,27.19[bull],24,6.36,8.75-8.92-8.65-9.96-9.2,0.0,9.05,18,📈ema📉adx🗒️rsi,n 84｜s 00｜d 1.16%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 250}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",航运港口,561.48,466.41,-1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-03,601702,华峰铝业,21.17,3.83,315888.0,压力慢放,低-高-高-低,21.93%-17.63%-44.86%-25.33%,13.25[bull],30,20.29,21.07-16.45-19.35-28.03-20.93,3.0,19.47,1,📈ema📉adx🗒️rsi,n 31｜s 100｜d 0.00%,fit,20-1.8-20-1.5,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 4}, ""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""ema"": {""ema_length"": 250}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",工业金属,186.92,186.92,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
