日期,信号,代码,现价,涨幅,止损,策略,参组,参数,释放类型,支撑压力价格,支撑压力趋势,支撑压力涨幅,区间K线数量,区间K线振幅,名称,周期
2026-05-29 21:30:00,Short,COST,949.54,-4.59%,1015.76,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",一直亮红,960.46-961.02-966.0-985.21-985.15,高-高-高-低,0.06%-0.52%-1.99%-0.01%,26.0,11.3,Costco,4H
2026-05-29 21:30:00,Short,COST,949.54,-4.59%,1015.76,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",一直亮红,960.46-961.02-966.0-985.21-985.15,高-高-高-低,0.06%-0.52%-1.99%-0.01%,26.0,11.3,Costco,4H
2026-05-29 21:30:00,Long,MSFT,443.86,3.94%,424.69,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",压力释放,423.68-413.05-433.64-427.98-432.7,低-高-低-高,2.51%-4.98%-1.31%-1.10%,14.0,5.64,Microsoft,4H
2026-05-29 21:30:00,Long,QCOM,250.13,2.84%,235.31,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",一直亮绿,178.83-183.44-184.45-146.94-247.9,高-高-低-高,2.58%-0.55%-20.34%-68.71%,26.0,29.78,Qualcomm,4H
2026-05-29 21:30:00,Long,QCOM,250.13,2.84%,235.31,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",一直亮绿,178.83-183.44-184.45-146.94-247.9,高-高-低-高,2.58%-0.55%-20.34%-68.71%,26.0,29.78,Qualcomm,4H
2026-05-29 21:30:00,Long,CIBR,87.4,4.43%,83.04,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,First Trust NASDAQ Cybersecurity ETF,4H
2026-05-29 21:30:00,Long,CIBR,87.4,4.43%,83.04,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",一直释放,69.37-66.58-65.75-67.48-68.96,低-低-高-高,4.02%-1.25%-2.63%-2.19%,52.0,5.19,First Trust NASDAQ Cybersecurity ETF,4H
2026-05-29 21:30:00,Long,CIBR,87.4,4.43%,83.04,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",一直释放,69.37-66.58-65.75-67.48-68.96,低-低-高-高,4.02%-1.25%-2.63%-2.19%,52.0,5.19,First Trust NASDAQ Cybersecurity ETF,4H
2026-05-29 21:30:00,Short,GEV,970.4,-2.55%,1034.35,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",支撑释放,617.11-777.0-807.0-1047.5-980.14,高-高-高-低,25.91%-3.86%-29.80%-6.43%,15.0,11.72,GE Vernova,4H
2026-05-29 21:30:00,Long,NOW,124.03,14.05%,111.81,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",压力释放,110.85-126.67-104.5-95.62-110.83,高-低-低-高,14.27%-17.50%-8.50%-15.91%,14.0,13.67,ServiceNow,4H
2026-05-29 21:30:00,Long,SOUN,9.16,6.76%,8.24,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,SoundHound AI,4H
2026-05-29 21:30:00,Long,SOUN,9.16,6.76%,8.24,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,SoundHound AI,4H
2026-05-29 21:30:00,Long,AVGO,439.9,3.12%,420.86,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,Broadcom,4H
2026-05-29 21:30:00,Long,DGRW,97.17,0.30%,96.45,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",压力释放,91.5-94.01-93.61-94.25-96.87,高-低-高-高,2.75%-0.43%-0.68%-2.78%,20.0,1.84,WisdomTree US Quality Dividend Growth Fund,4H
2026-05-29 21:30:00,Short,LIN,496.81,-1.02%,508.47,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,Linde plc,4H
2026-05-29 21:30:00,Short,TMUS,187.0,-1.06%,190.93,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,T-Mobile US,4H
2026-05-29 21:30:00,Long,CRWD,714.57,6.49%,655.22,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",一直释放,487.2-432.85-452.0-449.9-467.95,低-高-低-高,11.16%-4.42%-0.46%-4.01%,51.0,8.18,CrowdStrike,4H
2026-05-29 21:30:00,Long,CRWD,714.57,6.49%,655.22,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",一直释放,487.2-432.85-452.0-449.9-467.95,低-高-低-高,11.16%-4.42%-0.46%-4.01%,51.0,8.18,CrowdStrike,4H
2026-05-29 21:30:00,Short,KO,79.37,-1.33%,81.18,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,Coca-Cola,4H
2026-05-29 21:30:00,Short,KO,79.37,-1.33%,81.18,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,Coca-Cola,4H
2026-05-29 21:30:00,Long,PLTR,156.98,9.52%,141.53,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",压力释放,161.45-162.4-156.25-152.68-149.62,高-低-低-低,0.59%-3.79%-2.28%-2.00%,36.0,16.21,Palantir Technologies,4H
2026-05-29 21:30:00,Long,BINC,52.4,0.20%,52.26,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",一直亮绿,53.04-53.14-53.29-52.63-52.39,高-高-低-低,0.18%-0.28%-1.24%-0.46%,30.0,0.99,iShares Flexible Income Active ETF,4H
2026-05-29 21:30:00,Long,AXP,318.17,0.96%,308.37,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,American Express,4H
2026-05-29 21:30:00,Short,EWZ,35.72,-1.08%,36.46,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,iShares MSCI Brazil ETF,4H
2026-05-29 21:30:00,Long,BIDU,137.59,4.22%,127.79,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,Baidu,4H
2026-05-29 21:30:00,Long,EFA,105.29,0.58%,104.07,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",一直亮绿,102.32-105.24-105.94-105.13-104.92,高-高-低-低,2.85%-0.67%-0.76%-0.20%,31.0,3.32,iShares MSCI EAFE ETF,4H
2026-05-29 21:30:00,Short,MRK,118.48,-1.16%,122.55,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,Merck,4H
2026-05-29 21:30:00,Long,BA,231.62,1.24%,221.59,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,Boeing,4H
2026-05-29 21:30:00,Short,DBC,29.36,-1.19%,29.94,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",一直亮红,23.52-27.41-28.0-27.84-29.57,高-高-低-高,16.54%-2.15%-0.57%-6.20%,30.0,7.53,Invesco DB Commodity Index Tracking Fund,4H
2026-05-29 21:30:00,Long,FGDL,61.0,1.84%,59.31,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,Franklin Responsibly Sourced Gold ETF,4H
