日期,代码,名称,现价,涨幅(%),成交量,STC,换手(%),条件,参组,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-05-15,002510,天汽模,7.37,4.69,887852.0,4.03,9.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}, ""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true}}",汽车零部件,71.87,71.14,-3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-15,301137,哈焊华通,49.8,4.01,153393.0,9.38,8.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}, ""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true}}",通用设备,84.94,84.94,-3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-15,601678,滨化股份,5.81,10.04,984976.0,2.58,5.0,fit,stc,"{""stc"": {""stc_length"": 80, ""stc_fast_length"": 27, ""stc_slow_length"": 50, ""stc_factor"": 0.5}, ""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""tma"": {""tma_fast_length"": 5, ""tma_slow_length"": 8, ""tma_vfactor"": 0.618}, ""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true}}",化学原料,106.75,106.05,9.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
