日期,代码,名称,现价,涨幅(%),成交量,条件,参组,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-09-04,600930,华电新能,3.91,0.51,1019258.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",电力,2828.23,218.98,-0.51,1.28,1.28,1.02,0.51,0.77,1.28,,,,,,,,,,,,,,,,,,,,,,,
2026-09-04,603606,东方电缆,34.07,2.96,193097.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",电网设备,397.16,397.16,-0.53,-0.23,0.09,1.23,4.64,5.72,7.6,,,,,,,,,,,,,,,,,,,,,,,
