日期,代码,名称,现价,涨幅(%),成交量,条件,参组,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-09-10,002487,大金重工,33.54,2.98,274447.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",风电设备,472.95,467.89,5.25,6.89,17.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-10,301155,海力风电,38.61,4.72,87684.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",风电设备,164.37,93.26,4.07,1.45,14.48,,,,,,,,,,,,,,,,,,,,,,,,,,,
