日期,代码,名称,现价,涨幅(%),成交量,条件,参组,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-09-14,000049,德赛电池,22.13,1.05,37844.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",电池,105.47,105.44,-1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,000423,东阿阿胶,46.47,1.37,52979.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",中药Ⅱ,359.79,359.16,-0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,000786,北新建材,15.96,1.01,184181.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",装修建材,424.54,421.36,-1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,002020,京新药业,11.51,1.86,100050.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",化学制药,133.29,112.07,-0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,002032,苏 泊 尔,39.77,3.62,34543.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",小家电,351.7,351.48,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,002709,天赐材料,33.04,2.26,399927.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",电池,937.83,693.65,-0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,002773,康弘药业,19.16,0.79,80291.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",生物制品,254.75,189.91,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,002805,丰元股份,16.49,2.11,87533.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",电池,51.11,50.83,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,002865,钧达股份,36.92,0.6,41181.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",光伏设备,223.83,161.7,-0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,002901,大博医疗,39.25,1.42,6898.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",医疗器械,178.24,124.19,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,300073,当升科技,37.37,1.85,89013.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",电池,297.51,276.56,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,300432,富临精工,13.79,3.06,302819.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",电池,428.47,423.65,-1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,300474,景嘉微,47.76,1.19,41141.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",军工电子Ⅱ,310.44,241.45,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,300769,德方纳米,41.09,4.0,112451.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",电池,133.2,119.69,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,300815,玉禾田,14.68,1.17,31297.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",环境治理,82.83,81.12,-1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,300893,松原安全,13.59,3.19,72611.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",汽车零部件,98.38,52.18,-2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,301358,湖南裕能,53.95,0.94,95567.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",电池,607.12,606.43,-0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,600732,爱旭股份,10.19,0.3,109295.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",光伏设备,321.61,318.91,-0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,600884,杉杉股份,11.18,0.09,160764.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",电池,306.82,250.31,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,601567,三星医疗,14.17,10.02,350915.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",电网设备,397.67,397.67,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,603659,璞泰来,22.24,4.02,261569.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",电池,732.78,732.78,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,605099,共创草坪,28.55,0.85,7059.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",家居用品,172.97,172.5,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14,605305,中际联合,31.7,1.34,31807.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",工程机械,89.26,89.26,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
