日期,代码,名称,现价,涨幅(%),成交量,条件,参组,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-09-07,000793,*ST华闻,2.08,2.97,211693.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",出版,52.53,51.57,2.4,5.29,4.33,1.44,0.96,-0.96,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-07,301155,海力风电,37.61,1.35,27045.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",风电设备,164.37,93.26,-0.03,-1.97,2.66,6.83,4.15,17.52,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-07,601799,星宇股份,79.28,3.88,76366.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",汽车零部件,354.1,354.1,-2.14,-5.15,-8.26,-9.59,-8.16,-8.78,,,,,,,,,,,,,,,,,,,,,,,,
