日期,代码,名称,现价,涨幅(%),成交量,条件,参组,参数,行业,总市值(亿),流通市值(亿)
2026-09-15,300450,先导智能,31.54,5.56,673563.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",电池,830.41,773.47
2026-09-15,603992,松霖科技,19.72,2.44,40305.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",家居用品,163.39,163.39
