日期,信号,代码,现价,涨幅,止损,策略,参组,参数,释放类型,支撑压力价格,支撑压力趋势,支撑压力涨幅,区间K线数量,区间K线振幅,名称,周期,交易所
2026-08-22 08:00:00,Short,ICP-USDT,2.4,-5.07%,2.86,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",,,,,,,ICP,1D,Binance
2026-08-22 08:00:00,Short,ORDI-USDT,4.24,-6.69%,5.54,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",,,,,,,ORDI,1D,Binance
2026-08-22 08:00:00,Short,ORDI-USDT,4.24,-6.69%,5.54,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",,,,,,,ORDI,1D,Binance
2026-08-22 08:00:00,Short,PEOPLE-USDT,0.01,-7.77%,0.01,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",,,,,,,PEOPLE,1D,Binance
2026-08-22 08:00:00,Short,PEOPLE-USDT,0.01,-7.77%,0.01,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",,,,,,,PEOPLE,1D,Binance
2026-08-22 08:00:00,Long,MUBARAK-USDT,0.02,18.84%,0.02,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,MUBARAK,1D,Binance
2026-08-22 08:00:00,Long,MUBARAK-USDT,0.02,18.84%,0.02,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,MUBARAK,1D,Binance
2026-08-22 08:00:00,Short,VIRTUAL-USDT,0.69,-5.28%,0.82,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",,,,,,,VIRTUAL,1D,Binance
2026-08-22 08:00:00,Short,VIRTUAL-USDT,0.69,-5.28%,0.82,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",,,,,,,VIRTUAL,1D,Binance
2026-08-22 08:00:00,Short,TIA-USDT,0.38,-2.51%,0.45,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",,,,,,,TIA,1D,Binance
2026-08-22 08:00:00,Short,TIA-USDT,0.38,-2.51%,0.45,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",,,,,,,TIA,1D,Binance
2026-08-22 08:00:00,Short,RED-USDT,0.11,-10.13%,0.15,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",,,,,,,RED,1D,Binance
2026-08-22 08:00:00,Short,RED-USDT,0.11,-10.13%,0.15,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",,,,,,,RED,1D,Binance
2026-08-22 08:00:00,Short,AXTI-USDT,67.49,-3.00%,79.42,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,AXTI,1D,Binance
2026-08-22 08:00:00,Short,CBRS-USDT,192.55,-2.41%,217.47,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,CBRS,1D,Binance
2026-08-22 08:00:00,Short,BASED-USDT,0.07,-18.12%,0.11,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,BASED,1D,Binance
2026-08-22 08:00:00,Short,ALGO-USDT,0.09,-4.15%,0.11,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",,,,,,,ALGO,1D,Binance
2026-08-22 08:00:00,Short,ALGO-USDT,0.09,-4.15%,0.11,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",,,,,,,ALGO,1D,Binance
2026-08-22 08:00:00,Short,ONT-USDT,0.05,-5.28%,0.06,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",,,,,,,ONT,1D,Binance
2026-08-22 08:00:00,Short,ONT-USDT,0.05,-5.28%,0.06,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",,,,,,,ONT,1D,Binance
2026-08-22 08:00:00,Short,BIO-USDT,0.03,-4.23%,0.04,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",,,,,,,BIO,1D,Binance
2026-08-22 08:00:00,Short,BIO-USDT,0.03,-4.23%,0.04,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",,,,,,,BIO,1D,Binance
2026-08-22 08:00:00,Short,MORPHO-USDT,2.24,-5.55%,2.61,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",,,,,,,MORPHO,1D,Binance
2026-08-22 08:00:00,Short,MORPHO-USDT,2.24,-5.55%,2.61,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",,,,,,,MORPHO,1D,Binance
2026-08-22 08:00:00,Short,AR-USDT,2.16,-4.33%,2.53,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",,,,,,,AR,1D,Binance
2026-08-22 08:00:00,Short,AR-USDT,2.16,-4.33%,2.53,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",,,,,,,AR,1D,Binance
2026-08-22 08:00:00,Short,MOODENG-USDT,0.05,-6.88%,0.06,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",,,,,,,MOODENG,1D,Binance
2026-08-22 08:00:00,Short,MOODENG-USDT,0.05,-6.88%,0.06,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",,,,,,,MOODENG,1D,Binance
2026-08-22 08:00:00,Short,1000LUNC-USDT,0.06,-5.34%,0.07,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",,,,,,,1000LUNC,1D,Binance
2026-08-22 08:00:00,Short,1000LUNC-USDT,0.06,-5.34%,0.07,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",,,,,,,1000LUNC,1D,Binance
2026-08-22 08:00:00,Short,PIEVERSE-USDT,0.97,-12.34%,1.23,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",,,,,,,PIEVERSE,1D,Binance
2026-08-22 08:00:00,Short,PIEVERSE-USDT,0.97,-12.34%,1.23,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",,,,,,,PIEVERSE,1D,Binance
2026-08-22 08:00:00,Short,TURBO-USDT,0.0,-4.51%,0.0,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",,,,,,,TURBO,1D,Binance
2026-08-22 08:00:00,Short,TURBO-USDT,0.0,-4.51%,0.0,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",,,,,,,TURBO,1D,Binance
2026-08-22 08:00:00,Short,FORM-USDT,0.26,-2.46%,0.31,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",,,,,,,FORM,1D,Binance
2026-08-22 08:00:00,Short,FORM-USDT,0.26,-2.46%,0.31,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",,,,,,,FORM,1D,Binance
2026-08-22 08:00:00,Long,ESP-USDT,0.09,4.74%,0.07,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,ESP,1D,Binance
2026-08-22 08:00:00,Short,ON-USDT,0.24,-12.97%,0.36,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,ON,1D,Binance
2026-08-22 08:00:00,Long,FF-USDT,0.08,2.29%,0.06,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",压力释放,0.09-0.17-0.12-0.08-0.07,高-低-低-低,101.62%-30.66%-31.75%-13.76%,23.0,12.85,FF,1D,Binance
2026-08-22 08:00:00,Short,FHE-USDT,0.02,-18.83%,0.03,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,FHE,1D,Binance
2026-08-22 08:00:00,Short,ZBT-USDT,0.08,-2.62%,0.1,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",一直亮红,0.07-0.06-0.07-0.1-0.08,低-高-高-低,18.31%-17.10%-49.63%-18.19%,35.0,157.5,ZBT,1D,Binance
2026-08-22 08:00:00,Short,SSV-USDT,2.68,-6.74%,3.21,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",,,,,,,SSV,1D,Binance
2026-08-22 08:00:00,Short,SSV-USDT,2.68,-6.74%,3.21,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",,,,,,,SSV,1D,Binance
2026-08-22 08:00:00,Long,BROCCOLI714-USDT,0.02,6.84%,0.01,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,BROCCOLI714,1D,Binance
2026-08-22 08:00:00,Long,BABY-USDT,0.01,7.19%,0.01,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,BABY,1D,Binance
2026-08-22 08:00:00,Long,BABY-USDT,0.01,7.19%,0.01,mfa,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""mfa"": {""mfa_all"": 27}}",,,,,,,BABY,1D,Binance
2026-08-22 08:00:00,Short,SYRUP-USDT,0.2,-4.72%,0.22,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",,,,,,,SYRUP,1D,Binance
2026-08-22 08:00:00,Short,SYRUP-USDT,0.2,-4.72%,0.22,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",,,,,,,SYRUP,1D,Binance
2026-08-22 08:00:00,Long,KITE-USDT,0.11,3.28%,0.1,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",压力释放,0.32-0.26-0.25-0.14-0.11,低-低-低-低,20.92%-2.07%-42.94%-23.64%,15.0,21.78,KITE,1D,Binance
2026-08-22 08:00:00,Short,1INCH-USDT,0.09,-3.48%,0.1,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",,,,,,,1INCH,1D,Binance
2026-08-22 08:00:00,Short,1INCH-USDT,0.09,-3.48%,0.1,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",,,,,,,1INCH,1D,Binance
2026-08-22 08:00:00,Short,NOT-USDT,0.0,-2.95%,0.0,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",,,,,,,NOT,1D,Binance
2026-08-22 08:00:00,Short,NOT-USDT,0.0,-2.95%,0.0,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",,,,,,,NOT,1D,Binance
2026-08-22 08:00:00,Short,GMX-USDT,7.22,-8.69%,8.47,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",,,,,,,GMX,1D,Binance
2026-08-22 08:00:00,Short,GMX-USDT,7.22,-8.69%,8.47,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",,,,,,,GMX,1D,Binance
2026-08-22 08:00:00,Long,ENSO-USDT,0.89,3.12%,0.63,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,ENSO,1D,Binance
2026-08-22 08:00:00,Short,CHILLGUY-USDT,0.01,-7.76%,0.02,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",,,,,,,CHILLGUY,1D,Binance
2026-08-22 08:00:00,Short,CHILLGUY-USDT,0.01,-7.76%,0.02,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",,,,,,,CHILLGUY,1D,Binance
2026-08-22 08:00:00,Short,1000SATS-USDT,0.0,-3.26%,0.0,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",,,,,,,1000SATS,1D,Binance
2026-08-22 08:00:00,Short,1000SATS-USDT,0.0,-3.26%,0.0,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",,,,,,,1000SATS,1D,Binance
2026-08-22 08:00:00,Short,1MBABYDOGE-USDT,0.0,-2.94%,0.0,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",,,,,,,1MBABYDOGE,1D,Binance
2026-08-22 08:00:00,Short,1MBABYDOGE-USDT,0.0,-2.94%,0.0,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",,,,,,,1MBABYDOGE,1D,Binance
2026-08-22 08:00:00,Short,BSV-USDT,16.89,-7.10%,20.0,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",,,,,,,BSV,1D,Binance
2026-08-22 08:00:00,Short,BSV-USDT,16.89,-7.10%,20.0,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",,,,,,,BSV,1D,Binance
2026-08-22 08:00:00,Short,RSR-USDT,0.0,-5.71%,0.0,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",,,,,,,RSR,1D,Binance
2026-08-22 08:00:00,Short,RSR-USDT,0.0,-5.71%,0.0,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",,,,,,,RSR,1D,Binance
2026-08-22 08:00:00,Long,SHELL-USDT,0.02,5.20%,0.02,sqz,参数二,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",一直亮绿,nan-0.07-0.04-0.04-0.02,低-低-高-低,nan%-41.03%-10.83%-46.75%,31.0,34.66,SHELL,1D,Binance
2026-08-22 08:00:00,Short,SWARMS-USDT,0.01,-12.71%,0.01,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,SWARMS,1D,Binance
2026-08-22 08:00:00,Short,ALT-USDT,0.01,-3.51%,0.01,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",,,,,,,ALT,1D,Binance
2026-08-22 08:00:00,Short,ALT-USDT,0.01,-3.51%,0.01,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",,,,,,,ALT,1D,Binance
2026-08-22 08:00:00,Short,POWER-USDT,0.08,-9.28%,0.1,utb,参数一,"{""utb"": {""key_value"": 2, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,POWER,1D,Binance
2026-08-22 08:00:00,Short,SQD-USDT,0.04,-11.63%,0.05,utb,参数二,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false}, ""r&s"": {""srb_left"": 15, ""srb_right"": 15}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",,,,,,,SQD,1D,Binance
2026-08-22 08:00:00,Short,SLP-USDT,0.0,-9.17%,0.0,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",,,,,,,SLP,1D,Binance
2026-08-22 08:00:00,Short,SLP-USDT,0.0,-9.17%,0.0,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",,,,,,,SLP,1D,Binance
2026-08-22 08:00:00,Short,G-USDT,0.0,-7.22%,0.0,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",,,,,,,G,1D,Binance
2026-08-22 08:00:00,Short,G-USDT,0.0,-7.22%,0.0,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",,,,,,,G,1D,Binance
2026-08-22 08:00:00,Short,LISTA-USDT,0.07,-5.11%,0.09,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",,,,,,,LISTA,1D,Binance
2026-08-22 08:00:00,Short,LISTA-USDT,0.07,-5.11%,0.09,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",,,,,,,LISTA,1D,Binance
2026-08-22 08:00:00,Long,SPELL-USDT,0.0,-1.71%,0.0,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",压力释放,0.0-0.0-0.0-0.0-0.0,低-低-低-低,5.45%-18.15%-22.37%-30.51%,14.0,9.19,SPELL,1D,Binance
2026-08-22 08:00:00,Short,ETHW-USDT,0.28,-3.07%,0.32,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",,,,,,,ETHW,1D,Binance
2026-08-22 08:00:00,Short,ETHW-USDT,0.28,-3.07%,0.32,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",,,,,,,ETHW,1D,Binance
2026-08-22 08:00:00,Short,ARPA-USDT,0.01,-1.35%,0.01,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",,,,,,,ARPA,1D,Binance
2026-08-22 08:00:00,Short,ARPA-USDT,0.01,-1.35%,0.01,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",,,,,,,ARPA,1D,Binance
2026-08-22 08:00:00,Short,GRIFFAIN-USDT,0.01,-3.58%,0.02,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",,,,,,,GRIFFAIN,1D,Binance
2026-08-22 08:00:00,Short,GRIFFAIN-USDT,0.01,-3.58%,0.02,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",,,,,,,GRIFFAIN,1D,Binance
2026-08-22 08:00:00,Long,ILV-USDT,3.38,-1.91%,3.05,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",压力释放,5.82-5.49-5.4-3.65-3.35,低-低-低-低,5.65%-1.71%-32.41%-8.17%,47.0,24.77,ILV,1D,Binance
2026-08-22 08:00:00,Short,XVS-USDT,3.1,-3.21%,3.52,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",,,,,,,XVS,1D,Binance
2026-08-22 08:00:00,Short,XVS-USDT,3.1,-3.21%,3.52,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",,,,,,,XVS,1D,Binance
2026-08-22 08:00:00,Long,FLUX-USDT,0.05,-1.42%,0.04,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",压力释放,0.08-0.09-0.08-0.05-0.05,高-低-低-低,11.45%-5.93%-39.97%-9.73%,12.0,17.94,FLUX,1D,Binance
2026-08-22 08:00:00,Long,CARV-USDT,0.04,2.14%,0.03,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",压力释放,0.07-0.07-0.07-0.05-0.03,高-高-低-低,3.47%-4.84%-34.62%-26.09%,13.0,21.48,CARV,1D,Binance
2026-08-22 08:00:00,Long,URNM-USDT,60.08,2.84%,56.28,sqz,参数一,"{""sqz"": {""bb_length"": 15, ""bb_mult"": 1.5, ""kc_length"": 15, ""kc_mult"": 1.2, ""min_sqz_bars"": 4}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0}}",压力释放,nan-59.67,低,nan%,62.0,29.38,URNM,1D,Binance
2026-08-22 08:00:00,Short,1000CHEEMS-USDT,0.0,-1.36%,0.0,suf,参数一,"{""suf"": {""timeframe"": ""d""}}",,,,,,,1000CHEEMS,1D,Binance
2026-08-22 08:00:00,Short,1000CHEEMS-USDT,0.0,-1.36%,0.0,suf,参数二,"{""suf"": {""timeframe"": ""d""}}",,,,,,,1000CHEEMS,1D,Binance
