日期,代码,名称,现价,涨幅(%),成交量,换手(%),吸筹天数,吸筹强度,均线偏离,均线斜率,条件,参组,参数,行业,总市值(亿),流通市值(亿)
2026-07-03,000595,*ST宝实,6.24,10.05,149589.0,,26,40.53%,+0.54%,+16.79%,fit,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false, ""utb_window"": 1}, ""mfa"": {""recent"": 100, ""active"": 25}, ""trend"": {""ema"": 200, ""distance"": 0.12, ""trend_period"": 150, ""pullback_days"": 10}}",电力,73.33,73.33
2026-07-03,300139,晓程科技,44.64,14.37,527487.0,,66,86.27%,+4.51%,+101.75%,fit,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false, ""utb_window"": 1}, ""mfa"": {""recent"": 100, ""active"": 25}, ""trend"": {""ema"": 200, ""distance"": 0.12, ""trend_period"": 150, ""pullback_days"": 10}}",贵金属,159.55,136.06
2026-07-03,300855,图南股份,35.14,9.98,110242.0,,46,95.62%,+3.21%,+31.84%,fit,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false, ""utb_window"": 1}, ""mfa"": {""recent"": 100, ""active"": 25}, ""trend"": {""ema"": 200, ""distance"": 0.12, ""trend_period"": 150, ""pullback_days"": 10}}",金属新材料,149.63,110.83
2026-07-03,600499,科达制造,15.73,8.33,324808.0,,27,9.0%,+6.76%,+42.43%,fit,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false, ""utb_window"": 1}, ""mfa"": {""recent"": 100, ""active"": 25}, ""trend"": {""ema"": 200, ""distance"": 0.12, ""trend_period"": 150, ""pullback_days"": 10}}",专用设备,322.2,322.2
2026-07-03,603286,日盈电子,56.96,10.0,68626.0,,55,100.0%,+4.40%,+64.37%,fit,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false, ""utb_window"": 1}, ""mfa"": {""recent"": 100, ""active"": 25}, ""trend"": {""ema"": 200, ""distance"": 0.12, ""trend_period"": 150, ""pullback_days"": 10}}",汽车零部件,67.56,66.42
