日期,代码,名称,条件,释放,PSQ,TSQ,RSQ,BSA,RPT,MZS,现价,涨幅(%),成交量,换手(%),止损,挤压,判断,FVG,AVWAP,BIAS,STO,分数,红色,动能,趋势,放量,RSI,EMA,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2024-09-30,002120,韵达股份,fit,一直释放,9.06-7.49-9.28-7.19,低-高-低,17.33%-23.90%-22.52%,41,19.83,1.4,8.69,7.95,730911.0,3.0,7.99,30,📈ema📈res📈adx📈rsi,bull | 6.71% | 回补,,,100.0 | 88.9 | 1.12 | no,n 30｜s 00｜d 11.28%,0,绿亮[+0.80]-绿暗[+0.77]-绿暗[+0.75]-绿暗[+0.69]-绿暗[+0.66]-绿暗[+0.62],高-高-高-高-高-高,是,80.34,7.14,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",物流,196.57,190.87,2.88,-5.87,-3.91,-4.95,-3.57,-7.02,-6.33,-7.59,-6.56,-6.56,-5.18,-4.14,-5.64,-4.14,-4.49,-6.33,-5.52,-6.44,-7.02,-6.67,-5.41,-5.98,-1.96,-3.22,-4.37,-3.34,-3.68,-6.9,-7.94,-8.86
2024-09-30,002149,西部材料,fit,压力释放,14.95-15.75-13.37-13.28,高-低-低,5.35%-15.11%-0.67%,21,11.32,2.43,14.68,8.82,164082.0,3.0,13.17,20,📈ema📈res📈adx📈rsi,bull | 6.21% | 回补,,,100.0 | 94.74 | 1.06 | no,n 77｜s 00｜d 1.45%,5,红亮[-0.08]-红亮[-0.15]-红暗[-0.15]-红暗[-0.14]-红暗[-0.11]-绿亮[+0.08],低-低-低-低-低-高,是,74.68,13.49,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",小金属,241.42,241.38,5.31,-2.25,-3.47,-5.93,-2.59,-5.18,-5.11,-3.07,-0.2,5.31,2.93,7.49,8.31,8.58,7.7,5.25,5.79,12.87,7.97,6.95,14.58,15.05,12.94,17.37,17.71,14.03,12.19,8.51,5.86,4.9
2024-09-30,002170,芭田股份,fit,压力释放,6.01-5.71-5.74-5.66,低-高-低,4.99%-0.53%-1.39%,14,8.02,1.56,6.34,10.65,393416.0,6.0,5.67,7,📈ema📈res📈adx📈rsi,bull | 7.13% | 回补,,,79.51 | 57.21 | 1.39 | no,n 89｜s 00｜d 1.39%,3,绿暗[+0.07]-绿暗[+0.02]-绿暗[+0.01]-红亮[-0.02]-红亮[-0.04]-红暗[-0.01],低-低-低-低-低-高,是,78.87,5.11,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",农化制品,127.25,103.17,5.68,-3.63,-2.37,-6.31,-5.68,-5.52,-7.26,-7.89,-8.2,-4.89,-0.16,0.0,2.21,3.0,10.88,20.03,21.61,21.14,15.46,16.88,19.4,18.14,25.87,24.29,22.71,23.66,22.4,23.66,20.03,11.99
2024-09-30,002173,创新医疗,fit,压力释放,10.49-9.19-7.41-6.66,低-低-低,12.39%-19.37%-10.12%,34,14.83,1.85,7.56,6.93,448438.0,11.0,6.76,12,📉ema📈res📈adx📈rsi,bull | 6.82% | 回补,,,100.0 | 99.51 | 1.0 | no,n 90｜s 00｜d 2.67%,0,绿亮[+0.11]-绿亮[+0.12]-绿亮[+0.12]-绿亮[+0.14]-绿亮[+0.17]-绿亮[+0.26],低-低-低-低-低-高,是,76.26,7.67,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",医疗服务,110.76,105.64,4.5,-5.95,-5.56,-10.45,-6.48,-5.95,-0.26,-3.97,-3.04,-2.12,0.26,-2.38,-3.31,-2.51,1.19,11.38,8.47,14.29,18.39,30.29,28.04,26.32,27.38,31.48,38.89,36.64,38.62,25.93,19.18,8.99
2024-09-30,002194,武汉凡谷,fit,压力释放,9.05-8.55-7.95-9.13,低-低-高,5.52%-7.02%-14.84%,17,14.7,2.13,10.07,8.28,613331.0,12.0,8.89,5,📈ema📈res📈adx📈rsi,bull | 2.75% | 回补,,,100.0 | 94.97 | 1.05 | no,n 44｜s 00｜d 2.99%,0,绿亮[+0.17]-绿暗[+0.15]-绿亮[+0.15]-绿亮[+0.21]-绿亮[+0.24]-绿亮[+0.31],低-低-低-高-低-高,否,75.91,8.6,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",通信设备,70.79,52.93,6.95,-3.77,-4.67,-8.94,-5.36,-5.86,-6.95,-6.75,-3.08,-1.09,0.6,10.72,7.65,6.16,8.34,6.26,9.04,8.24,0.2,8.94,15.19,11.82,10.92,13.6,16.29,12.71,12.91,24.23,24.43,31.58
2024-09-30,002241,歌尔股份,fit,一直释放,18.39-17.31-23.56-21.11,低-高-低,5.87%-36.11%-10.40%,19,20.77,2.73,22.28,8.42,1687191.0,6.0,19.92,10,📈ema📈res📉adx📈rsi,bull | 7.77% | 未补,,,100.0 | 100.0 | 1.0 | no,n 51｜s 00｜d 3.01%,6,红暗[-1.33]-红暗[-1.31]-红暗[-1.14]-红暗[-0.96]-红暗[-0.81]-红暗[-0.43],低-低-低-低-低-低,否,72.63,17.74,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",消费电子,803.44,711.18,7.99,-2.33,1.39,-2.42,0.04,-3.01,-5.03,-5.48,-0.76,4.53,8.03,6.96,4.17,2.87,2.65,3.59,4.8,3.5,0.54,2.96,5.75,3.28,1.35,1.53,7.63,15.17,14.86,12.79,16.83,8.57
2024-09-30,002246,北化股份,fit,一直释放,8.42-9.72-12.29-10.06,高-高-低,15.44%-26.44%-18.14%,18,25.44,1.33,10.24,8.82,529456.0,10.0,9.05,5,📈ema📈res📈adx📈rsi,bull | 3.72% | 回补,,,100.0 | 96.97 | 1.03 | no,n 39｜s 28｜d 0.36%,6,红亮[-0.79]-红暗[-0.75]-红暗[-0.71]-红暗[-0.62]-红暗[-0.50]-红暗[-0.29],低-低-低-低-低-低,是,74.66,8.21,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",化学制品,140.0,140.0,6.64,-4.1,-1.46,-3.13,3.61,3.91,9.57,3.52,3.61,3.52,5.27,6.74,6.93,11.72,4.98,15.53,11.23,12.11,5.96,6.54,9.08,14.65,19.82,26.46,23.73,23.14,22.75,19.34,17.68,10.45
2024-09-30,002272,川润股份,fit,压力释放,6.09-5.14-5.46-5.36,低-高-低,15.60%-6.23%-1.83%,18,22.1,1.66,5.67,10.1,799822.0,21.0,4.94,15,📈ema📈res📉adx📈rsi,bull | 2.56% | 未补,,,100.0 | 97.54 | 1.03 | no,n 56｜s 00｜d 2.80%,6,红亮[-0.22]-红亮[-0.24]-红亮[-0.25]-红暗[-0.21]-红暗[-0.16]-红暗[-0.09],低-低-低-低-低-低,是,73.21,5.34,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",通用设备,85.63,68.25,6.7,-3.88,-5.29,-4.06,5.47,4.41,14.81,26.28,38.98,52.91,68.25,85.01,103.53,123.81,146.21,139.86,163.84,190.3,161.2,135.1,126.28,110.05,104.41,108.64,114.81,108.47,105.47,97.53,82.36,74.96
2024-09-30,002273,水晶光电,fit,一直释放,15.2-15.04-20.54-18.17,低-高-低,1.05%-36.57%-11.54%,26,23.61,2.68,18.53,9.58,628598.0,5.0,16.53,14,📈ema📈res📉adx🗒️rsi,bull | 5.34% | 未补,,,96.89 | 96.89 | 1.0 | no,n 44｜s 00｜d 6.10%,6,红暗[-1.38]-红暗[-1.28]-红暗[-1.06]-红暗[-0.83]-红暗[-0.69]-红暗[-0.44],低-低-低-低-低-低,否,68.51,14.15,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",光学光电子,322.07,315.49,8.47,3.67,5.02,-0.54,2.97,-2.81,-4.7,-4.59,1.03,4.37,3.62,2.37,0.16,0.7,2.59,13.01,22.29,21.8,18.62,17.27,19.0,15.6,15.0,15.38,22.13,25.2,23.1,18.13,17.49,11.98
2024-09-30,002275,桂林三金,fit,压力释放,13.55-14.63-12.77-13.1,高-低-高,7.97%-12.71%-2.58%,17,6.07,2.76,14.72,7.76,75488.0,1.0,13.51,5,📈ema📈res📈adx📈rsi,bull | 4.12% | 回补,,,100.0 | 99.11 | 1.01 | no,n 72｜s 00｜d 1.93%,0,绿暗[+0.22]-绿暗[+0.18]-绿亮[+0.22]-绿亮[+0.26]-绿亮[+0.33]-绿亮[+0.36],低-低-低-高-高-高,是,82.14,12.76,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",中药Ⅱ,83.32,79.27,2.92,-5.23,-4.14,-6.45,-3.67,-5.91,-5.57,-7.07,-4.82,-5.23,-3.46,-3.4,-2.92,-2.38,-0.95,-3.67,-4.42,-4.76,-6.05,-5.1,-3.94,-4.82,-2.17,-1.9,-2.17,-1.15,-1.83,-4.14,-4.62,-5.43
2024-09-30,002332,仙琚制药,fit,压力释放,12.34-11.72-11.86-11.84,低-高-低,5.02%-1.19%-0.17%,16,11.49,2.28,13.1,8.44,215556.0,2.0,11.94,24,📈ema📈res📉adx📈rsi,bull | 7.09% | 回补,,,100.0 | 89.4 | 1.12 | no,n 89｜s 00｜d 2.28%,5,红亮[-0.22]-红暗[-0.19]-红暗[-0.11]-红暗[-0.09]-红暗[-0.04]-绿亮[+0.09],低-低-低-低-低-高,是,77.57,10.81,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",化学制药,88.53,88.12,2.14,-4.2,-4.05,-7.18,-4.2,-6.49,-6.11,-7.63,-6.18,-7.4,-6.56,-7.02,-5.73,-6.11,0.08,-4.43,-5.34,-7.71,-7.56,-6.56,-6.03,-5.88,-3.21,-5.19,-4.89,-4.2,-5.5,-6.95,-6.56,-8.09
2024-09-30,002416,爱施德,fit,压力释放,11.34-9.54-9.6-9.46,低-高-低,15.87%-0.63%-1.46%,15,12.49,2.22,10.6,8.27,458549.0,4.0,9.56,26,📈ema📈res📉adx📈rsi,bull | 6.19% | 回补,,,100.0 | 91.45 | 1.09 | no,n 62｜s 00｜d 4.80%,4,绿暗[+0.02]-红亮[-0.06]-红亮[-0.08]-红暗[-0.07]-红暗[-0.01]-绿亮[+0.11],低-低-低-低-低-高,是,76.69,9.05,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",专业连锁Ⅱ,159.87,157.88,2.17,-8.4,-7.64,-11.04,-7.92,-9.91,-8.87,-9.81,-6.51,-6.98,-3.3,-3.77,-4.15,-6.79,-1.13,9.25,20.66,33.21,46.98,62.17,78.87,97.26,77.08,58.87,63.11,51.51,45.75,46.13,36.7,35.28
2024-09-30,002456,欧菲光,fit,压力释放,8.38-8.62-8.42-8.98,高-低-高,2.86%-2.32%-6.65%,13,15.13,2.18,9.95,9.94,3944948.0,12.0,8.92,12,📈ema📈res📈adx📈rsi,bull | 8.01% | 未补,,,90.5 | 72.53 | 1.25 | no,n 64｜s 00｜d 2.42%,2,绿暗[+0.05]-红亮[-0.01]-绿亮[+0.00]-红亮[-0.00]-绿亮[+0.01]-绿亮[+0.09],低-低-低-低-低-高,是,74.45,8.35,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",光学光电子,290.13,286.26,10.05,-0.7,-2.21,-6.73,0.3,-0.6,-2.51,7.24,17.99,29.75,34.57,25.13,27.24,32.16,33.17,46.53,61.21,77.29,59.6,75.58,73.87,66.83,58.39,74.27,72.16,87.14,72.46,62.51,60.4,50.85
2024-09-30,002468,申通快递,fit,一直释放,10.55-8.81-9.05-10.75,低-高-高,16.49%-2.72%-18.78%,14,8.15,0.33,11.46,6.7,401985.0,3.0,10.45,18,📈ema📈res📈adx📈rsi,bull | 4.64% | 回补,,,50.91 | 28.11 | 1.81 | yes,n 08｜s 00｜d 17.12%,0,绿暗[+1.20]-绿暗[+1.08]-绿暗[+0.99]-绿暗[+0.84]-绿暗[+0.72]-绿暗[+0.64],低-低-低-低-低-高,是,76.2,8.51,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",物流,233.6,223.89,0.96,-6.02,-3.75,-0.79,0.17,-4.36,-4.1,-5.5,-3.93,-5.32,-4.45,-3.23,-3.32,-3.93,-4.01,-6.37,-4.1,-5.93,-5.67,-5.85,-5.06,-6.02,-2.79,-2.27,-4.97,-6.02,-6.02,-9.08,-8.81,-9.6
2024-09-30,002489,浙江永强,fit,压力释放,2.79-2.88-2.64-3.04,高-低-高,3.23%-8.33%-15.15%,19,20.63,2.29,3.2,9.59,886481.0,5.0,2.85,7,📈ema📈res📈adx📈rsi,bull | 4.23% | 回补,,,100.0 | 100.0 | 1.0 | no,n 45｜s 00｜d 1.66%,6,红亮[-0.09]-红亮[-0.10]-红暗[-0.10]-红暗[-0.10]-红暗[-0.08]-红暗[-0.02],低-低-低-低-低-低,是,76.78,2.65,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",家居用品,73.53,64.85,5.62,-4.38,-3.13,-5.31,-4.38,-6.56,-5.94,-7.81,-6.25,-6.88,-4.69,-4.38,-3.75,-2.19,1.56,-0.94,0.63,-1.56,-4.06,-3.44,-0.94,-0.63,5.0,2.81,3.12,3.12,1.87,0.94,-0.63,-1.25
2024-09-30,002550,千红制药,fit,一直释放,5.84-5.77-5.74-5.63,低-低-低,1.20%-0.52%-1.92%,33,18.53,2.6,5.94,10.0,390779.0,4.0,5.38,39,📈ema📈res📈adx📈rsi,bull | 7.75% | 回补,,,100.0 | 99.7 | 1.0 | no,n 34｜s 00｜d 7.49%,6,红暗[-0.26]-红暗[-0.25]-红暗[-0.21]-红暗[-0.17]-红暗[-0.11]-红暗[-0.02],低-低-低-低-低-低,是,78.22,5.18,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",化学制药,96.11,70.69,10.27,2.36,2.36,-1.18,1.52,0.17,1.01,0.67,10.94,6.57,7.74,6.4,7.07,6.73,8.92,4.38,5.72,4.88,3.54,4.04,5.39,4.71,9.09,7.74,8.75,9.43,7.74,5.05,3.03,1.52
2024-09-30,002565,顺灏股份,fit,压力释放,3.11-2.66-2.72-2.64,低-高-低,14.47%-2.26%-2.94%,17,12.34,1.63,2.98,9.96,725433.0,7.0,2.64,5,📈ema📈res📉adx📈rsi,bull | 5.77% | 回补,,,100.0 | 94.84 | 1.05 | no,n 58｜s 00｜d 2.22%,0,绿暗[+0.05]-绿暗[+0.05]-绿亮[+0.05]-绿亮[+0.06]-绿亮[+0.06]-绿亮[+0.09],低-低-低-低-低-高,是,75.28,2.74,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",包装印刷,161.97,161.96,6.38,-4.36,-4.36,-6.71,-6.04,-1.34,-6.38,-4.7,-3.69,-3.69,0.34,6.38,5.37,8.39,9.73,9.4,12.75,19.13,9.06,8.05,19.13,27.85,32.55,28.52,26.17,23.83,23.49,23.15,24.83,15.1
2024-09-30,002595,豪迈科技,fit,一直释放,28.55-33.9-40.35-37.89,高-高-低,18.74%-19.03%-6.10%,62,13.0,0.38,45.51,9.06,77075.0,1.0,40.78,24,📈ema📈res📈adx📈rsi,no | no | 未补,,,44.59 | 28.85 | 1.55 | no,n 22｜s 00｜d 15.10%,0,绿暗[+3.25]-绿暗[+2.94]-绿暗[+2.72]-绿暗[+2.48]-绿暗[+2.30]-绿暗[+1.92],高-高-高-高-高-高,是,75.62,34.23,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",专用设备,665.04,660.52,2.53,0.99,1.78,-0.18,2.59,0.18,1.65,1.69,9.16,4.39,4.75,5.84,5.25,4.26,3.23,2.68,1.49,-0.92,-0.46,0.09,0.15,-0.48,-0.07,-1.27,-4.26,-4.7,-2.75,-3.52,-4.53,-4.44
