日期,代码,名称,条件,释放,PSQ,TSQ,RSQ,BSA,RPT,MZS,现价,涨幅(%),成交量,换手(%),止损,挤压,判断,FVG,AVWAP,BIAS,STO,分数,红色,动能,趋势,放量,RSI,EMA,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2024-09-30,000513,丽珠集团,fit,压力释放,37.93-37.12-36.89-35.85,低-低-低,2.14%-0.62%-2.82%,14,5.91,3.0,39.57,5.97,150428.0,3.0,36.74,12,📈ema📈res📉adx📈rsi,bull | 4.80% | 回补,,,100.0 | 88.05 | 1.14 | no,n 87｜s 00｜d 1.09%,4,红亮[-0.01]-红亮[-0.11]-红暗[-0.07]-红亮[-0.12]-绿亮[+0.08]-绿亮[+0.40],低-低-低-低-高-高,是,77.49,34.99,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",化学制药,302.51,193.57,2.1,-2.68,-2.5,-4.17,-3.82,-4.95,-4.57,-7.56,-5.99,-5.43,-4.85,-5.31,-8.36,-7.94,-6.7,-8.19,-9.4,-10.18,-8.52,-7.63,-6.7,-7.33,-5.51,-6.22,-6.52,-5.94,-6.82,-8.42,-8.92,-8.92
2024-09-30,000739,普洛药业,fit,压力释放,13.54-15.14-15.28-15.11,高-高-低,11.82%-0.92%-1.11%,16,14.47,1.62,16.54,9.68,227572.0,2.0,14.86,22,📈ema📈res📉adx📈rsi,bull | 10.04% | 回补,,,83.12 | 57.16 | 1.45 | no,n 88｜s 00｜d 1.55%,6,红亮[-0.33]-红亮[-0.44]-红亮[-0.46]-红亮[-0.50]-红暗[-0.47]-红暗[-0.27],低-低-低-低-低-高,是,75.83,13.36,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",化学制药,203.31,203.23,5.02,0.79,3.33,-3.63,-4.05,-5.2,-5.99,-6.53,-7.38,-8.65,-7.38,-5.99,-6.05,-4.59,-2.12,-4.05,-5.5,-6.65,-6.89,-5.8,-4.9,-3.39,-1.45,-2.72,-1.63,-0.67,-1.75,-3.51,-5.56,-6.83
2024-09-30,000796,凯撒旅业,fit,压力释放,3.55-3.69-3.51-3.21,高-低-低,3.94%-4.88%-8.55%,21,7.0,1.5,3.42,4.91,42623.0,0.0,3.34,18,📈ema📈res📉adx📈rsi,bull | 6.87% | 回补,,,100.0 | 100.0 | 1.0 | no,n 98｜s 00｜d 1.12%,0,绿亮[+0.06]-绿暗[+0.05]-绿暗[+0.05]-绿暗[+0.04]-绿亮[+0.05]-绿亮[+0.07],低-低-低-低-低-高,否,71.41,3.34,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",旅游及景区,86.12,71.46,4.97,3.22,8.48,11.99,11.11,14.91,13.74,8.19,10.53,16.08,21.93,28.07,34.5,40.35,54.39,48.54,47.95,35.96,33.92,36.55,37.43,44.74,40.64,40.35,41.52,37.13,31.87,27.78,22.51,23.39
2024-09-30,000819,岳阳兴长,fit,压力释放,18.12-18.85-16.33-16.59,高-低-高,4.03%-13.37%-1.59%,29,15.05,1.97,18.01,7.14,171678.0,5.0,16.3,39,📈ema📈res📉adx📈rsi,bull | 5.67% | 回补,,,100.0 | 90.6 | 1.1 | no,n 78｜s 00｜d 2.01%,3,红亮[-0.07]-红亮[-0.08]-红暗[-0.01]-绿亮[+0.09]-绿亮[+0.19]-绿亮[+0.36],低-低-低-低-低-高,是,73.06,15.69,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",炼化及贸易,54.17,53.59,3.5,1.11,-2.17,-6.94,-5.05,-7.94,-4.5,-7.05,-7.27,-4.0,-5.61,-5.0,-7.05,-5.5,-5.55,-7.66,-9.61,-8.38,-11.6,-2.72,-1.72,-1.28,5.83,7.83,11.22,7.55,14.49,10.61,5.66,3.83
2024-09-30,000829,天音控股,fit,压力释放,8.57-9.53-8.82-9.48,高-低-高,11.20%-7.45%-7.48%,15,16.46,1.82,10.65,9.79,764219.0,7.0,9.36,12,📈ema📈res📈adx📈rsi,bull | 6.49% | 回补,,,96.69 | 86.89 | 1.11 | no,n 70｜s 00｜d 3.20%,3,绿亮[+0.04]-红亮[-0.03]-红亮[-0.05]-红暗[-0.02]-绿亮[+0.03]-绿亮[+0.11],低-低-低-低-低-高,否,76.17,8.6,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",专业连锁Ⅱ,106.41,106.3,7.04,-3.66,0.38,-7.89,0.38,-0.56,1.69,3.94,14.37,19.91,31.92,23.47,20.56,24.32,33.43,42.82,48.73,45.73,36.71,46.76,43.19,39.62,34.08,34.18,45.07,43.19,43.94,42.07,38.5,24.6
2024-09-30,001283,豪鹏科技,fit,压力释放,54.67-45.77-51.23-35.73,低-高-低,16.28%-11.93%-30.26%,19,15.22,1.79,39.73,9.27,34423.0,6.0,34.73,22,📈ema📈res📉adx📈rsi,bull | 4.96% | 回补,,,98.21 | 97.38 | 1.01 | no,n 65｜s 00｜d 3.43%,5,红亮[-0.17]-红亮[-0.36]-红暗[-0.27]-红暗[-0.12]-红亮[-0.13]-绿亮[+0.13],低-低-低-低-低-高,否,72.02,39.56,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",电池,73.85,58.92,7.32,-3.32,-0.58,-3.93,-3.22,-4.98,-6.49,-6.07,0.33,5.36,13.52,18.42,9.54,10.62,8.46,19.41,15.55,13.47,9.64,11.05,13.72,13.64,15.93,15.58,25.95,25.62,28.57,22.9,23.18,19.83
2024-09-30,002003,伟星股份,fit,压力释放,12.74-12.93-12.5-12.6,高-低-高,1.49%-3.33%-0.80%,16,10.82,2.13,13.55,6.61,234509.0,2.0,12.36,14,📈ema📈res📉adx📈rsi,bull | 3.72% | 未补,,,99.62 | 85.87 | 1.16 | no,n 65｜s 00｜d 1.72%,4,红亮[-0.09]-红暗[-0.09]-红暗[-0.05]-红暗[-0.01]-绿亮[+0.04]-绿亮[+0.13],低-低-低-低-低-高,是,77.04,10.73,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",纺织制造,114.85,98.73,0.22,-3.76,-4.35,-5.17,-3.69,-6.13,-5.46,-7.31,-5.98,-6.57,-5.46,-3.32,-2.95,-3.62,-4.06,1.18,-0.89,-4.8,-6.86,-6.57,-6.42,-8.04,-6.72,-7.9,-8.93,-7.75,-8.71,-9.15,-8.78,-7.75
2024-09-30,002011,盾安环境,fit,压力释放,12.21-11.25-10.83-10.8,低-低-低,7.86%-3.73%-0.28%,15,10.66,1.9,11.92,8.66,326942.0,4.0,10.9,5,📈ema📈res📉adx📈rsi,bull | 6.21% | 回补,,,95.56 | 74.94 | 1.28 | no,n 91｜s 00｜d 0.94%,3,绿暗[+0.17]-绿暗[+0.03]-红亮[-0.01]-红亮[-0.08]-红暗[-0.06]-绿亮[+0.00],低-低-低-低-低-高,是,73.97,11.47,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",家电零部件Ⅱ,130.04,128.21,3.19,-6.21,-6.21,-8.47,-8.14,-11.66,-12.42,-13.0,-9.4,-9.9,-7.89,-8.31,-10.07,-7.13,-6.04,-8.14,-6.29,-6.71,-8.56,-6.46,-5.79,-5.03,-2.94,-2.52,-1.26,-0.92,-2.01,-4.36,-5.2,-7.3
2024-09-30,002085,万丰奥威,fit,压力释放,18.53-15.79-15.56-13.53,低-低-低,14.79%-1.46%-13.05%,18,17.24,1.56,14.93,8.19,2355881.0,11.0,13.1,7,📈ema📈res📉adx🗒️rsi,bull | 7.87% | 未补,,,94.35 | 80.76 | 1.17 | no,n 52｜s 00｜d 1.97%,0,绿暗[+0.38]-绿暗[+0.17]-绿暗[+0.07]-绿暗[+0.04]-绿暗[+0.04]-绿亮[+0.12],低-低-低-低-低-高,否,69.41,11.03,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",汽车零部件,297.9,297.9,8.51,-2.48,-6.3,-11.92,-4.55,-1.61,-3.75,-2.55,2.55,12.93,15.54,17.21,11.52,16.88,18.75,13.19,24.65,37.24,51.11,44.54,52.04,59.88,45.68,48.09,56.06,51.71,45.81,37.31,28.67,34.83
2024-09-30,002106,莱宝高科,fit,一直释放,10.56-10.83-10.95-9.16,高-高-低,2.56%-1.11%-16.35%,28,28.65,3.0,9.32,9.26,352611.0,5.0,8.37,26,📈ema📈res📈adx📈rsi,bull | 7.67% | 回补,,,100.0 | 100.0 | 1.0 | no,n 29｜s 00｜d 12.30%,6,红暗[-0.81]-红暗[-0.75]-红暗[-0.62]-红暗[-0.45]-红暗[-0.30]-红暗[-0.10],低-低-低-低-低-低,是,72.04,9.14,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",光学光电子,77.5,77.31,9.87,2.25,3.0,-3.0,-0.11,-1.72,-2.79,-2.79,0.54,2.58,3.54,3.22,4.29,10.19,12.02,11.7,13.41,21.89,12.55,16.2,17.81,20.28,18.78,20.49,28.0,24.25,22.64,16.63,21.24,16.52
