日期,代码,名称,条件,释放,PSQ,TSQ,RSQ,BSA,RPT,MZS,现价,涨幅(%),成交量,换手(%),止损,挤压,判断,FVG,AVWAP,BIAS,STO,分数,红色,动能,趋势,放量,RSI,EMA,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2024-10-08,300256,星星科技,fit,一直释放,2.18-1.99-4.08-3.14,低-高-低,8.72%-105.03%-23.04%,18,44.7,2.73,3.83,20.06,2781415.0,17.0,3.16,8,📈ema📈res📉adx📈rsi,bull | 23.91% | 回补,,,100.0 | 95.31 | 1.05 | no,n 14｜s 00｜d 2.16%,6,红亮[-0.42]-红暗[-0.40]-红暗[-0.36]-红暗[-0.34]-红暗[-0.28]-红暗[-0.13],低-低-低-低-低-高,否,76.75,2.28,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",消费电子,80.3,79.42,-13.84,-14.88,-21.15,-7.83,-12.01,-11.23,-9.92,-8.09,-4.44,-9.4,-9.4,-13.32,-10.97,-6.79,-10.44,7.57,28.98,27.94,36.55,49.35,43.34,38.9,37.86,39.43,36.03,30.81,29.5,32.9,17.75,25.07
2024-10-08,300421,力星股份,fit,一直释放,9.5-11.34-8.89-10.18,高-低-高,19.38%-21.59%-14.43%,26,28.22,3.19,11.52,11.53,460957.0,20.0,9.83,11,📈ema📈res📉adx📈rsi,bull | 11.04% | 回补,,,100.0 | 96.69 | 1.03 | no,n 45｜s 00｜d 2.95%,6,红亮[-0.87]-红暗[-0.86]-红暗[-0.81]-红暗[-0.70]-红暗[-0.49]-红暗[-0.12],低-低-低-低-低-高,是,79.41,9.1,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",通用设备,68.3,53.51,-6.89,-6.98,-14.21,-12.75,-15.25,-16.37,-15.07,-11.97,-10.08,-7.84,-9.65,-10.94,-10.42,-9.91,-7.49,-8.61,-9.65,-15.25,-7.41,-5.68,-2.07,-3.62,-4.39,0.09,-1.55,-0.86,-1.89,-2.93,-8.35,-3.79
2024-10-08,300461,田中精机,fit,一直释放,15.84-25.97-20.54-23.66,高-低-高,63.95%-20.91%-15.19%,26,47.88,2.34,24.81,15.56,160558.0,20.0,20.17,10,📈ema📈res📉adx📈rsi,bull | 10.65% | 未补,,,100.0 | 97.35 | 1.03 | no,n 31｜s 00｜d 5.13%,6,红暗[-3.18]-红暗[-3.06]-红暗[-2.68]-红暗[-2.37]-红暗[-1.87]-红暗[-0.90],低-低-低-低-低-低,否,77.4,17.9,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",自动化设备,87.37,79.94,-18.86,-18.94,-18.26,-16.44,-14.35,-16.28,-18.7,-15.52,-13.87,-7.74,-10.12,-13.34,-7.34,-10.04,-12.98,-9.11,-5.0,-15.24,-12.82,-7.7,-8.75,-8.87,-8.91,-5.12,-0.6,-2.78,-6.89,-9.31,-14.19,-10.48
2024-10-08,300531,优博讯,fit,一直释放,10.8-11.04-11.35-15.51,高-高-高,2.27%-2.80%-36.64%,24,52.6,4.33,18.01,20.01,475458.0,15.0,15.3,10,📈ema📈res📉adx📈rsi,bull | 27.38% | 回补,,,100.0 | 100.0 | 1.0 | no,n 13｜s 00｜d 4.24%,6,红亮[-2.20]-红暗[-1.99]-红暗[-1.55]-红暗[-1.19]-红暗[-0.75]-红暗[-0.06],低-低-低-低-低-低,否,80.65,11.66,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",计算机设备,64.44,61.97,0.5,-8.86,-9.7,-1.77,-6.98,-5.6,-5.48,-3.05,2.94,-4.71,-7.15,-3.27,-4.88,-5.65,-8.59,-8.53,-8.98,-17.95,-15.96,-11.75,-11.47,-9.2,-8.42,-3.93,-0.39,1.94,4.21,7.09,-9.31,-7.53
2024-10-08,300572,安车检测,fit,一直释放,14.38-15.42-13.54-14.5,高-低-高,7.24%-12.19%-7.09%,24,32.66,2.98,15.84,8.49,275478.0,15.0,13.58,10,📈ema📈res📉adx📈rsi,bull | 8.42% | 回补,,,100.0 | 95.57 | 1.05 | no,n 27｜s 00｜d 4.65%,6,红亮[-1.61]-红暗[-1.55]-红暗[-1.35]-红暗[-1.07]-红暗[-0.79]-红暗[-0.28],低-低-低-低-低-高,是,76.11,13.13,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",专业服务,62.77,50.32,-13.76,-12.56,-19.51,-11.93,-14.77,-15.28,-8.65,-2.4,1.45,11.74,5.43,8.33,11.99,9.03,6.38,5.93,15.15,9.15,12.69,17.42,13.38,14.33,16.73,33.08,28.98,36.3,29.99,33.71,17.42,17.36
2024-10-08,301061,匠心家居,fit,压力释放,44.39-41.07-34.58-40.47,低-低-高,7.47%-15.81%-17.04%,19,14.91,1.42,46.81,7.64,35699.0,9.0,41.74,5,📈ema📈res📉adx📈rsi,bull | 13.30% | 未补,,,84.82 | 51.93 | 1.63 | no,n 64｜s 00｜d 1.23%,2,绿暗[+1.45]-绿暗[+0.83]-绿暗[+0.32]-红亮[-0.28]-红亮[-0.61]-绿亮[+0.09],低-低-低-低-低-高,否,79.26,33.79,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",家居用品,163.0,108.29,-13.45,-11.12,-14.34,-7.62,-12.29,-12.02,-11.37,-8.8,-6.06,-5.8,-7.79,-7.05,-5.99,-9.06,-2.05,-1.48,-1.54,-0.86,3.41,5.55,4.09,-0.36,-2.97,-3.38,-4.09,-5.2,-7.71,-8.9,-11.77,-8.9
2024-10-08,301312,智立方,fit,一直释放,28.36-32.21-29.15-34.19,高-低-高,13.56%-9.49%-17.29%,30,40.04,3.81,39.02,16.8,72749.0,28.0,32.45,10,📈ema📈res📉adx📈rsi,bull | 17.52% | 回补,,,100.0 | 99.84 | 1.0 | no,n 29｜s 00｜d 5.29%,6,红亮[-4.59]-红暗[-4.43]-红暗[-3.83]-红暗[-3.42]-红暗[-2.81]-红暗[-1.33],低-低-低-低-低-低,否,78.9,32.06,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",自动化设备,112.98,56.45,-16.2,-17.11,-22.35,-17.9,-19.44,-20.35,-19.52,-15.16,-9.81,-12.66,-13.37,-15.47,-14.08,-11.25,-14.0,-10.07,-11.39,-19.44,-16.14,-11.54,-12.95,-12.75,-11.06,-8.25,-4.99,0.31,-5.57,-7.65,-9.07,-4.57
2024-10-08,600079,ST人福,fit,一直释放,22.05-20.61-20.48-20.33,低-低-低,6.53%-0.63%-0.73%,18,33.66,3.69,22.21,7.71,497295.0,3.0,19.65,13,📈ema📈res📈adx📈rsi,bull | 8.30% | 回补,,,100.0 | 96.41 | 1.04 | no,n 10｜s 00｜d 8.00%,6,红亮[-2.68]-红暗[-2.65]-红暗[-2.42]-红暗[-2.04]-红暗[-1.53]-红暗[-0.72],低-低-低-低-低-高,否,75.3,19.56,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",化学制药,304.08,287.49,-4.32,-2.52,-5.99,-6.21,-6.03,-6.44,-7.47,-5.4,1.44,1.35,-1.4,-3.33,-4.41,-4.01,-3.33,-4.14,-4.41,-5.63,-6.12,-5.72,-4.41,-2.52,-2.84,-3.06,-1.13,-0.27,0.54,4.37,1.22,-0.5
2024-10-08,600096,云天化,fit,一直释放,17.35-20.41-19.75-19.66,高-低-低,17.64%-3.23%-0.46%,22,18.22,3.92,21.54,2.38,947450.0,5.0,19.89,12,📈ema📈res📈adx📈rsi,bull | 8.09% | 未补,,,100.0 | 97.95 | 1.02 | no,n 33｜s 00｜d 3.75%,6,红亮[-1.64]-红暗[-1.52]-红暗[-1.40]-红暗[-1.15]-红暗[-0.78]-红暗[-0.16],低-低-低-低-低-高,是,77.31,16.83,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",农化制品,634.04,634.04,-4.92,-1.81,-3.57,-2.04,-0.84,-1.07,-3.3,-1.81,-0.93,0.19,1.02,0.14,4.04,3.06,1.39,0.84,-0.51,1.02,0.74,1.67,1.25,2.88,1.3,-0.56,-0.79,-1.07,-2.41,-3.57,-5.2,-3.99
2024-10-08,603160,汇顶科技,fit,一直释放,62.87-71.46-70.62-65.6,高-低-低,13.66%-1.18%-7.11%,29,19.36,3.99,76.42,10.08,32773.0,1.0,73.69,46,📈ema📈res📈adx📈rsi,bull | 21.19% | 回补,,,100.0 | 95.66 | 1.05 | no,n 37｜s 00｜d 13.77%,6,红亮[-3.91]-红暗[-3.72]-红暗[-3.56]-红暗[-3.11]-红暗[-2.13]-红暗[-0.18],低-低-低-低-低-高,否,79.87,61.83,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",半导体,315.4,315.4,8.69,2.51,-3.39,6.35,9.42,4.49,8.03,18.91,22.17,17.61,18.16,16.23,15.45,13.53,15.24,18.74,16.96,9.54,10.94,15.83,22.18,22.81,20.99,24.55,22.4,20.49,15.57,10.63,6.45,9.97
2024-10-08,603277,银都股份,fit,压力释放,17.51-18.65-22.31-16.82,高-高-低,6.51%-19.62%-24.61%,20,11.46,1.95,18.17,0.5,49404.0,1.0,16.29,29,📈ema📈res📉adx📈rsi,bull | 2.64% | 未补,,,100.0 | 94.81 | 1.05 | no,n 83｜s 00｜d 2.61%,5,红亮[-0.16]-红暗[-0.14]-红亮[-0.17]-红暗[-0.14]-红暗[-0.01]-绿亮[+0.38],低-低-低-低-低-高,是,70.49,17.36,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",通用设备,88.62,88.05,-9.74,-10.84,-10.24,-7.32,-9.41,-10.9,-9.58,-9.58,-9.91,-9.03,-3.85,-8.64,-7.43,-8.2,-8.53,-10.62,-12.44,-13.1,-12.0,-9.8,-11.45,-10.51,-9.52,-9.19,-9.08,-8.2,-11.61,-11.28,-13.1,-11.83
2024-10-08,603590,康辰药业,fit,一直释放,31.88-31.2-32.25-25.55,低-高-低,2.13%-3.37%-20.78%,29,31.23,3.64,25.8,6.61,51780.0,3.0,23.44,19,📉ema📈res📉adx📈rsi,bull | 10.05% | 回补,,,100.0 | 100.0 | 1.0 | no,n 27｜s 00｜d 9.73%,6,红亮[-2.05]-红暗[-1.94]-红暗[-1.77]-红暗[-1.34]-红暗[-0.84]-红暗[-0.07],低-低-低-低-低-低,是,73.58,27.85,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",生物制品,58.45,58.16,-7.83,-7.71,-11.63,-11.16,-12.75,-13.6,-14.22,-11.86,-11.32,-10.0,-10.81,-10.93,-8.95,-6.09,-9.96,-10.97,-10.47,-11.82,-10.27,-9.19,-8.72,-6.2,-5.93,-4.38,-4.19,-5.16,-7.83,-9.11,-9.3,-7.21
2024-10-08,603703,盛洋科技,fit,一直释放,11.64-10.51-10.41-9.85,低-低-低,9.71%-0.95%-5.38%,25,16.16,2.1,10.48,2.54,238314.0,6.0,9.45,10,📈ema📈res📉adx🗒️rsi,bull | 5.11% | 未补,,,100.0 | 95.56 | 1.05 | no,n 44｜s 00｜d 2.61%,6,红亮[-0.52]-红暗[-0.50]-红暗[-0.48]-红暗[-0.42]-红暗[-0.32]-红暗[-0.09],低-低-低-低-低-高,是,69.71,10.32,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",光学光电子,51.62,51.62,-5.44,-8.11,-13.45,-9.16,-11.26,-11.55,-6.97,-4.58,-3.82,-4.2,-3.82,-3.72,2.39,1.81,-1.15,3.53,5.34,1.15,5.25,12.98,12.6,12.79,13.55,16.41,20.23,22.61,20.04,14.5,8.02,11.07
