日期,代码,名称,条件,释放,PSQ,TSQ,RSQ,BSA,RPT,MZS,现价,涨幅(%),成交量,换手(%),止损,挤压,判断,FVG,AVWAP,BIAS,STO,分数,红色,动能,趋势,放量,RSI,EMA,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2024-10-08,002597,金禾实业,fit,压力释放,19.21-25.81-21.22-23.27,高-低-高,34.36%-17.78%-9.66%,12,13.29,1.18,24.47,-0.33,334872.0,6.0,22.23,6,📈ema📈res📉adx🗒️rsi,bull | 3.11% | 未补,,,85.24 | 58.05 | 1.47 | no,n 50｜s 00｜d 2.77%,0,绿暗[+1.21]-绿暗[+1.09]-绿暗[+0.76]-绿暗[+0.59]-绿亮[+0.68]-绿亮[+0.94],低-低-低-低-低-高,否,68.35,19.63,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",化学制品,130.66,130.31,-8.99,-7.52,-6.38,-6.74,-9.64,-8.34,-10.42,-8.13,-7.19,-6.09,-6.38,-6.82,-5.39,-6.46,-8.01,-8.26,-9.32,-9.48,-6.17,-5.68,-0.29,2.45,-1.1,-1.19,-0.9,0.08,-0.29,0.0,-2.25,1.47
2024-10-08,002617,露笑科技,fit,一直释放,5.95-5.95-6.02-6.16,高-高-高,0.00%-1.18%-2.33%,32,23.69,4.43,7.1,10.08,1497533.0,8.0,6.36,14,📈ema📈res📈adx📈rsi,bull | 11.43% | 回补,,,100.0 | 91.72 | 1.09 | no,n 31｜s 00｜d 6.09%,6,红亮[-0.42]-红暗[-0.39]-红暗[-0.36]-红暗[-0.32]-红暗[-0.21]-红暗[-0.01],低-低-低-低-低-高,是,80.63,5.54,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",电力,146.53,144.13,-7.89,-9.58,-14.93,-12.68,-15.35,-16.62,-17.46,-13.66,-11.41,-11.97,-10.7,-12.25,-7.89,-7.61,-9.01,-9.58,-6.2,-10.14,-9.15,-7.61,1.69,5.35,7.75,10.99,6.76,3.52,-1.69,-2.11,-7.32,-3.1
2024-10-08,002639,雪人集团,fit,一直释放,8.13-7.51-5.28-5.88,低-低-高,7.63%-29.69%-11.36%,23,19.27,3.83,6.56,7.19,474654.0,7.0,5.93,14,📈ema📈res📉adx📈rsi,bull | 6.96% | 未补,,,100.0 | 99.22 | 1.01 | no,n 24｜s 00｜d 2.32%,6,红亮[-0.42]-红暗[-0.41]-红暗[-0.37]-红暗[-0.28]-红暗[-0.18]-红暗[-0.01],低-低-低-低-低-高,是,80.65,6.09,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",通用设备,131.73,110.93,-9.15,-8.54,-12.8,-10.98,-12.65,-12.65,-12.96,-11.28,-10.21,-8.99,-8.54,-7.47,-4.42,-1.83,-3.96,-4.42,-2.9,-6.55,-1.83,1.83,5.34,14.79,10.21,9.45,6.4,5.34,2.13,0.91,-1.68,2.9
2024-10-08,002655,共达电声,fit,一直释放,10.92-12.74-11.13-10.95,高-低-低,16.67%-12.64%-1.62%,20,21.8,3.64,12.5,10.04,330114.0,9.0,11.14,11,📈ema📈res📈adx📈rsi,bull | 10.60% | 回补,,,100.0 | 97.92 | 1.02 | no,n 38｜s 00｜d 3.71%,6,红亮[-0.75]-红暗[-0.72]-红暗[-0.67]-红暗[-0.63]-红暗[-0.49]-红暗[-0.14],低-低-低-低-低-高,是,78.12,10.64,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",消费电子,63.91,63.89,-9.2,-7.2,-12.48,-4.72,-4.32,1.6,6.72,8.08,8.4,10.88,9.04,15.92,19.12,18.32,14.96,15.52,15.84,8.32,11.04,12.24,9.36,11.76,10.8,14.56,13.28,12.32,8.24,9.36,2.64,5.92
2024-10-08,002755,奥赛康,fit,压力释放,11.59-10.7-10.44-11.48,低-低-高,7.68%-2.43%-9.96%,30,17.99,1.94,12.95,10.12,145429.0,2.0,11.46,20,📈ema📈res📉adx📈rsi,bull | 10.20% | 未补,,,99.81 | 75.46 | 1.32 | no,n 76｜s 00｜d 3.63%,6,红亮[-0.60]-红暗[-0.59]-红亮[-0.59]-红暗[-0.55]-红暗[-0.40]-红暗[-0.09],低-低-低-低-低-高,是,76.21,10.03,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",化学制药,142.84,142.84,-4.71,-4.56,-3.47,-1.7,1.85,1.16,4.71,10.89,12.82,8.88,4.32,4.09,4.25,5.1,0.93,1.7,1.7,1.39,0.39,2.39,2.63,3.32,0.39,1.62,2.01,-0.46,-2.39,2.93,-3.24,-0.69
2024-10-08,002897,意华股份,fit,一直释放,39.79-51.58-43.1-37.68,高-低-低,29.63%-16.44%-12.58%,30,20.38,2.08,41.89,6.05,212649.0,13.0,36.71,9,📈ema📈res📉adx📈rsi,bull | 5.09% | 回补,,,100.0 | 99.25 | 1.01 | no,n 78｜s 00｜d 1.39%,6,红亮[-1.97]-红暗[-1.95]-红暗[-1.83]-红暗[-1.70]-红暗[-1.21]-红暗[-0.05],低-低-低-低-低-高,是,76.53,35.75,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",通信设备,117.82,110.86,-9.52,-7.93,-12.53,-8.4,-9.14,-12.75,-7.38,1.91,3.13,2.24,0.1,-0.95,5.94,1.93,0.64,1.89,1.17,-5.56,2.15,12.39,15.09,12.37,11.89,17.45,12.08,11.96,6.71,2.63,-3.6,-0.05
2024-10-08,002930,宏川智慧,fit,一直释放,15.78-15.29-11.77-11.48,低-低-低,3.11%-23.02%-2.46%,21,29.86,4.1,12.19,3.48,134109.0,3.0,11.33,11,📉ema📈res📈adx📈rsi,bull | 9.94% | 回补,,,100.0 | 100.0 | 1.0 | no,n 13｜s 00｜d 2.94%,6,红亮[-0.98]-红暗[-0.95]-红暗[-0.88]-红暗[-0.79]-红暗[-0.54]-红暗[-0.08],低-低-低-低-低-高,是,75.94,14.06,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",物流,65.7,62.14,-9.19,-7.55,-10.17,-8.86,-11.65,-10.5,-9.76,-8.86,-8.45,-2.3,-3.45,-5.17,-5.17,-3.12,-8.2,-9.27,-9.35,-10.66,-8.45,-7.88,-6.48,-4.35,-3.04,-3.36,0.08,-0.57,-3.04,-5.25,-3.86,-2.71
2024-10-08,003041,真爱美家,fit,一直释放,12.27-13.61-13.56-11.22,高-低-低,10.92%-0.37%-17.26%,16,23.03,3.18,11.99,6.29,39378.0,3.0,10.93,6,📈ema📈res📉adx📈rsi,bull | 7.60% | 未补,,,100.0 | 99.71 | 1.0 | no,n 38｜s 00｜d 0.98%,6,红亮[-0.55]-红暗[-0.54]-红暗[-0.51]-红暗[-0.43]-红暗[-0.29]-红暗[-0.01],低-低-低-低-低-高,是,80.94,11.87,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",服装家纺,72.55,68.93,-7.26,-5.92,-7.92,-7.42,-9.01,-7.51,-8.84,-5.59,-7.34,-6.84,-7.09,-7.09,-6.09,-3.25,-4.5,-5.75,-4.92,-7.34,-5.67,-4.42,-5.09,-3.17,0.83,1.25,-2.0,-0.83,-1.08,1.0,-2.34,0.83
2024-10-08,300158,振东制药,fit,一直释放,5.33-5.46-4.2-4.9,高-低-高,2.44%-23.08%-16.67%,36,56.55,3.47,5.09,13.36,1022372.0,10.0,4.33,20,📈ema📈res📈adx📈rsi,bull | 15.95% | 回补,,,100.0 | 97.53 | 1.03 | no,n 34｜s 00｜d 13.24%,6,红亮[-0.48]-红暗[-0.47]-红暗[-0.43]-红暗[-0.37]-红暗[-0.26]-红暗[-0.06],低-低-低-低-低-低,是,77.43,4.75,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",中药Ⅱ,61.72,61.68,-13.75,-12.38,-17.09,-15.72,-17.29,-17.68,-18.86,-16.7,-15.13,-11.79,-12.57,-7.86,-4.91,2.95,-2.95,-6.09,-5.5,-4.91,-3.73,-2.75,-2.75,2.55,1.96,3.14,5.11,3.34,-0.98,-3.54,-2.95,-2.36
2024-10-08,300181,佐力药业,fit,一直释放,12.83-16.19-15.82-14.72,高-低-低,26.13%-2.30%-6.95%,29,32.35,5.02,16.59,11.33,625340.0,10.0,14.75,19,📈ema📈res📈adx📈rsi,bull | 16.67% | 未补,,,100.0 | 100.0 | 1.0 | no,n 15｜s 00｜d 15.56%,6,红暗[-1.89]-红暗[-1.70]-红暗[-1.45]-红暗[-1.16]-红暗[-0.73]-红暗[-0.01],低-低-低-低-低-高,是,79.03,12.46,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",中药Ⅱ,109.0,93.69,-10.35,-8.66,-13.66,-11.4,-11.74,-12.97,-9.88,-8.2,-6.05,-3.72,-6.4,-6.34,-6.1,1.28,-2.27,-3.43,-5.23,-6.51,-7.5,-5.58,-6.8,0.47,-0.47,3.49,2.5,0.0,-2.5,-6.22,-6.22,-3.43
