日期,代码,名称,现价,涨幅(%),成交量,换手(%),吸筹天数,吸筹强度,均线偏离,均线斜率,条件,参组,参数,行业,总市值(亿),流通市值(亿)
2026-06-22,000682,东方电子,13.71,6.61,398878.0,,34,3.78%,+8.87%,+15.63%,fit,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false, ""utb_window"": 1}, ""mfa"": {""recent"": 100, ""active"": 25}, ""trend"": {""ema"": 200, ""distance"": 0.12, ""trend_period"": 150, ""pullback_days"": 10}}",电网设备,169.33,169.31
2026-06-22,000685,中山公用,11.48,4.74,225826.0,,41,100.0%,+2.62%,+13.91%,fit,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false, ""utb_window"": 1}, ""mfa"": {""recent"": 100, ""active"": 25}, ""trend"": {""ema"": 200, ""distance"": 0.12, ""trend_period"": 150, ""pullback_days"": 10}}",环境治理,161.52,137.31
2026-06-22,000987,越秀资本,8.23,10.03,866424.0,,53,62.18%,+0.17%,+16.62%,fit,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false, ""utb_window"": 1}, ""mfa"": {""recent"": 100, ""active"": 25}, ""trend"": {""ema"": 200, ""distance"": 0.12, ""trend_period"": 150, ""pullback_days"": 10}}",多元金融,424.95,424.72
2026-06-22,002346,柘中股份,20.27,9.98,58614.0,,37,53.28%,+11.31%,+28.48%,fit,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false, ""utb_window"": 1}, ""mfa"": {""recent"": 100, ""active"": 25}, ""trend"": {""ema"": 200, ""distance"": 0.12, ""trend_period"": 150, ""pullback_days"": 10}}",电网设备,85.62,76.27
2026-06-22,600108,亚盛集团,3.85,6.65,2757691.0,,39,45.08%,+2.78%,+26.54%,fit,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false, ""utb_window"": 1}, ""mfa"": {""recent"": 100, ""active"": 25}, ""trend"": {""ema"": 200, ""distance"": 0.12, ""trend_period"": 150, ""pullback_days"": 10}}",种植业,94.43,94.43
2026-06-22,601198,东兴证券,13.31,3.98,273542.0,,43,92.85%,+5.04%,+16.17%,fit,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false, ""utb_window"": 1}, ""mfa"": {""recent"": 100, ""active"": 25}, ""trend"": {""ema"": 200, ""distance"": 0.12, ""trend_period"": 150, ""pullback_days"": 10}}",证券Ⅱ,406.32,406.32
2026-06-22,603727,博迈科,16.88,6.57,57090.0,,29,14.33%,+4.43%,+18.11%,fit,mfa,"{""utb"": {""key_value"": 3, ""atr_period"": 14, ""use_ha"": false, ""utb_window"": 1}, ""mfa"": {""recent"": 100, ""active"": 25}, ""trend"": {""ema"": 200, ""distance"": 0.12, ""trend_period"": 150, ""pullback_days"": 10}}",油服工程,59.39,59.39
