日期,代码,名称,现价,涨幅(%),成交量,条件,参组,参数,行业,总市值(亿),流通市值(亿)
2026-09-17,300137,先河环保,10.55,5.71,401726.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",环保设备Ⅱ,67.93,67.1
2026-09-17,300357,我武生物,19.25,1.21,67997.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",生物制品,133.51,123.44
2026-09-17,300383,光环新网,11.31,2.45,408423.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",通信服务,311.52,310.82
2026-09-17,300777,中简科技,21.01,0.05,41675.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",航空装备Ⅱ,156.14,150.43
2026-09-17,300882,万胜智能,13.32,0.76,16415.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",电网设备,60.85,56.62
2026-09-17,600933,爱柯迪,13.25,6.77,202040.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",汽车零部件,174.4,165.47
2026-09-17,603035,常熟汽饰,10.1,0.7,32273.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",汽车零部件,50.12,50.12
2026-09-17,603786,科博达,37.2,1.86,18834.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",汽车零部件,219.09,219.09
2026-09-17,603809,豪能股份,8.52,1.55,70758.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",汽车零部件,97.09,97.09
