日期,代码,名称,现价,涨幅(%),成交量,条件,参组,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2026-09-16,000049,德赛电池,22.27,1.69,49880.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",电池,105.47,105.44,-0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-16,000099,中信海直,13.01,0.39,47728.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",航空机场,133.82,133.82,-1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-16,000885,城发环境,11.7,0.17,26546.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",环境治理,88.67,88.67,-0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-16,000970,中科三环,11.34,1.07,153951.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",金属新材料,142.6,142.6,-1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-16,002009,天奇股份,15.45,1.85,66265.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",专用设备,96.9,85.31,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-16,002206,海 利 得,4.98,0.81,63196.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",化学纤维,70.55,51.78,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-16,002255,海陆重工,7.65,1.06,59619.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",其他电源设备Ⅱ,93.81,72.03,-1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-16,002956,西麦食品,16.74,9.99,101862.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",休闲食品,57.58,57.57,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-16,300296,利亚德,4.88,1.46,319000.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",光学光电子,202.04,169.43,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-16,300376,易事特,4.17,0.72,135726.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",其他电源设备Ⅱ,148.77,148.72,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-16,300438,鹏辉能源,51.6,1.88,132454.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",电池,293.9,235.99,-0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-16,300617,安靠智电,35.5,2.16,27750.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",电网设备,97.92,82.09,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-16,300682,朗新科技,8.99,1.01,97596.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",IT服务Ⅱ,176.83,169.26,-0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-16,301050,雷电微力,27.38,2.24,32952.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",军工电子Ⅱ,112.04,95.34,-0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-16,301268,铭利达,11.78,1.55,18530.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",通用设备,86.21,74.21,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-16,301327,华宝新能,39.78,0.2,15092.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",电池,133.02,133.02,-1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-16,301391,卡莱特,42.43,1.87,12450.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",计算机设备,65.0,63.51,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-16,600058,五矿发展,9.15,2.01,64835.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",贸易Ⅱ,123.27,123.27,-1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-16,600143,金发科技,13.0,0.31,242650.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",塑料,448.18,448.18,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-16,600329,达仁堂,34.11,0.09,16860.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",中药Ⅱ,339.0,249.63,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-16,600363,联创光电,15.46,3.48,252161.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",消费电子,228.19,228.19,-1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-16,603013,亚普股份,14.3,0.7,16199.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",汽车零部件,102.1,102.1,-0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-16,603131,上海沪工,13.8,2.99,112531.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",通用设备,67.75,67.75,-2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-16,603173,福斯达,28.28,1.87,6810.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",专用设备,64.85,64.85,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-16,605056,咸亨国际,12.95,1.57,40983.0,fit,suf,"{""suf"": {""timeframe"": ""d""}}",通用设备,96.21,94.8,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
