日期,代码,名称,条件,释放,PSQ,TSQ,RSQ,BSA,RPT,MZS,现价,涨幅(%),成交量,换手(%),止损,挤压,判断,FVG,AVWAP,BIAS,STO,分数,红色,动能,趋势,放量,ATH,RSI,EMA,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2025-11-12,000028,国药一致,fit,压力释放,26.25-26.36-26.91-25.74,高-高-低,0.42%-2.09%-4.35%,14,2.35,1.33,25.94,0.15,57114.0,1.0,25.62,15,📈ema📈res📉adx🗒️rsi,bull | 0.31% | 未补,25.36,2.29,100.0 | 88.01 | 1.14 | no,n 93｜s 00｜d 0.60%,0,绿暗[+0.19]-绿暗[+0.17]-绿亮[+0.17]-绿亮[+0.21]-绿亮[+0.25]-绿亮[+0.30],低-低-低-低-高-高,否,否,63.56,25.31,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",医药商业,143.04,122.86,0.19,0.73,-0.81,-1.31,-1.85,-1.93,-4.24,-3.66,-3.62,-3.32,-3.7,-4.09,-3.28,-2.85,-2.31,-3.05,-3.01,-3.47,-4.12,-3.78,-3.86,-4.82,-5.13,-5.9,-5.32,-3.2,-3.59,-4.2,-4.51,-4.47
2025-11-12,000061,农 产 品,fit,压力释放,6.77-6.97-10.0-9.39,高-高-低,2.95%-43.47%-6.10%,15,13.96,1.31,10.18,10.05,1066956.0,6.0,8.91,7,📈ema📈res📈adx📈rsi,bull | 10.00% | 未补,7.95,28.05,68.07 | 35.37 | 1.92 | yes,n 40｜s 00｜d 1.32%,1,绿暗[+0.29]-绿暗[+0.23]-绿暗[+0.15]-绿暗[+0.07]-红亮[-0.02]-绿亮[+0.07],低-低-低-低-低-低,是,是,71.5,7.03,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",一般零售,154.23,131.85,0.2,0.59,1.67,3.44,1.38,-0.1,-1.87,-2.36,-2.85,-6.09,-7.47,-6.19,-5.21,-6.78,-8.25,-8.74,-7.86,-8.35,-8.06,-6.09,-9.33,-9.33,-0.29,-2.75,-3.05,-7.47,-5.3,-3.93,-5.3,-3.83
2025-11-12,000423,东阿阿胶,fit,压力释放,54.53-51.27-51.83-48.5,低-高-低,5.98%-1.09%-6.42%,14,3.61,1.23,49.19,0.72,87083.0,1.0,48.11,20,📉ema📈res📉adx🗒️rsi,no | no | 未补,50.67,-2.92,98.96 | 94.25 | 1.05 | no,n 98｜s 00｜d 0.74%,0,绿暗[+0.32]-绿暗[+0.31]-绿暗[+0.22]-绿亮[+0.26]-绿亮[+0.31]-绿亮[+0.37],低-低-低-低-高-高,否,否,62.7,52.43,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",中药Ⅱ,359.79,359.16,-0.08,-0.04,-1.24,-1.59,-1.79,-1.26,-2.11,-2.87,-3.15,-3.8,-3.94,-3.9,-3.88,-3.46,-2.56,-3.09,-2.32,-2.68,-4.0,-2.72,-1.65,-0.63,-0.75,-1.75,-1.02,-0.39,-0.98,0.12,-0.04,-0.24
2025-11-12,002109,兴化股份,fit,压力释放,4.64-3.79-4.3-3.98,低-高-低,18.32%-13.46%-7.44%,14,10.25,1.02,3.99,-0.5,192975.0,2.0,3.79,14,📈ema📈res📉adx🗒️rsi,no | no | 未补,3.84,3.91,97.16 | 96.85 | 1.0 | no,n 92｜s 00｜d 0.95%,2,红暗[-0.00]-红暗[-0.00]-绿亮[+0.02]-绿亮[+0.04]-绿亮[+0.07]-绿亮[+0.11],低-低-低-低-低-高,否,否,61.65,3.54,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",化学原料,62.92,62.92,0.75,1.0,1.25,-1.25,-1.75,-3.26,-12.53,-12.03,-11.03,-11.28,-9.52,-6.52,-5.01,-4.76,-5.26,-8.02,-6.77,-6.02,-9.52,-9.02,-9.77,-10.53,-10.03,-12.03,-10.53,-10.53,-9.02,-7.27,-9.52,-9.27
2025-11-12,002382,蓝帆医疗,fit,压力释放,5.85-6.58-6.85-5.78,高-高-低,12.48%-4.10%-15.62%,17,7.64,1.57,5.82,0.87,138989.0,1.0,5.63,15,📈ema📈res📉adx🗒️rsi,no | no | 未补,5.88,-1.02,100.0 | 92.72 | 1.08 | no,n 94｜s 00｜d 0.98%,3,绿暗[+0.00]-红亮[-0.00]-红亮[-0.01]-红暗[-0.01]-绿亮[+0.01]-绿亮[+0.04],低-低-低-低-低-低,否,否,62.17,5.51,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",医疗器械,77.85,77.28,0.86,1.89,0.52,-0.52,-1.55,0.0,-4.12,-2.23,-2.92,-3.61,-1.2,-1.55,-2.23,-3.09,-3.78,-6.19,-5.67,-6.53,-7.22,-8.25,-10.82,-10.65,-1.72,-4.3,-4.64,-5.15,-2.41,-4.3,-6.7,-6.53
2025-11-12,002413,雷科防务,fit,压力释放,5.79-6.39-6.6-5.64,高-高-低,10.36%-3.29%-14.55%,24,6.82,0.65,5.75,1.23,505483.0,4.0,5.39,8,📈ema📈res📉adx🗒️rsi,no | no | 未补,5.59,2.86,75.41 | 70.97 | 1.06 | no,n 93｜s 00｜d 1.04%,0,绿暗[+0.10]-绿暗[+0.08]-绿暗[+0.08]-绿亮[+0.08]-绿亮[+0.12]-绿亮[+0.12],低-低-低-低-高-高,否,否,58.28,5.2,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",军工电子Ⅱ,167.95,164.91,-0.17,0.52,2.43,0.7,4.17,2.43,0.7,10.78,21.91,34.09,21.04,33.22,46.61,61.22,52.35,44.35,52.87,54.61,70.09,57.91,62.61,57.74,73.57,68.35,59.13,59.48,61.04,58.96,49.91,55.65
2025-11-12,300658,延江股份,fit,压力释放,6.6-6.69-8.54-9.95,高-高-高,1.35%-27.60%-16.53%,24,28.06,0.81,9.97,12.15,328207.0,15.0,8.34,20,📈ema📈res📉adx📈rsi,no | no | 未补,7.45,33.83,74.12 | 79.82 | 0.93 | no,n 37｜s 00｜d 2.03%,3,红暗[-0.28]-红暗[-0.16]-红暗[-0.02]-绿亮[+0.19]-绿亮[+0.37]-绿亮[+0.44],低-低-低-低-低-低,是,是,70.08,6.68,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",个护用品,82.39,55.84,-2.71,-3.71,6.32,9.23,4.21,3.41,-1.6,3.21,3.01,6.12,12.84,20.06,17.55,22.67,19.26,15.85,17.55,15.45,19.06,13.94,11.53,19.16,25.58,22.67,19.96,15.45,17.35,24.57,24.27,34.3
2025-11-12,301069,凯盛新材,fit,压力释放,17.62-26.54-24.44-25.43,高-低-高,50.59%-7.90%-4.04%,12,21.34,1.41,26.24,-1.09,376870.0,10.0,24.11,5,📈ema📈res📈adx🗒️rsi,bull | 4.45% | 未补,21.27,23.35,88.21 | 71.5 | 1.23 | no,n 48｜s 00｜d 1.53%,4,绿暗[+0.23]-红亮[-0.07]-红亮[-0.41]-红暗[-0.37]-红暗[-0.26]-绿亮[+0.03],低-低-低-低-低-高,否,否,62.69,18.1,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",化学原料,95.08,89.54,10.92,11.45,13.74,2.34,-1.2,-3.26,-9.59,-9.59,-2.08,-2.31,-2.01,1.92,-1.55,-3.11,-5.47,-0.52,-0.44,-1.17,-2.84,2.57,-0.02,-2.69,0.7,-4.1,-1.93,2.15,8.13,7.83,11.87,10.15
2025-11-12,301189,奥尼电子,fit,一直释放,27.99-39.5-35.88-37.96,高-低-高,41.12%-9.16%-5.80%,11,16.98,0.33,39.4,12.7,100166.0,9.0,33.07,10,📈ema📈res📉adx🗒️rsi,bull | 3.60% | 未补,30.74,28.17,45.5 | 20.16 | 2.26 | yes,n 48｜s 00｜d 1.26%,0,绿暗[+1.66]-绿暗[+1.48]-绿暗[+1.26]-绿暗[+0.82]-绿暗[+0.34]-绿暗[+0.24],低-低-低-低-低-低,是,是,67.44,28.13,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",消费电子,54.93,52.74,1.6,-2.34,-4.75,-7.16,-10.41,-11.42,-16.75,-4.64,-4.31,1.75,7.56,10.33,5.79,4.59,4.87,1.52,1.98,4.21,1.95,0.43,-1.47,-1.55,-1.09,-2.66,-1.29,-1.52,-1.22,-0.56,-0.84,-0.51
2025-11-12,600007,中国国贸,fit,压力释放,21.21-21.13-22.48-20.75,低-高-低,0.38%-6.39%-7.70%,15,3.34,1.55,21.09,1.35,26785.0,0.0,20.49,11,📉ema📈res📉adx🗒️rsi,bull | 0.29% | 回补,20.81,1.35,100.0 | 97.73 | 1.02 | no,n 94｜s 00｜d 0.63%,1,红暗[-0.00]-绿亮[+0.05]-绿亮[+0.08]-绿亮[+0.12]-绿亮[+0.17]-绿亮[+0.23],低-低-低-低-低-高,否,否,65.46,21.2,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",房地产开发,202.87,202.87,-0.66,-0.66,-1.33,-1.71,-1.28,-0.66,-0.57,-0.9,-2.04,-4.27,-4.93,-4.93,-5.74,-5.6,-5.5,-6.97,-5.97,-6.59,-8.49,-8.39,-10.1,-11.05,-10.15,-9.29,-10.29,-10.38,-9.91,-9.63,-9.15,-8.2
