日期,代码,名称,条件,释放,PSQ,TSQ,RSQ,BSA,RPT,MZS,现价,涨幅(%),成交量,换手(%),止损,挤压,判断,FVG,AVWAP,BIAS,STO,分数,红色,动能,趋势,放量,ATH,RSI,EMA,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2025-11-07,000157,中联重科,fit,压力释放,7.48-8.22-7.68-8.44,高-低-高,9.89%-6.57%-9.90%,18,7.24,1.31,8.63,0.0,780529.0,1.0,8.31,12,📈ema📈res📉adx📈rsi,bull | 1.31% | 未补,7.56,14.15,100.0 | 83.3 | 1.2 | no,n 74｜s 00｜d 2.41%,3,绿暗[+0.02]-红亮[-0.00]-红亮[-0.00]-红亮[-0.01]-绿亮[+0.03]-绿亮[+0.10],低-低-低-低-低-高,否,否,70.28,7.33,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",工程机械,735.13,600.99,-1.39,-2.2,-3.59,-3.24,-4.4,-6.26,-7.3,-6.72,-7.42,-9.39,-8.57,-7.88,-5.56,-7.18,-6.37,-6.37,-5.21,-4.4,-2.55,0.12,-0.58,-1.62,0.35,-0.93,0.46,-0.7,-3.01,-2.09,-2.78,-2.55
2025-11-07,000811,冰轮环境,fit,压力释放,10.02-12.66-15.33-14.95,高-高-低,26.35%-21.09%-2.48%,18,16.34,0.81,15.07,-0.2,384045.0,4.0,14.24,17,📈ema📈res📉adx🗒️rsi,bull | 1.09% | 未补,12.05,25.06,89.62 | 74.13 | 1.21 | no,n 73｜s 00｜d 1.69%,0,绿亮[+0.00]-绿亮[+0.08]-绿亮[+0.11]-绿暗[+0.08]-绿亮[+0.15]-绿亮[+0.33],高-低-低-低-低-高,否,否,60.94,11.03,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",通用设备,179.64,177.09,0.73,2.19,-4.98,-3.92,-5.77,-5.31,-7.3,-7.9,-8.29,-11.48,-11.48,-10.48,-10.75,-11.55,-10.09,-8.89,-10.48,-11.21,-11.15,-2.26,7.5,14.27,15.99,15.79,20.77,12.34,9.69,11.88,8.63,9.42
2025-11-07,000912,泸天化,fit,压力释放,5.21-4.86-4.61-4.41,低-低-低,6.72%-5.14%-4.34%,30,7.56,2.65,4.87,9.93,450465.0,3.0,4.3,5,📈ema📈res📉adx📈rsi,bull | 0.92% | 回补,4.61,5.64,90.16 | 80.87 | 1.11 | no,n 95｜s 00｜d 0.75%,0,绿暗[+0.09]-绿暗[+0.07]-绿亮[+0.07]-绿暗[+0.06]-绿暗[+0.05]-绿亮[+0.05],低-低-高-低-低-高,是,否,78.91,4.58,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",农化制品,87.65,87.65,-0.41,-0.82,-3.7,-2.46,-3.49,-2.87,-5.54,-4.11,-5.75,-11.7,-12.32,-10.68,-9.86,-10.27,-8.62,-9.45,-8.42,-9.24,-11.5,-9.45,-10.27,-12.32,-12.11,-14.17,-15.4,-14.58,-15.61,-15.2,-14.78,-13.96
2025-11-07,000959,首钢股份,fit,压力释放,4.55-4.33-5.08-4.42,低-高-低,4.84%-17.32%-12.99%,18,8.87,1.35,4.51,2.04,553125.0,1.0,4.25,10,📈ema📈res📉adx🗒️rsi,bull | 1.62% | 未补,4.02,12.19,100.0 | 98.83 | 1.01 | no,n 56｜s 00｜d 1.18%,5,红暗[-0.07]-红暗[-0.05]-红暗[-0.04]-红暗[-0.03]-红暗[-0.00]-绿亮[+0.05],低-低-低-低-低-高,否,否,65.33,3.7,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",普钢,362.16,347.99,-0.89,-0.89,-1.33,0.67,0.89,2.66,-1.33,-0.67,-2.0,-6.21,-5.54,-7.54,-9.09,-9.98,-7.98,-4.66,-1.33,-0.22,-1.55,0.0,0.44,-4.43,-4.88,-5.99,-4.88,-2.66,-3.55,-2.44,-2.44,1.55
2025-11-07,002039,黔源电力,fit,压力释放,16.44-16.76-16.88-18.43,高-高-高,1.95%-0.72%-9.18%,19,6.66,1.59,18.74,-2.24,105152.0,2.0,18.2,8,📈ema📈res📈adx🗒️rsi,no | no | 未补,16.4,14.27,83.38 | 74.25 | 1.12 | no,n 50｜s 00｜d 2.40%,0,绿暗[+0.46]-绿暗[+0.36]-绿暗[+0.36]-绿暗[+0.34]-绿亮[+0.37]-绿亮[+0.47],低-低-低-低-高-高,否,否,64.42,15.82,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",电力,87.39,87.39,-1.01,-0.48,-1.01,-2.4,-3.68,-4.48,-4.22,-3.26,-4.32,-5.92,-5.66,-5.39,-5.44,-3.58,-4.43,-3.42,-2.13,-1.28,-0.96,-1.65,-2.88,-2.4,-1.65,-2.24,-1.97,-0.32,-1.49,-1.39,-1.39,-1.39
2025-11-07,002270,华明装备,fit,一直释放,15.35-17.25-17.96-20.36,高-高-高,12.38%-4.12%-13.36%,54,14.51,0.47,28.0,2.9,338490.0,4.0,25.52,26,📈ema📈res📈adx📈rsi,no | no | 未补,19.65,42.49,82.57 | 56.97 | 1.45 | no,n 23｜s 00｜d 26.69%,0,绿亮[+3.41]-绿暗[+3.35]-绿暗[+3.24]-绿暗[+3.04]-绿暗[+2.95]-绿暗[+2.90],高-高-高-高-高-高,否,是,72.97,17.13,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",电网设备,245.92,245.92,-2.86,-6.5,-4.0,-5.21,-7.61,-9.64,-9.86,-10.71,-10.64,-14.25,-13.25,-13.25,-13.75,-13.57,-11.86,-12.39,-13.75,-12.54,-12.25,-9.29,-9.86,-11.79,-11.82,-12.46,-9.43,-9.54,-10.21,-9.82,-10.71,-9.82
2025-11-07,002339,积成电子,fit,压力释放,8.8-8.45-8.94-8.43,低-高-低,3.98%-5.80%-5.70%,16,8.77,1.66,8.68,-0.34,186798.0,4.0,8.37,27,📈ema📈res📉adx🗒️rsi,no | no | 未补,7.9,9.87,98.36 | 96.46 | 1.02 | no,n 86｜s 00｜d 2.83%,0,绿暗[+0.26]-绿暗[+0.21]-绿亮[+0.21]-绿亮[+0.23]-绿亮[+0.27]-绿亮[+0.33],低-低-低-高-高-高,否,否,65.74,7.62,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",电网设备,54.79,52.04,0.35,2.3,1.38,1.27,0.12,-0.46,-2.42,-5.18,-7.03,-13.48,-10.94,-9.68,-11.06,-10.48,-8.29,-8.41,-8.18,-8.41,-9.33,-7.03,-5.3,4.15,-0.23,-0.12,2.19,2.53,2.88,1.38,-0.92,4.15
2025-11-07,002455,百川股份,fit,压力释放,7.53-7.11-7.32-7.59,低-高-高,5.58%-2.95%-3.69%,25,12.44,1.71,7.66,5.36,554548.0,11.0,7.01,5,📈ema📈res📉adx🗒️rsi,no | no | 未补,7.1,7.89,95.47 | 90.53 | 1.05 | no,n 69｜s 42｜d 0.29%,5,红暗[-0.29]-红暗[-0.25]-红暗[-0.20]-红暗[-0.13]-红暗[-0.04]-绿亮[+0.03],低-低-低-低-低-低,是,否,67.26,7.3,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",化学制品,85.63,74.82,1.04,3.39,1.96,5.87,4.05,5.74,1.44,2.35,12.53,5.09,2.87,4.57,3.52,3.0,5.74,5.09,3.39,-0.52,-6.4,-6.27,-7.05,-8.75,-10.18,-10.7,-11.75,-11.23,-13.84,-12.92,-13.19,-11.75
2025-11-07,002573,清新环境,fit,一直释放,4.36-4.19-4.21-4.15,低-高-低,3.90%-0.48%-1.43%,32,11.56,0.73,4.17,1.46,115394.0,1.0,4.03,26,📈ema📈res📉adx🗒️rsi,no | no | 未补,3.97,5.04,88.58 | 80.86 | 1.1 | no,n 49｜s 00｜d 2.72%,0,绿暗[+0.15]-绿暗[+0.14]-绿暗[+0.14]-绿暗[+0.14]-绿暗[+0.13]-绿暗[+0.13],低-低-低-低-低-低,否,否,66.3,3.91,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",环境治理,54.49,54.39,0.24,0.48,0.24,0.24,0.72,0.72,-0.96,-2.64,-2.16,-7.67,-8.39,-8.63,-8.87,-8.87,-7.19,-7.43,-7.43,-7.43,-8.39,-6.71,-5.76,-7.67,-7.91,-9.11,-10.07,-9.83,-10.79,-10.55,-10.07,-9.11
2025-11-07,002768,国恩股份,fit,压力释放,27.03-27.22-52.1-53.5,高-高-高,0.70%-91.40%-2.69%,29,20.47,1.19,58.88,9.99,70085.0,4.0,50.28,37,📈ema📈res📈adx🗒️rsi,bull | 3.95% | 未补,37.8,55.77,78.79 | 63.36 | 1.24 | no,n 41｜s 00｜d 6.00%,0,绿亮[+2.28]-绿亮[+2.36]-绿亮[+2.45]-绿暗[+2.30]-绿亮[+2.30]-绿亮[+2.67],低-低-高-低-低-高,是,是,69.65,33.02,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",塑料,149.66,87.81,-1.36,8.19,3.43,1.09,-4.59,-6.3,-4.93,-5.1,-9.77,-15.59,-16.78,-16.24,-15.4,-14.72,-13.2,-11.68,-12.62,-13.13,-8.58,-8.17,-7.9,-9.65,-8.17,-10.85,-11.31,-10.56,-11.36,-9.12,-9.82,-10.67
