日期,代码,名称,条件,释放,PSQ,TSQ,RSQ,BSA,RPT,MZS,现价,涨幅(%),成交量,换手(%),止损,挤压,判断,FVG,AVWAP,BIAS,STO,分数,红色,动能,趋势,放量,ATH,RSI,EMA,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2025-02-27,000058,深 赛 格,fit,一直释放,8.11-11.82-11.1-8.39,高-低-低,45.75%-6.09%-24.41%,13,7.02,0.27,8.86,10.06,136495.0,1.0,7.79,13,📈ema📈res📉adx🗒️rsi,bull | 0.37% | 回补,,,45.36 | 26.28 | 1.73 | no,n 58｜s 00｜d 3.51%,0,绿暗[+0.47]-绿暗[+0.41]-绿暗[+0.35]-绿暗[+0.28]-绿暗[+0.23]-绿暗[+0.19],低-低-低-低-低-低,否,否,67.13,7.08,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",一般零售,100.34,80.26,-5.42,4.06,3.39,5.64,6.43,0.9,2.82,3.27,4.18,0.0,1.13,0.23,-0.23,-1.02,-2.26,-3.61,-7.34,-7.0,-5.98,-6.09,-8.13,-8.58,-5.87,-6.88,-6.09,-15.46,-16.59,-15.12,-12.53,-9.03
2025-02-27,000898,鞍钢股份,fit,压力释放,2.71-2.66-2.77-2.47,低-高-低,1.85%-4.14%-10.83%,12,6.01,0.7,2.54,1.2,796095.0,1.0,2.41,9,📈ema📈res📉adx🗒️rsi,bull | 4.20% | 未补,,,69.44 | 48.58 | 1.43 | no,n 52｜s 00｜d 1.67%,0,绿暗[+0.08]-绿暗[+0.07]-绿暗[+0.07]-绿暗[+0.07]-绿暗[+0.06]-绿亮[+0.07],低-低-低-低-低-高,否,否,67.07,2.28,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",普钢,222.99,189.38,-1.97,-0.39,0.39,-0.39,0.0,2.36,-0.39,0.79,-1.18,0.0,-0.79,-1.18,-1.57,-3.15,-1.97,-0.39,-0.79,-0.79,-1.18,-2.76,-4.33,-5.91,-3.94,-4.72,-3.54,-12.99,-13.39,-12.6,-11.81,-11.42
2025-02-27,002042,华孚时尚,fit,一直释放,4.01-3.44-4.02-5.67,低-高-高,14.21%-16.86%-41.04%,45,42.46,-0.08,5.85,9.96,1930079.0,11.0,4.99,56,📈ema📈res📈adx🗒️rsi,no | no | 未补,,,33.38 | 20.25 | 1.65 | no,n 25｜s 00｜d 22.28%,0,绿暗[+0.47]-绿暗[+0.43]-绿暗[+0.41]-绿暗[+0.39]-绿暗[+0.33]-绿暗[+0.29],低-低-低-低-低-低,是,是,68.98,4.01,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",纺织制造,75.17,75.17,-0.68,-7.18,-3.59,-2.05,7.69,12.65,16.07,19.66,16.75,11.11,13.5,24.79,27.01,21.71,21.71,11.62,5.3,2.91,5.3,4.44,2.39,3.59,0.51,2.91,5.3,-5.3,-14.53,-5.98,-6.15,-1.03
2025-02-27,002163,海南发展,fit,压力释放,8.14-10.29-12.5-9.32,高-高-低,26.41%-21.48%-25.44%,12,8.62,0.64,9.89,10.01,306350.0,4.0,8.68,7,📈ema📈res📉adx🗒️rsi,no | no | 回补,,,82.1 | 76.97 | 1.07 | no,n 56｜s 00｜d 1.32%,0,绿暗[+0.60]-绿暗[+0.56]-绿暗[+0.49]-绿暗[+0.45]-绿暗[+0.39]-绿暗[+0.36],低-低-低-低-低-低,否,否,65.79,7.4,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",装修装饰Ⅱ,110.44,105.02,2.33,2.12,2.83,1.62,2.22,1.21,3.44,1.62,-1.42,-3.54,-1.31,1.31,1.42,1.82,2.93,1.72,-2.53,-5.36,-5.56,-6.37,-8.8,-17.9,-26.09,-23.26,-25.68,-33.06,-32.05,-25.28,-20.93,-18.71
2025-02-27,002488,金固股份,fit,压力释放,6.94-14.32-11.65-11.97,高-低-高,106.34%-18.65%-2.75%,19,14.11,0.95,12.75,10.01,471275.0,5.0,11.16,13,📈ema📈res📉adx📈rsi,no | no | 回补,,,76.71 | 78.67 | 0.98 | no,n 78｜s 00｜d 0.79%,6,红亮[-0.45]-红亮[-0.45]-红暗[-0.44]-红暗[-0.30]-红暗[-0.22]-红暗[-0.11],低-低-低-高-低-高,是,否,73.12,8.16,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",汽车零部件,114.87,106.18,3.37,5.33,7.53,7.69,2.12,4.78,7.61,8.16,6.27,6.98,8.39,8.63,6.82,15.45,16.55,15.76,6.82,2.75,3.45,3.61,2.27,-2.2,-2.27,-2.04,-2.04,-11.76,-11.45,-10.67,-9.49,-7.29
2025-02-27,002515,金字火腿,fit,压力释放,5.23-5.06-5.56-4.59,低-高-低,3.25%-9.88%-17.45%,17,9.29,1.73,4.76,2.15,471429.0,4.0,4.45,17,📈ema📈res📉adx🗒️rsi,no | no | 回补,,,85.39 | 75.72 | 1.13 | no,n 74｜s 00｜d 1.15%,1,绿暗[+0.06]-绿暗[+0.03]-红亮[-0.02]-绿亮[+0.02]-绿亮[+0.03]-绿亮[+0.07],低-低-低-高-高-高,否,否,62.0,4.36,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",食品加工,70.09,70.09,-2.1,2.73,5.67,6.3,9.87,7.77,8.61,7.98,9.45,9.03,9.66,7.77,6.93,8.61,8.82,7.77,7.98,9.24,10.08,9.66,9.45,13.66,13.45,15.55,17.44,5.67,6.72,9.24,11.76,14.92
2025-02-27,300047,天源迪科,fit,一直释放,18.37-17.69-18.39-15.35,低-高-低,3.70%-3.95%-16.52%,51,49.85,0.31,16.12,5.29,1531146.0,28.0,13.84,41,📈ema📈res📈adx📈rsi,no | no | 未补,,,57.89 | 46.69 | 1.24 | no,n 28｜s 00｜d 19.67%,0,绿暗[+2.25]-绿暗[+2.05]-绿暗[+2.01]-绿暗[+1.90]-绿暗[+1.79]-绿暗[+1.74],低-低-低-低-低-高,否,否,70.16,10.35,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",软件开发,76.21,65.32,-10.79,-8.12,-7.13,-8.37,-3.1,-5.64,-10.35,-11.04,-1.98,-0.68,6.63,3.29,2.48,1.12,-3.04,-9.42,-12.09,-15.38,-14.88,-14.94,-19.4,-18.23,-20.02,-19.84,-20.83,-36.64,-33.23,-29.57,-26.78,-25.98
2025-02-27,600167,联美控股,fit,压力释放,6.2-5.88-6.28-5.44,低-高-低,5.16%-6.80%-13.38%,13,6.67,1.18,5.86,10.36,318391.0,1.0,5.33,7,📈ema📈res📉adx📈rsi,bull | 5.59% | 回补,,,66.52 | 34.21 | 1.94 | yes,n 94｜s 66｜d 0.17%,3,绿暗[+0.11]-绿暗[+0.07]-绿暗[+0.03]-红亮[-0.01]-红亮[-0.05]-红亮[-0.05],低-低-低-低-低-低,是,否,74.58,5.33,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",电力,165.41,165.41,-2.39,-4.44,-6.14,-7.0,-5.46,-7.34,-6.48,-6.14,-6.66,-5.97,-5.97,-4.78,-3.92,-3.24,-4.1,-4.95,-5.63,-5.12,-5.29,-6.48,-6.66,-6.66,-4.95,-4.27,-3.41,-13.48,-9.56,-8.36,-8.02,-8.7
2025-02-27,600458,时代新材,fit,压力释放,11.6-13.8-14.61-12.59,高-高-低,18.97%-5.87%-13.83%,14,13.32,1.49,12.84,-0.39,175072.0,2.0,12.15,20,📈ema📈res📉adx🗒️rsi,bull | 0.40% | 未补,,,98.8 | 75.94 | 1.3 | no,n 71｜s 00｜d 3.23%,5,红暗[-0.19]-红亮[-0.21]-红亮[-0.24]-红亮[-0.25]-红暗[-0.11]-绿亮[+0.08],低-低-低-低-高-高,否,否,62.0,10.88,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",轨交设备Ⅱ,120.16,111.31,-1.32,1.95,1.87,2.1,2.18,2.96,4.44,8.02,7.17,6.15,7.01,7.79,6.07,5.22,6.85,7.09,3.35,4.98,5.22,4.52,0.7,2.65,0.62,-0.23,-1.48,-11.53,-12.54,-10.2,-9.42,-10.36
2025-02-27,600741,华域汽车,fit,一直释放,18.9-17.34-17.25-17.38,低-低-高,8.25%-0.52%-0.75%,12,6.43,0.43,17.67,3.33,300640.0,1.0,16.54,14,📈ema📈res📉adx🗒️rsi,no | no | 未补,,,67.55 | 54.42 | 1.24 | no,n 24｜s 00｜d 4.52%,0,绿暗[+0.92]-绿暗[+0.85]-绿暗[+0.80]-绿暗[+0.77]-绿暗[+0.76]-绿暗[+0.74],低-低-低-低-低-低,是,否,67.7,15.27,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}}",汽车零部件,570.01,570.01,-1.53,-4.7,-3.62,-4.02,-3.23,-3.68,-4.24,-4.98,-6.51,-7.02,-5.32,-3.68,-3.4,-2.72,-3.23,-3.57,-2.83,-3.28,-4.02,-4.02,-2.66,-2.32,-1.7,-2.83,-4.24,-9.79,-8.66,-10.75,-9.79,-9.22
